Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
1,1,北京大学,赤橙黄绿蓝紫,10,1334,+1(33),+3(191),+1(85),+1(15),-6,+3(168),+3(87),+1(33),-,+1(128),+1(85),-,+4(237),47%,Gold,钱易,蒋凌宇,,N,N
2,2,上海交通大学,夏日影,8,1108,+1(135),-,+2(128),+1(5),-,+1(69),+2(33),+1(12),-3,+2(108),+1(114),+2(266),+3(287),37%,Gold,朱泽木,刘家宁,冯启豫,N,N
3,3,清华大学,一路向北,7,724,+1(190),-2,+1(172),+1(8),-,+1(217),+7(144),+1(44),-,+4(164),+1(28),-,+1(278),50%,Gold,唐绍轩,许庭强,周航锐,N,N
4,3,清华大学,world.search(you);,7,904,+1(144),-,+1(64),+1(3),-,+17(296),+2(87),+6(52),-,+1(121),+1(106),-,+2(259),71%,Gold,张景行,万成章,刘一平,N,N
5,4,广东工业大学,打ACM导致的,7,1341,+1(102),-2,+4(232),+1(11),-,-,+1(115),+1(33),-,+1(204),+1(260),-,-,30%,Gold,林正,杨子弘,庞翔,N,N
6,1,北京大学,呆呆鸟,6,698,+1(273),-,+3(211),+2(11),-,-,+1(89),+1(27),-,+1(169),+3(266),-,-,41%,Gold,王相文,李羿辰,王蔚澄,N,N
7,5,中国科学技术大学,丝路市西套村代表队,6,774,-1,-,+1(139),+1(14),-,+2(259),+3(106),+3(26),-,+5(194),+1(272),-,-2,56%,Gold,郭一航,洪文杰,周翟恩和,N,N
8,6,中山大学,中山大学_没有想法,6,849,+1(79),-1,+1(100),+1(12),-1,-1,+1(164),+1(35),-1,+3(273),-1,-1,-2,25%,Gold,吴永聪,薛炜鹏,陈景泰,N,N
9,7,北京航空航天大学,中国一汽腾讯华为云成都精灵云,6,1000,-2,-,+1(165),+1(34),-,-,+3(227),+1(50),-,+2(82),+1(124),-,-,33%,Gold,董和军,王大禹,蒋槟阳,N,N
10,8,电子科技大学,UESTC_篝月明火,6,1017,+1(228),-,+1(129),+1(7),-,-,+2(124),+1(22),-,+2(205),-,-3,-,25%,Gold,梁育诚,汪澄,陈奕可,N,N
11,9,吉林大学,故障吉奇人,6,1099,-,-,-6,+1(8),-,+2(262),+6(165),+1(27),-,+1(135),+1(76),-,-,50%,Gold,于之航,王天泽,陈鹏旭,N,N
12,10,北京交通大学,羊羊羊,5,436,-3,-,+1(168),+1(8),-,-,+1(158),+4(50),-,+5(241),+1(131),-,-,53%,Gold,郭昱哲,斯修远,夏鹤鸣,N,N
13,11,南京大学,南京也是京,5,738,-2,-,+1(159),+1(5),-,-,+2(187),+1(18),-,+5(284),+2(131),-,-,50%,Silver,朱羽宽,张瑞珉,陈子达,N,N
14,12,南京航空航天大学,错误,5,797,-,-,+3(225),+2(9),-,-,+2(253),+3(33),-,+3(216),+1(167),-,-,57%,Silver,赵乐坤,胡昊天,吕俊琪,N,N
15,13,哈尔滨工业大学（深圳）,猫猫潜水,5,801,-,-,+2(211),+1(15),-,+1(198),+2(273),+1(36),-,+3(250),-,-,-,40%,Silver,曹鹏宇,孙宇开,曹锦程,N,N
16,14,山东科技大学,柏林号,5,814,-,-,+2(111),+2(9),-,+3(266),+4(253),+1(23),-,+9(248),-1,-,-,71%,Silver,徐熙睿,张一炜,岳立冬,N,N
17,15,东北大学,东北大学_完美转发,5,830,-,-,+1(158),+1(7),-,-,+2(119),+1(24),-,+3(70),-,-,-,37%,Silver,王啸烽,王霆钧,苏焜,N,N
18,16,华东师范大学,Spa1+6dow Bl4ckfan-club,5,892,-,-,+2(155),+1(10),-,-,+1(96),+1(27),-,+2(192),-,-,-,28%,Silver,程籽实,汪鼎尊,谢书骁,N,N
19,17,厦门大学,闪光春日影,5,926,-,-,+2(104),+1(6),-,-,+2(145),+1(23),-,+3(228),-,-,-,44%,Silver,陈朱迪,邹品聪,栾英石,N,N
20,18,复旦大学,使题来袭 · AC力场全开,5,1002,-,-,+3(150),+1(8),-,-,+1(88),+2(55),-,+2(222),-,-,-,44%,Silver,徐子恩,阚子淳,陈佳鹏,N,N
21,19,东北大学秦皇岛分校,名字取好了吗,5,1127,+1(148),-1,+1(204),+1(6),-,-,+3(185),+1(34),-,-5,-,-1,-,28%,Silver,冯阳阳,肖轲闻,刘峻畅,N,N
22,20,湖南大学,987654,4,440,-1,-,+3(226),+1(10),-,-,+1(165),+2(51),-,+2(93),-1,-,-,44%,Silver,张世东,朱名扬,吕乐,N,N
23,21,浙江大学,十发罚时,4,441,-,-,+2(177),+1(9),-,-,+2(122),+1(23),-,+4(236),-,-,-,50%,Silver,万弘,徐锐扬,吴与伦,N,N
24,22,浙江工业大学,ZJUT0,4,450,-,-,+6(221),+1(7),-,-,+4(102),+1(40),-,+2(120),-,-,-,64%,Silver,冯梓航,陈泓睿,陆仙梁,N,N
25,23,山东大学,我火把呢,4,456,-,-,+1(161),+2(9),-,-,+1(72),+3(34),-,+9(182),-,-1,-,68%,Silver,周何,王在烜,许蕴朴,N,N
26,24,香港科技大学（广州）,杂鱼~杂鱼~大哥哥连A题都过不掉嘛~,4,467,-,-,+1(107),+2(30),-,-,+1(114),+2(66),-,+4(270),-1,-,-,50%,Silver,罗浩,储文皓,王向前,N,N
27,25,哈尔滨工业大学,蓬莱人形,4,470,-,-,+3(247),+1(3),-,+2(90),-6,+2(54),-,+3(200),-,-,-,54%,Silver,陈煜航,张彭凯,丁文涛,N,N
28,26,武汉理工大学,再生赞美歌,4,472,-,+1(243),+4(157),+1(9),-,-,-1,+2(31),-,-6,+1(197),-,-,44%,Silver,闫卢昊,朱振傲,侯哲昊,N,N
29,27,西安交通大学,天狼星的心脏,4,475,+1(275),-,+1(192),+1(8),-,-,-1,+2(32),-,+5(138),-,-,-,50%,Silver,许孜诚,洪家庆,刘一可,N,N
30,6,中山大学,中山大学_破晓之旅,4,479,-,-,+1(265),+1(10),-,-,+4(242),+1(20),-,+2(147),-,-,-,44%,Silver,赵肖睿,古鸣浩,刘志源,N,N
31,28,哈尔滨工业大学（威海）,哦不对不队,4,487,-8,-,+1(182),+1(9),-,-,+3(194),+1(30),-,+2(289),-1,-,-,37%,Silver,魏贺鹏,胡明聪,龙禺辰,N,N
32,29,中国石油大学（北京）,天不怕地不怕,4,504,-,-,+1(162),+1(9),-,-,+3(204),+2(38),-,+4(287),-,-,-,54%,Silver,仝泰旻,姜致远,林昱辰,N,N
33,30,武汉大学,最后一武,4,516,-,-,+1(189),+1(9),-,-,+3(180),+1(28),-,+5(295),-,-,-,54%,Silver,柯昀志,罗岑,徐嘉浩,N,N
34,31,华中师范大学,素月分辉，明河共影,4,527,-,-,+2(163),+1(7),-,-,-6,+2(22),-,+5(234),+2(269),-,-,58%,Bronze,郭子寒,曹俞欣,王彬宇,N,N
35,32,华中科技大学,华中科技大学〇队,4,562,-,-,+2(119),+2(13),-,-,+2(164),+1(123),-,+5(283),-,-,-,58%,Bronze,刘星佳,黄暄骜,刘铖,N,N
36,33,上海财经大学,绩点Shu，比赛Fe,4,572,-,-,+3(271),+1(10),-,-,+5(257),+1(19),-,+3(131),-,-,-,61%,Bronze,姜聿时,郭士纳,史靖玮,N,N
37,34,浙江师范大学,树学与应用树学的小伙计来打ACM咯,4,606,-,-,+4(297),+2(20),-,-,+1(147),+1(44),-,+2(258),-,-,-,50%,Bronze,许凯胤,刘思源,陈增豪,N,N
38,35,福州大学,断言,4,627,-,-,+1(200),+1(3),-,-,+8(273),+3(58),-,+2(155),-,-,-,66%,Bronze,叶志杰,陈建涛,陈宇,N,N
39,36,南京邮电大学,最佳故事,4,632,-,-,+3(231),+1(7),-,-,+2(226),+1(28),-,+4(286),-,-,-,54%,Bronze,崔晨曦,胡乐安,王普立,N,N
40,37,天津大学,锐刻没有电,4,725,-,-,+2(203),+1(11),-,-,+4(263),+2(28),-,+6(244),-,-,-,66%,Bronze,黄涛,邓锦源,范艳青,N,N
41,38,江苏大学,铜牌保卫战,4,732,-,-,+1(237),+1(8),-1,-,+9(284),+2(26),-,+3(179),-,-,-,68%,Bronze,薛志康,庞政,张道正,N,N
42,39,南方科技大学,南方科技大学-莽原,4,767,-,-,+3(296),+1(9),-,-,+2(221),+1(21),-,+5(269),-1,-,-,58%,Bronze,林政宇,曾子华,薛哲,N,N
43,40,中国人民大学,字节无虞,3,224,-,-,+3(211),+1(8),-,-,+4(286),+2(88),-,+2(258),-,-,-,58%,Bronze,刘嘉俊,孟珺,陈礼邦,N,N
44,41,北京邮电大学,摩可彭塔斯,3,251,-,-,+1(133),+1(9),-,-,-1,+1(36),-,+2(195),-,-,-,20%,Bronze,谭怡萱,区庆亮,鲍睿钊,N,N
45,42,湖南师范大学,栀晓,3,255,-,-,+3(187),+1(15),-,-,+1(116),+1(37),-,-11,-,-1,-,33%,Bronze,魏佳蕾,杨泽旭,唐熙林,N,N
46,43,四川大学,超级洋医,3,257,-,-,+1(154),+1(5),-,-,-7,+2(41),-,+2(186),-,-,-,33%,Bronze,王鹏超,杨轶涵,熊一鸣,N,N
47,44,湘潭大学,浮光掠影飞舞,3,265,-,-,+2(138),+1(11),-,-,+2(146),+4(35),-,-8,-,-,-,55%,Bronze,程书涵,魏志高,李子熙,N,N
48,45,西北工业大学,,3,269,-,-,+1(211),+1(7),-,-,+2(154),+1(42),-,-7,-,-,-,20%,Bronze,王景珩,张天翔,牛马思元,N,N
49,46,长沙理工大学,流萤,3,273,-,-,+1(249),+2(16),-,-,-9,+1(37),-,+2(109),-,-,-,33%,Bronze,陈师贤,沈彬宇,赵翰熙,N,N
50,36,南京邮电大学,内鬼猫猫头,3,280,-,-,+1(151),+1(9),-,-,-8,+1(52),-,+3(204),-,-,-,33%,Bronze,冯一帆,文超航,张禹健,N,N
51,47,上海大学,树上的忍者,3,287,-,-,+1(246),+1(14),-,-,+3(142),+1(31),-,-8,-,-,-,33%,Bronze,松浩然,耿鹏成,陶钧,N,N
