Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
1,1,浙江大学,幽灵门槛,8,852,+4(181),-,+1(23),+1(3),+1(143),+1(57),-,+1(199),+1(97),-,-,+1(89),-,27%,Gold,唐嘉辰,李昌栋,黎伟诺,N,N
2,2,北京大学,大黄鸭信徒,7,695,+3(76),-,+2(33),+1(27),+1(187),+1(23),-2,-,+1(240),-7,-,+1(49),-,30%,Gold,孙嘉伟,张记僖,陈知轩,N,N
3,3,山东大学,大黑狗奶糖,7,804,+1(196),-,+1(20),+1(5),+2(255),+1(96),+1(160),-,-,-,-,+1(52),-,12%,Gold,周何,王在烜,蔡汶澄,N,N
4,4,南京邮电大学,究竟怎么会是呢？,7,927,+3(186),-,+1(19),+1(12),+2(221),+1(28),-,-,+1(266),-,-6,+1(135),-,30%,Gold,何乐晗,赵一舟,陈以信,N,N
5,5,中南大学,明日之风的三重奏,7,954,+2(245),-,+2(28),+1(4),+1(122),+1(65),-,-,+1(281),-,-,+1(169),-,22%,Gold,徐国琛,李玄靖,赵伯阳,N,N
6,6,上海交通大学,银色子弹,7,993,+3(197),-,+1(16),+1(5),+1(280),+2(83),-4,+2(212),-,-,-,+1(120),-,36%,Gold,戚洋,江若泓,陈则佳,N,N
7,7,杭州电子科技大学,杭电 1 队,6,612,+1(57),-,+1(17),+1(4),-,+1(72),-1,-,+4(268),-,-5,+1(134),-,33%,Gold,尹吴潇,戴志炜,赵政和,N,N
8,8,哈尔滨工业大学,蛤工业 10 队,6,665,-2,-,+1(16),+1(5),+1(50),+3(179),-,-,+2(127),-,-,+2(208),-,40%,Gold,杜沛键,王续烨,金义扬,N,N
9,9,北京航空航天大学,欺负獭没有数理基础？,6,672,+3(99),-,+1(14),+1(2),-,+1(154),-,-,+1(253),-,-8,+1(110),-,25%,Gold,崔绍锞,张羿凡,闵家旭,N,N
10,10,中山大学,中山大学_破晓,6,715,-11,-,+1(17),+1(7),+1(212),+2(138),-,-,+1(237),-,-,+1(84),-,14%,Gold,古鸣浩,吴景图,欧梓洋,N,N
11,,北京航空航天大学,大吉大利，今晚吃 mian();,6,760,+2(96),-1,+1(30),+1(2),-,+1(185),-,-,+1(297),-,-,+1(130),-,14%,Gold,刘佳睿,潘天蔚,郝泽钰,N,N
12,11,电子科技大学,UESTC_Guest_WiFi,6,835,+1(175),-8,+1(20),+1(4),-,+1(150),+3(255),-,-11,-,-,+1(191),-,25%,Gold,喻鹏云,弋竞为,朱铖昊,N,N
13,12,中国石油大学（华东）,白铃女子学院,6,888,+4(240),-,+1(17),+1(3),-,+1(148),-,-1,+1(248),-,-,+3(132),-,45%,Gold,徐锦洋,王川,陈恺毅,N,N
14,,北京大学,睿睿过年写 lct,6,942,+5(97),-,+1(36),+1(31),-,+4(225),-,-,+1(267),-,-,+1(146),-,53%,Gold,李承涛,李新年,瞿睿,N,N
15,13,湖南大学,金色传说,6,968,+6(293),-1,+1(18),+1(3),-,+2(117),-,-,+1(288),-,-,+1(129),-,50%,Gold,廖曙康,苏杰,范则鸣,N,N
