Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
1,1,北京大学,思路打开,12,1196,+1(51),+1(72),+2(278),+1(10),+3(48),+2(240),+1(31),+2(120),+1(7),-1,+1(20),+1(158),+1(61),29%,Gold,管晏如,朱剑枫,张致,N,N
2,,北京大学,重生之我是菜狗,12,1272,+1(29),+2(65),+2(263),+1(11),+2(122),+1(213),+1(42),+1(161),+2(9),-10,+1(23),+1(136),+2(98),29%,Gold,王展鹏,蒋凌宇,罗煜翔,N,N
3,,北京大学,呆呆鸟,11,1526,+2(38),+5(108),-1,+1(11),+2(72),+3(250),+2(12),+5(251),+1(25),-,+1(43),+3(296),+1(120),57%,Gold,王蔚澄,王相文,徐安矣,N,N
4,2,清华大学,有手有脚,9,900,+1(51),+2(143),-,+1(7),+2(113),-,+1(30),+4(295),+1(22),-9,+1(46),-2,+1(93),35%,Gold,罗恺,陈于思,杨珖,N,N
5,,北京大学,人偶妹妹,9,901,+3(47),+1(201),-,+1(8),+1(109),-1,+2(40),+2(159),+1(22),-,+1(66),-3,+1(169),30%,Gold,李羿辰,罗思远,孙睿泽,N,N
6,3,湖南大学,金色传说,9,1052,+2(58),+3(204),-,+1(8),+1(115),-,+1(36),+1(291),+1(13),-,+1(87),-,+1(180),25%,Gold,苏杰,廖曙康,朱名扬,N,N
7,4,浙江大学,虚空之梦,9,1106,+1(67),+8(232),-,+1(10),+1(104),-,+3(54),+1(212),+1(23),-,+4(69),-2,+1(95),57%,Gold,彭博,褚写庭,陈逸,N,N
8,5,北京理工大学,ddl战神,9,1117,+1(73),+3(278),-,+1(8),+4(149),-,+1(33),+1(243),+1(23),-,+2(74),-,+1(116),40%,Gold,林恺,朱子林,邹知秋,N,N
9,6,杭州电子科技大学,对称起源,9,1162,+1(52),+1(123),-,+1(8),+1(204),-,+1(96),+7(295),+1(24),-1,+1(92),-,+1(148),40%,Gold,马文浩,何卓锟,胡昊,N,N
10,7,南京理工大学,平和猫猫头,9,1254,+2(68),+3(220),-,+1(6),+4(158),-,+2(64),-,+3(33),-,+1(88),+2(297),+1(120),52%,Gold,何平,陈涣焕,金朝哲,N,N
11,,浙江大学,nameless story,8,738,+1(140),+2(241),-,+1(8),+1(73),-,+2(23),-6,+1(31),-,+2(62),-,+1(100),27%,Gold,凌子恒,胡家齐,林响烨,N,N
12,8,南京大学,虚幻黄昏,8,744,+3(159),+1(208),-,+1(9),+1(62),-,+1(47),-2,+1(17),-,+1(77),-,+2(105),27%,Gold,丁天行,欧丰宁,单启程,N,N
13,9,四川大学,刀削面的疲倦,8,794,+1(56),+1(231),-,+1(12),+1(101),-,+1(39),-1,+2(26),-,+1(77),-,+2(212),20%,Gold,杨欣渝,程渝峰,邓雍,N,N
14,,清华大学,一鼠两赢,8,824,+1(79),+2(266),-,+1(5),+3(151),-,+1(52),-,+1(25),-,+1(70),-,+1(116),27%,Gold,吴雨航,李书润,贾朝蓬,N,N
15,10,华中科技大学,轻语,8,897,+1(44),+2(258),-,+1(6),+2(145),-,+1(94),-,+1(29),-,+1(72),-,+2(189),27%,Gold,汪文卓,金城根,杨治,N,N
16,11,广东工业大学,绿豆沙,8,928,+2(98),+3(294),-,+1(11),+1(90),-,+1(40),-,+3(36),-,+1(60),-,+2(179),42%,Gold,林俊耿,肖能翔,杨子弘,N,N
17,12,北京航空航天大学,吃得真香,8,979,+4(107),+1(287),-,+1(8),+2(187),-,+1(74),-,+1(17),-,+1(54),-,+2(145),38%,Gold,吴昊恒,董雨润,李秉翰,N,N
18,13,香港浸会大学,HKBU,8,981,+3(65),+6(250),-,+1(8),+1(195),-,+2(44),-,+1(17),-,+1(90),-,+1(152),50%,Gold,赵云翔,Arsen,Avkhadiev,N,N
19,14,上海交通大学,春日影,8,994,+1(65),-3,-,+1(9),+1(102),-,+1(87),+4(251),+2(29),-,+2(89),-,+5(182),52%,Gold,刘家宁,杨崇烨,林一凡,N,N
20,15,华侨大学,红日初升,8,1031,+1(103),+1(240),-,+1(9),+1(182),-,+2(140),-2,+1(17),-,+2(89),-,+1(211),20%,Gold,赵雨扬,苏明强,危露平,N,N
21,,上海交通大学,希冀之翼,8,1053,+3(111),+4(210),-,+1(9),+1(136),-,+4(68),-,+1(43),-,+3(124),-,+1(152),55%,Gold,唐靖淇,李南锡,冯启豫,N,N
22,,华中科技大学,小鲤鱼历险记,8,1061,+1(68),+3(262),-,+1(10),+1(144),-,+4(53),-,+1(18),-,+2(104),-,+3(242),50%,Gold,李根,俞仲遥,喻珈,N,N
23,16,电子科技大学,UESTC_Guest_WiFi,8,1067,+2(53),+6(222),-1,+1(8),+4(195),-,+1(47),-,+1(15),-,+1(89),-,+1(258),52%,Gold,弋竞为,朱铖昊,汪澄,N,N
24,17,武汉大学,夏三角,8,1086,+1(106),+2(288),-,+1(8),+5(227),-,+1(61),-,+1(19),-,+1(92),-,+2(165),42%,Gold,吴飞洋,刘锡锐,徐嘉浩,N,N
25,,电子科技大学,UESTC_十夏花火,8,1137,+1(24),+3(288),-,+1(6),+2(242),-,+5(119),-,+1(16),-,+3(112),-,+1(150),52%,Gold,朱子涵,山佩永,吴立俊,N,N
26,18,中南大学,普普三人组,8,1149,+2(45),+3(267),-,+1(4),+1(139),-,+1(67),-,+3(22),-,+3(232),-,+2(213),50%,Gold,徐国琛,李玄靖,赖锦镕,N,N
27,19,中山大学,中山大学_OMS维修队,8,1156,+2(38),+2(238),-,+1(9),+2(204),-,+3(127),-,+1(37),-,+2(111),-1,+2(252),46%,Gold,黄致博,邱恺铭,谢文龙,N,N
28,20,中国科学技术大学,末日时在做什么？有没有空？可以来烤苕皮么？,8,1219,+1(60),+6(288),-,+1(7),+3(215),-,+3(66),-,+1(18),-,+2(112),-,+5(173),63%,Gold,冯正桦,邵晓玮,李俊辰,N,N
29,21,哈尔滨工业大学（深圳）,机房猫猫大队,8,1377,+1(117),+8(296),-,+2(7),+5(253),-,+2(108),-,+1(21),-,+2(77),-,+3(178),66%,Gold,高子烽,曹杨,井然,N,N
30,22,香港中文大学（深圳）,CUHK-SZ (TBD),7,611,+1(53),-,-,+1(5),+3(199),-,+2(37),-1,+3(34),-,+1(69),-,+1(114),41%,Gold,陈翰飞,曾子荣,何润元,N,N
31,23,上海大学,SHU-10,7,706,+1(99),+4(205),-,+1(7),-7,-,+1(86),-,+1(21),-,+2(69),-,+1(139),36%,Gold,陶钧,周⼦竣,潘铧超,N,N
32,24,东北大学,东北大学_次元魔女,7,716,+1(119),-7,-,+1(5),+1(178),-,+2(75),-,+1(16),-,+1(89),-,+1(214),12%,Gold,仝家驹,陈彦澍,张帆,N,N
33,25,浙江师范大学,ZJNU_7队,7,731,+2(124),+1(224),-,+1(5),-1,-,+1(102),-,+1(33),-,+1(73),-,+1(150),12%,Gold,厉文浩,蒋润浩,王学远,N,N
34,26,香港中文大學,失敗終結符,7,774,+2(128),-2,-,+1(11),+1(234),-,+1(66),-,+2(32),-,+1(104),-,+1(159),22%,Gold,姜宣丞,袁樂勤,吳有孚,N,N
35,,上海交通大学,黎明随想曲,7,803,+1(129),-1,-,+1(10),+2(210),-,+3(99),-,+1(31),-,+2(159),-,+1(85),36%,Silver,袁莘睿,邵嘉南,王宇轩,N,N
