Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
308,152,中国地质大学（武汉）,斯卡蒂今天吃什么,3,281,+1(18),-,+3(138),-19,-,-,-,-,-,-,-,-,+3(45),57%,Honorable,包嘉溢,钱汉旭,陈凯明,N,N
309,,同济大学,渡鸦的脚爪,3,286,+1(27),-,+3(143),-,-,-,-,-2,-,-,-,-1,+2(56),50%,Honorable,刘沐坤,周琳琳,龚天遥,N,N
310,153,江苏科技大学,球球队友再A一题,3,289,+1(13),-,+2(143),-5,-,-,-,-,-,-,-,-,+3(73),50%,Honorable,刘兴源,周瑞,罗志康,N,N
311,154,福建工程学院,卷死自己，累死别人,3,292,+1(29),-,+3(131),-2,-,-,-,-1,-,-,-,-,+3(52),57%,Honorable,林毅祥,郭少强,黄朝英,N,N
312,155,江西师范大学,我的二叉树被淹了,3,295,+2(23),-,+3(140),-2,-,-,-,-3,-,-,-,-,+1(72),50%,Honorable,宋佑祺,田震雄,胡文豪,N,N
313,,吉林大学,执子之手抓饼，与子偕老干妈,3,296,+1(13),-,+1(93),-2,-,-,-,-6,-,-2,-,-,+5(110),57%,Honorable,杨骥遥,程子恒,薛坷佳,N,N
313,,华南农业大学,绘夏之色,3,296,+1(35),-,+2(146),-,-,-,-,-1,-,-,-,-,+2(75),40%,Honorable,徐奕标,林汇,罗泽华,N,N
315,,浙江工业大学,ZJUT4,3,300,+1(15),-,+4(144),-,-,-,-,-4,-,-,-,-,+2(61),57%,Honorable,包淳嘉,沈宁,胡泽涛,N,N
316,,武汉理工大学,这次能签到吗,3,301,+1(25),-,+2(144),-,-,-,-,-4,-,-,-,-,+3(72),50%,Honorable,武童庆,王恒,赵启轩,N,N
316,,南京理工大学,四川人,3,301,+1(17),-,+3(171),-,-,-,-,-1,-,-,-,-,+2(53),50%,Honorable,何丰辰,张悦熠,王一萌,N,N
318,156,北京联合大学,空山新雨,3,305,+1(21),-,+4(151),-,-,-,-,-13,-,-,-,-,+2(53),57%,Honorable,吴德盛,李梦哲,王翊伟,N,N
319,157,成都东软学院,熊猫点外卖,3,306,+3(17),-,+1(134),-,-,-,-,-5,-,-,-,-,+4(55),62%,Honorable,廖华杰,梁启贤,王荣川,N,N
320,,中国地质大学（北京）,求过题,3,308,+3(18),-,+2(97),-5,-,-,-,-,-,-,-,-,+5(53),70%,Honorable,张颖,雷焌槟,韩政伦,N,N
320,,青岛大学,AC是一定会AC的,3,308,+1(35),-,+3(130),-1,-,-,-,-3,-,-,-,-,+3(63),57%,Honorable,孙晓宇,张晓阳,李天宇,N,N
320,,浙江工商大学,澳门牌王日入斗金,3,308,+1(23),-,+3(166),-,-,-,-,-1,-,-,-,-,+2(59),50%,Honorable,吴健林,张殷杰,陈致远,N,N
323,158,大连海事大学,队名无所谓,3,310,+1(19),-,+4(154),-,-,-,-,-6,-,-,-,-,+2(57),57%,Honorable,刘昊天,薛宇翔,陶安鑫,N,N
324,159,中国人民解放军战略支援部队信息工程大学,小酥饼,3,313,+1(18),-,-9,-5,-,-,-,+2(204),-,-,-,-,+2(51),40%,Honorable,孙康羽,张嘉玮,李睿,N,N
325,160,南京工业大学,非全菜,3,315,+1(20),-,+1(151),-2,-,-,-,-,-,-,-,-,+5(64),57%,Honorable,余彦松,卢漫可,张林骏,N,N
326,,长沙学院,没有队名就是最好的队名,3,317,+2(28),-,+3(147),-,-,-,-,-1,-,-,-,-,+2(62),57%,Honorable,李湘豪,米海滨,蒋鹏,N,N
327,,江西财经大学,心机之蛙,3,318,+2(25),-,+4(149),-,-,-,-,-3,-,-,-,-,+1(64),57%,Honorable,李小龙,邓荣斌,饶木平,N,N
327,161,河南财政金融学院,那个,3,318,+1(21),-,+2(204),-,-,-,-,-,-,-,-,-,+2(53),40%,Honorable,李祖卫,王梦贤,秦卓,N,N
329,,浙江机电职业技术学院,摸鱼的鸽子,3,320,+2(22),-,+3(119),-,-,-,-,-6,-,-,-,-,+4(59),66%,Honorable,应程杰,林祥康,阮湛皓,N,N
329,162,郑州轻工业大学,看！金牌种子ZYZ！！,3,320,+1(19),-,+2(199),-,-,-,-,-,-,-,-,-,+2(62),40%,Honorable,刘赵东,赵清杨,魏志文,N,N
331,163,平顶山学院,平院一队,3,324,+1(29),-,+2(170),-,-,-,-,-7,-,-,-,-,+3(65),50%,Honorable,刘力宾,朱梦飞,邢玉龙,N,N
332,,东北大学,东北大学_打得不错,3,325,+3(40),-,+2(141),-,-,-,-,-3,-,-2,-,-,+1(84),50%,Honorable,张嘉正,王嘉淇,秦宇,N,N
332,,宁波大学,对不队,3,325,+1(12),-,+7(159),-4,-,-,-,-,-,-,-,-,+1(34),66%,Honorable,夏海斌,徐哲,陈洲宁,N,N
334,164,北京师范大学珠海校区,公费旅游团,3,327,+1(17),-,+2(155),-,-,-,-,-1,-,-,-,-,+3(95),50%,Honorable,刘东轩,刘雨杭,姚梦俊,N,N
334,,桂林电子科技大学,无名之辈,3,327,+1(18),-,+4(179),-,-,-,-,-,-,-,-,-,+2(50),57%,Honorable,刘思语,汪庭浩,黄思晨,N,N
336,,南京邮电大学,鸽Prime,3,329,+2(17),-,+5(95),-,-,-,-,-5,-,-,-,-,+2(97),66%,Honorable,崔泽昂,郑舜禹,金诚,N,N
337,165,中北大学,混元无上大罗金仙,3,332,+1(19),-1,+4(133),-1,-1,-1,-1,-,-,-2,-1,-,+4(60),66%,Honorable,王睿博,范展诚,郭亚军,N,N
338,,四川大学,狂风之力,3,333,+1(24),-,+4(199),-,-,-,-,-,-,-,-,-,+1(50),50%,Honorable,刘却桓,张笑庸,金聿成,N,N
339,,中国人民解放军战略支援部队信息工程大学,信大打铁人,3,340,+1(27),-,+2(191),-,-,-,-,-,-,-,-,-,+2(82),40%,Honorable,余永哲,周逸群,李飞扬,N,N
340,,天津大学,180天后改名,3,345,+1(14),-,+6(159),-3,-,-,-,-2,-,-,-,-,+3(32),70%,Honorable,任俍栋,李俊佳,王子祺,N,N
341,,苏州大学,气球多多,3,346,+1(15),-,+3(196),-,-,-,-,-2,-,-,-,-,+3(55),57%,Honorable,唐瑞珑,许睿阳,黄学文,N,N
342,166,浙江工业大学之江学院,三只小绵羊,3,347,+2(23),-,+5(156),-1,-,-,-,-,-,-,-,-,+2(48),66%,Honorable,何治强,王涛,程康涵,N,N
343,,哈尔滨工业大学（深圳）,三羊开泰,3,348,+1(15),-,+2(255),-,-,-,-,-4,-,-,-,-,+1(58),25%,Honorable,宋子洋,杨昀昕,蒋晨阳,N,N
344,167,华南师范大学,两肉一菜,3,349,+1(20),-,+2(216),-,-,-,-,-,-,-,-,-,+2(73),40%,Honorable,张泽贤,陈绍民,黄磊,N,N
345,,厦门大学,拴狗型队伍,3,353,+3(20),-,+3(119),-,-,-,-,-3,-,-,-,-,+4(74),70%,Honorable,向晨,纪奎彬,郭承辉,N,N
346,,中国海洋大学,墨鱼,3,359,+3(30),-,+1(153),-,-,-,-,-,-,-,-,-,+4(76),62%,Honorable,丁泽中,吕亮,赵玉杨,N,N
347,,西南科技大学,朵莉倥,3,364,+1(17),-,+6(114),-3,-,-,-,-,-,-,-,-,+4(73),72%,Honorable,纪佳宇,胡梦婷,龚佳乐,N,N
348,168,东华大学,July,3,366,+1(17),-,+6(178),-,-,-,-,-,-,-,-,-,+2(51),66%,Honorable,俞鑫颜,熊思静,陈宇潇,N,N
349,,安徽大学,看门狗,3,369,+2(18),-,-2,-2,-,-,-,+2(182),-,-,-,-,+3(89),57%,Honorable,常昊冉,程晗,胡涵之,N,N
350,,同济大学,RejectedByJudger,3,375,+1(20),-,+1(198),-3,-,-,-,-2,-,-,-,-,+4(97),50%,Honorable,任柯睿,李博宇,杨英颢,N,N
350,,大连理工大学,给个AC吧,3,375,+1(19),-,+3(207),-,-,-,-,-,-,-,-,-,+3(69),57%,Honorable,张正礼,石炎东,韦品桓,N,N
350,,中国矿业大学,*温耀爆零了,3,375,+1(12),-,+1(213),-1,-,-,-,-,-,-,-,-,+4(90),50%,Honorable,尉高耀,杨忻至,温耀林,N,N
353,,哈尔滨理工大学,哈理工03队,3,379,+2(27),-,+5(206),-,-,-,-,-3,-,-1,-,-,+1(46),62%,Honorable,祝浩博,赵宇,黄兆宇,N,N
354,169,闽南师范大学,JV哥哥爱上我,3,380,+2(19),-,-6,-1,-,-,-,+1(211),-,-,-,-,+4(70),57%,Honorable,傅俊斌,唐鑫程,林俊逸,N,N
354,,武汉科技大学,红黑树上黑红,3,380,+1(10),-,+4(274),-,-,-,-,-8,-,-,-,-,+1(36),50%,Honorable,何浩,尹传胜,陈克锦,N,N
356,170,沈阳化工大学,66岁韦队重返赛场,3,382,+1(25),-,+4(217),-,-,-,-,-,-,-1,-,-,+2(60),57%,Honorable,孙皓宸,张舒怡,朱宏凯,N,N
357,,华中科技大学,从零开始的ACMer生活,3,386,+1(18),-,+3(249),-,-,-,-,-,-,-,-,-,+3(39),57%,Honorable,唐继民,李扬天,章万扬,N,N
358,,东北林业大学,林大施工队,3,388,+2(27),-,+5(181),-,-,-,-,-8,-,-,-,-,+2(60),66%,Honorable,方震,李一辰,邱科悦,N,N
359,171,潍坊学院,xx短发天下第一,3,391,+2(19),-,+6(150),-,-,-,-,-,-,-,-,-,+3(62),72%,Honorable,张开元,柳慧林,赵建泉,N,N
359,,中南大学,要不换个队名吧,3,391,+2(25),-,+3(218),-,-,-,-,-3,-,-,-,-,+2(68),57%,Honorable,李松佑,沈方建,谭宇豪,N,N
361,,杭州师范大学,R环上的理想,3,393,+1(21),-,+3(270),-,-,-,-,-,-,-,-,-,+2(42),50%,Honorable,傅贤杨,王雨航,黄东海,N,N
362,,青岛科技大学,人类高质量WA,3,395,+1(20),-,+3(217),-,-,-,-,-,-,-,-,-,+3(78),57%,Honorable,晋学锐,林海,陈德山,N,N
362,,成都理工大学,痛觉残留,3,395,+1(11),-,-,+4(223),-,-,-,-,-,-,-,-,+4(41),66%,Honorable,刘磊,吴恒,张文渝,N,N
364,,郑州轻工业大学,静止傅立叶变换,3,396,+2(14),-,+6(178),-,-,-,-,-,-,-,-,-,+3(44),72%,Honorable,孙泽国,张一泽,朱埮鑫,N,N
365,,河北师范大学,无糖可乐狗都不喝,3,399,+4(34),-,+4(149),-5,-,-,-,-5,-,-,-,-,+2(76),70%,Honorable,徐悦然,胡超然,赵洪博,N,N
366,,江西师范大学,胡乱AC,3,400,+1(17),-,+4(220),-1,-,-,-,-,-,-5,-,-,+4(43),66%,Honorable,杨文冠,江新宇,肖子安,N,N
367,,湖南警察学院,湖南警察学院3队,3,406,+1(28),-,+4(170),-,-,-,-,-,-,-,-,-,+5(68),70%,Honorable,王海,谭晓洋,龙俊宇,N,N
368,,东北林业大学,吾有一术，名曰暴力,3,407,+1(14),-,+6(219),-,-,-,-,-,-,-,-,-,+1(74),62%,Honorable,常中一,张哲,蒋世超,N,N
369,,东华大学,队友被表白没睡怎么办,3,412,+1(14),-,+7(144),-1,-,-,-1,-3,-,-,-,-,+5(54),76%,Honorable,任天宇,刘青山,黄城帆,N,N
370,172,太原理工大学,鸽剧魅影,3,413,+2(22),-,-23,-,-,-,-,+3(222),-,-1,-,-,+3(69),62%,Honorable,桑坤,赵云霄,郭宇霄,N,N
371,173,广东技术师范大学,队友不会就抽他一鞭,3,417,+2(33),-,+4(188),-,-,-,-,-1,-,-,-,-,+2(96),62%,Honorable,张杰,许庆,谢合松,N,N
371,,四川大学,七的意志,3,417,+1(26),-,+5(209),-1,-,-,-,-,-,-,-,-,+3(62),66%,Honorable,许天赫,雷应翔,韩子毅,N,N
371,,深圳大学,SZU-Ada,3,417,+2(26),-,+2(263),-,-,-,-,-3,-,-,-,-,+2(68),50%,Honorable,许彦婷,郑杨,陈敏涵,N,N
374,,南昌大学,经此一役,3,418,+1(19),-,+5(178),-,-,-,-,-3,-,-,-,-,+5(61),72%,Honorable,刘君豪,张吉乾,杨海珺,N,N
375,,香港中文大学（深圳）,三只天线宝宝,3,419,+1(18),-,+7(236),-,-,-,-,-8,-,-,-,-,+1(45),66%,Honorable,何依亮,杨博超,胡海川,N,N
376,,南昌大学,酸酸甜甜小泡芙,3,422,+1(20),-,+3(197),-,-,-,-,-7,-,-,-,-,+5(85),66%,Honorable,万钧,惠鹏程,蔡定中,N,N
377,,西南交通大学,老郫县鸡内卷,3,426,+1(23),-,+3(135),-,-,-,-,-4,-,-,-,-,+5(148),66%,Honorable,丁世诚,吴房浩,赵一冰,N,N
377,,郑州大学,一键AC,3,426,+1(19),-,+5(253),-,-,-,-,-5,-,-,-,-,+2(54),62%,Honorable,何骏扬,李智宇,毕宇豪,N,N
379,,东北大学,东北大学_浮生六记,3,431,+1(17),-,+8(188),-,-,-,-,-2,-,-,-,-,+2(66),72%,Honorable,伍孝飞,张天泽,魏学林,N,N
380,174,深圳技术大学,大～泡～炮～,3,435,+1(12),-,+3(273),-,-,-,-,-1,-,-,-,-,+3(70),57%,Honorable,刘泽驰,周家宝,钱贵宁,N,N
381,175,中南民族大学,彷徨之刃,3,441,+1(24),-,+4(273),-,-,-,-,-3,-,-,-,-,+2(64),57%,Honorable,张子涵,添文浩,罗顺位,N,N
382,,南京信息工程大学,倾家荡产大搞钢铁,3,442,+1(14),-,+5(206),-,-,-,-,-5,-,-,-,-,+4(82),70%,Honorable,杨可,陈泳琦,陈超然,N,N
383,,台州学院,沧浪之水,3,447,+2(18),-,+9(205),-,-,-,-,-1,-,-3,-,-,+1(44),75%,Honorable,孙宇飞,徐浩阳,林钰琳,N,N
384,,山东理工大学,大哥开party,3,449,+2(23),-,+6(211),-,-,-,-,-2,-,-,-,-,+3(55),72%,Honorable,周陈静,孟策,逄明宝,N,N
385,176,信阳农林学院,敢死队,3,450,+1(26),-,+6(210),-,-,-,-,-5,-,-,-,-,+3(74),70%,Honorable,唐鑫,赵普,郭玺,N,N
386,,浙大宁波理工学院,笑死根本答不队,3,452,+1(21),-,+4(258),-,-,-,-,-,-,-,-,-,+4(53),66%,Honorable,唐文浩,胡鑫磊,蔡禹杰,N,N
387,,浙大城市学院,半次元,3,453,+1(14),-,+8(254),-,-,-,-,-1,-,-,-,-,+2(25),72%,Honorable,何伟煊,徐浩达,黄宇航,N,N
388,,浙江机电职业技术学院,WA腿三明治,3,456,+2(31),-,+7(205),-,-,-,-,-,-,-,-,-,+1(80),70%,Honorable,刘江天,陈佳宇,陈彦匡,N,N
389,,北京化工大学,听君一席话,3,459,+2(23),-,+7(224),-,-,-,-,-,-,-,-,-,+2(52),72%,Honorable,巴衣地力达·马木白提,李腾飞,陈柯舟,N,N
390,177,安徽工业大学,重生之打星,3,460,+1(32),-,+4(238),-,-,-,-,-,-,-12,-,-,+2(110),57%,Honorable,台启涛,林昊,鲁宗顺,N,N
391,178,嘉应学院,吃饭不张口,3,468,+1(24),-,+5(182),-,-,-,-,-7,-,-,-,-,+3(142),66%,Honorable,杨琇婷,范淮宝,陈雪武,N,N
392,179,安阳工学院,写的都对,3,472,+1(26),-,+5(265),-,-,-,-,-,-,-,-,-,+3(61),66%,Honorable,张哲,苏州,贾智卓,N,N
393,,哈尔滨工业大学（深圳）,憨色小天使队,3,474,+1(8),-,+8(202),-,-,-,-,-5,-,-,-,-,+4(64),76%,Honorable,肖力炜,陈文之屹,陈诺,N,N
394,,浙江工商大学,大红大紫,3,476,+1(26),-,+6(259),-,-,-,-,-,-,-,-,-,+2(71),66%,Honorable,王晨杰,魏道,黄文豪,N,N
395,,浙江农林大学,克莱曼婷,3,477,+1(18),-,+5(214),-,-,-,-,-,-,-,-,-,+4(105),70%,Honorable,夏周全,林朝帅,陈浩,N,N
396,,青岛大学,扎不多德勒,3,479,+1(26),-,+4(180),-,-,-,-,-4,-,-,-,-,+6(113),72%,Honorable,段衡,赵洋,高鹿星,N,N
397,,大连理工大学,阿巴阿巴,3,481,+1(16),-,-4,-,-,-,-,+3(286),-,-4,-,-,+5(59),66%,Honorable,刘政,宋佳俊,王玉宁,N,N
398,,华东交通大学,孤注一掷,3,491,+1(18),-,+11(183),-,-,-,-,-2,-,-,-,-,+3(50),80%,Honorable,刘金海,刘驰,胡昕,N,N
399,,山东大学（威海）,来不及起名了,3,494,+2(20),-,+6(215),-2,-,-,-,-,-,-,-,-,+3(99),72%,Honorable,杨沛霖,汪彦东,贺昱斌,N,N
400,,北京化工大学,以上排名无效,3,497,+1(19),-,+7(245),-,-,-,-,-,-,-,-1,-,+3(73),72%,Honorable,于博,朱立忠,王凯,N,N
401,,武汉理工大学,富贵不能银,3,499,+1(22),-,+7(259),-,-,-,-,-2,-,-,-,-,+3(58),72%,Honorable,化子烁,张明阳,田平安,N,N
402,,湖南科技大学,永不言弃,3,500,+1(19),-,+5(247),-,-,-,-,-,-,-,-,-,+4(94),70%,Honorable,廖湉斌,汪礼煌,贺存茂,N,N
403,,武汉理工大学,力争签到,3,501,+1(31),-,+5(269),-5,-,-,-,-,-,-,-,-,+3(81),66%,Honorable,刘衍志,张重驰,杨子豪,N,N
404,180,黄冈师范学院,我们的重制ACM人生,3,506,+1(21),-,+6(228),-,-,-,-,-,-,-,-,-,+4(97),72%,Honorable,王梦瑶,聂庆,金家耀,N,N
405,181,天津工业大学,QAQ,3,507,+1(18),-,+8(266),-,-,-,-,-,-,-,-,-,+3(43),75%,Honorable,姚一鸣,孙洋,宋一鸣,N,N
406,,安徽大学,害怕罚时的爱抖露,3,509,+2(20),-,+4(240),-,-,-,-,-,-,-,-,-3,+3(129),66%,Honorable,桑浩翔,王浩宇,陈子安,N,N
407,,南京工业大学,给评测姬倒一杯卡布奇诺,3,523,+2(26),-,+4(232),-,-,-,-,-,-,-,-,-,+7(65),76%,Honorable,宣伟康,杨一,顾喜,N,N
407,182,河南大学,捐献证书,3,523,+2(47),-3,+3(258),-2,-1,-1,-1,-1,-1,-1,-1,-1,+4(98),66%,Honorable,何辰汉,叶强强,郑亮,N,N
409,,苏州大学,痛苦绝响,3,529,+3(25),-,+7(177),-,-,-,-,-5,-,-3,-,-,+6(67),81%,Honorable,孙楠,汤添文,王雨,N,N
410,,福建工程学院,昏镜重明,3,530,+1(72),-,+1(279),-,-,-,-,-,-,-,-,-,+5(99),57%,Honorable,林凯锋,江鑫,肖含境,N,N
411,,西安交通大学,摸鱼自动机,3,541,+1(13),-,+6(281),-,-,-,-,-,-,-,-,-,+4(87),72%,Honorable,周润宇,朱绍航,邹博诚,N,N
412,,南京林业大学,我起名字很废,3,557,+1(20),-,+5(239),-,-,-,-,-,-,-,-,-,+4(158),70%,Honorable,张刘杰,邢超宇,雷宇,N,N
413,,哈尔滨工业大学（深圳）,哈工生产大队,3,564,+2(16),-,+5(100),+5(268),-,-,-,-2,-,-3,-,-,-14,75%,Honorable,李嘉淇,李潭啸,陈禹昕,N,N
414,,中北大学,祝晴,3,568,+2(21),-,+8(261),-,-,-,-,-,-,-3,-,-,+3(86),76%,Honorable,张佳鹏,张润齐,车林奇,N,N
415,,上海大学,呆头鹅,3,599,+1(21),-,+10(279),-,-,-,-,-,-,-,-,-,+3(79),78%,Honorable,刘西朋,董镇源,诸捷,N,N
416,183,浙江育英职业技术学院,育英七队,3,601,+1(14),-,+13(249),-,-,-,-,-,-,-,-,-,+3(58),82%,Honorable,张翔杰,杨帆,沈钢杰,N,N
417,184,齐鲁工业大学,dwg要AK,3,609,+4(20),-,+9(270),-,-,-,-,-,-,-,-,-,+3(59),81%,Honorable,刘易凡,李德旺,董国梁,N,N
418,185,衡阳师范学院,线段树只出现一次,3,618,+2(27),-,+3(234),-,-,-,-,-2,-,-,-,-,+8(157),76%,Honorable,刘延福,廖泓嘉,邵董涛,N,N
419,186,西南石油大学,围观我们的爱情故事,3,619,+1(36),-,+3(280),-,-,-,-,-,-,-,-,-,+6(163),70%,Honorable,向耀鑫,杨一正,黄馨月,N,N
420,,齐鲁工业大学,我们要报销,3,621,+1(19),-,+9(205),-,-,-,-,-,-,-,-,-,+9(77),84%,Honorable,吴泽彪,张安康,曹丙南,N,N
421,187,南昌航空大学,为了部落,3,622,+3(27),-,+11(215),-7,-,-,-,-36,-,-,-,-,+4(80),83%,Honorable,涂尔轩,邹锦法,钱芳贵,N,N
422,188,上海海洋大学,cu rush,3,638,+1(22),-,+4(186),-,-,-,-,-,-,-,-,-,+13(130),83%,Honorable,史沐青,王天怡,谢澄,N,N
423,189,西北大学,蒙的都对,3,643,+1(17),-,+14(259),-,-,-,-,-,-,-,-,-,+4(47),84%,Honorable,王向明,贾昕泽,郑罗承,N,N
424,190,北京信息科技大学,走到湖边就会哈啦一下买一杯美式,3,663,+1(35),-,+2(192),-,-,-,-,-7,-,-,-,-,+14(156),82%,Honorable,刘泽昊,宋开元,苏永鑫,N,N
424,,陕西科技大学,可可冲冲冲,3,663,+1(25),-,+9(298),-,-,-,-,-,-,-,-,-,+4(120),78%,Honorable,李智春,袁国宁,黄珂韵,N,N
426,191,绍兴文理学院,编程不如编毛衣,3,664,+1(15),-,+6(196),-,-,-,-,-2,-,-,-,-,+11(153),83%,Honorable,丁宇豪,唐佳柠,郑柏成,N,N
427,192,闽江学院,复制粘贴,3,669,+2(63),-,+4(288),-1,-,-,-,-,-,-,-,-,+5(158),72%,Honorable,柯晨祺,郭泽钰,马亨杰,N,N
428,193,浙江金融职业学院,可持久化颓废,3,704,+2(33),-,+18(245),-,-,-,-,-,-,-,-,-,+2(46),86%,Honorable,吕哲宇,吴俊杰,邓瑞琦,N,N
429,,南开大学,虽5但u,3,705,+1(32),-,+7(193),-2,-,-,-,-,-,-,-,-,+9(200),82%,Honorable,崔家贺,徐百朋,薛湛童,N,N
430,,杭州师范大学,仲夏夜之wa梦,3,732,+3(18),-,+20(212),-4,-,-,-,-8,-,-,-,-,+3(42),88%,Honorable,徐光泽,林峰,陈泓昕,N,N
431,,河南大学,AC自动机Fail树上dfs序建可持久化线段树,3,744,+4(50),-,+17(168),-,-,-,-,-2,-,-,-,-,+4(86),88%,Honorable,刘邦龙,蔡俊宇,闫沛霖,N,N
432,,湘潭大学,湘潭大学附属幼儿园一队,3,796,+1(23),-,+3(274),-,-,-,-,-1,-,-,-,-,+13(219),82%,Honorable,周熙霖,姜德琛,罗健淳,N,N
433,,中国矿业大学,明天再说,3,918,+1(22),-,+23(243),-,-,-,-,-,-,-,-,-,+6(113),90%,Honorable,张瑞浩,柳勋涛,蔡家桢,N,N
434,,山东理工大学,枝江后卫,2,60,+1(17),-,-3,-,-,-,-,-,-,-,-,-,+1(43),0%,Honorable,夏远,张子昊,王海旭,N,N
435,,中国石油大学（华东）,三个ACMER走上岸,2,64,+1(16),-,-3,-,-,-,-,-6,-,-,-,-,+1(48),0%,Honorable,张永乐,沈昊君,肖逸凡,N,N
436,,浙江中医药大学,ZCMU-HTT,2,68,+1(23),-,-,-1,-,-,-,-,-,-1,-,-,+1(45),0%,Honorable,卢昕怡,景舒楠,钟晓芸,N,N
437,,北京林业大学,讲个笑话我样例没过,2,74,+1(29),-,-,-,-,-,-,-8,-,-,-,-,+1(45),0%,Honorable,周子涵,李子超,李明珠,N,N
438,,东北大学秦皇岛分校,bug都改队,2,76,+2(15),-,-13,-,-,-,-,-7,-,-,-,-,+1(41),33%,Honorable,冯鼎容,曹怡明,曹立菲,N,N
439,194,河南农业大学,悬梁刺股,2,78,+1(20),-,-9,-1,-,-,-,-5,-,-,-,-,+1(58),0%,Honorable,师明宇,李凯杰,李士强,N,N
440,195,云南大学,不讲码德,2,80,+1(19),-,-2,-,-,-,-,-1,-,-,-,-,+2(41),33%,Honorable,卢柏豪,李明康,王浩宇,N,N
441,,广州大学,紫罗兰,2,86,+1(17),-,-,-,-,-,-,-,-,-,-,-,+2(49),33%,Honorable,吴朝亮,庄鹏鑫,林志伟,N,N
442,,上海理工大学,快乐搞算法小队,2,92,+1(13),-,-2,-,-,-,-,-,-,-,-,-,+2(59),33%,Honorable,夏乐乐,胡宝月,顾家铭,N,N
443,,北京交通大学,关键值,2,94,+1(23),-,-,-3,-,-,-,-,-,-,-,-,+2(51),33%,Honorable,于瑞祺,李乾,赵海波,N,N
444,,北华大学,坏牛奶,2,96,+1(20),-,-2,-,-,-,-,-,-,-,-,-,+2(56),33%,Honorable,李宁,涂伟鸿,陈冠华,N,N
445,,天津大学,队栈溢出,2,97,+2(38),-,-6,-1,-,-,-1,-,-,-,-,-,+1(39),33%,Honorable,刘锦帆,朱睿涵,李镇州,N,N
446,,北华大学,你却让我WA的这么彻底，焯！,2,100,+1(23),-,-,-,-,-,-,-,-,-19,-,-,+2(57),33%,Honorable,李军航,王旭,陈君杰,N,N
447,,东北农业大学,都可以,2,101,+1(19),-,-18,-,-,-,-,-2,-,-,-,-,+2(62),33%,Honorable,刘新儒,杨坤,邵博宇,N,N
448,,山东大学,薇薇安,2,102,+1(26),-,-5,-,-,-,-,-,-,-,-,-,+2(56),33%,Honorable,张振,梁竞文,陈正,N,N
449,,浙江科技学院,硫酸亚铁,2,105,+2(20),-,-9,-,-,-,-,-,-,-,-,-,+2(45),50%,Honorable,丁佳娜,沈嘉鸣,葛伟杰,N,N
450,,四川农业大学,MUV,2,106,+1(14),-,-12,-,-,-,-,-,-,-,-,-,+2(72),33%,Honorable,张李政,符林,胡开源,N,N
451,,长沙理工大学,保底铜牌,2,107,+1(14),-,-6,-,-,-,-,-1,-,-,-,-,+2(73),33%,Honorable,彭本仁,楚英杰,钱程,N,N
452,196,合肥学院,你一定要喊吗,2,108,+1(16),-,-10,-,-,-,-,-,-,-,-,-,+3(52),50%,Honorable,兰锐,胡辰阳,马云龙,N,N
453,,浙江万里学院,加载队名出现未知错误,2,109,+1(22),-,-2,-,-,-,-,-3,-,-,-,-,+2(67),33%,Honorable,李洋,袁博,陈小语,N,N
453,,中国科学技术大学,USTCers,2,109,+1(12),-,-3,-,-,-,-,-2,-,-2,-,-,+2(77),33%,Honorable,尹蔚如,左桑贝,王星河,N,N
455,,华南师范大学,学不会，怎么想都学不会,2,111,+1(20),-,-6,-1,-,-,-,-3,-,-,-,-,+3(51),50%,Honorable,何智聪,余得绪,容加林,N,N
455,197,深圳职业技术学院,鸡你太美,2,111,+1(27),-,-10,-1,-,-,-,-,-,-,-,-,+2(64),33%,Honorable,刘思杰,王佳丰,黄海源,N,N
457,,中北大学,三tao之队,2,114,+1(24),-,-8,-,-,-,-,-,-,-,-,-,+2(70),33%,Honorable,冀武韬,柴孟陶,郭锦涛,N,N
458,198,乐山师范学院,猪猪恶霸的哥哥,2,115,+1(20),-,-16,-,-,-,-,-,-,-4,-,-,+3(55),50%,Honorable,熊四莘,赵泽柱,钟闻杰,N,N
459,,中国矿业大学,南湖包子,2,116,+1(15),-,-7,-,-,-,-,-,-,-,-,-,+3(61),50%,Honorable,周群涛,徐子康,李佳泽,N,N
460,,上海理工大学,天命,2,117,+2(40),-,-19,-,-,-,-,-,-,-,-,-,+1(57),33%,Honorable,叶骏,崔宗琪,王晨阳,N,N
461,199,福建师范大学,队里没有嘉心糖,2,119,+1(20),-,-3,-,-,-,-,-4,-,-,-,-,+3(59),50%,Honorable,张木沐,曾家霖,谢家绅,N,N
462,,乐山师范学院,重生之回到高中打OI，再被乐山师范学院录取,2,121,+1(21),-,-3,-,-,-,-,-,-,-,-,-,+3(60),50%,Honorable,吕孟霖,周猛,李汶涛,N,N
462,,南昌航空大学,又菜又爱玩Plus,2,121,+2(25),-,-1,-,-,-,-,-4,-,-,-,-,+1(76),33%,Honorable,王宇浩,钟浩,钱江华,N,N
464,,吉林大学,蜡笔萌新,2,122,+2(29),-,-9,-,-,-,-,-6,-,-,-,-,+2(53),50%,Honorable,夏纪源,孙铭睿,禚景明,N,N
