Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
218,142,黑龙江大学,土土土突突突突,2,75,+1(45),-,-,-,+1(30),-,-7,-,-1,-,-,-,-,0%,Honorable,杨阳,林宏亮,郭韦垚,N,N
219,,郑州大学,郑式拿铁,2,92,+1(64),-,-,-,+1(28),-,-,-,-,-,-,-,-,0%,Honorable,杜金展,赵一丁,郭孝镇,N,N
220,,华南师范大学,瑞咪发,2,99,+1(71),-,-,-,+1(28),-,-,-,-,-,-,-,-,0%,Honorable,李咏欣,谢淑君,郭霖蓉,N,N
221,143,辽宁大学,阿斯顿大法师,2,101,+1(59),-,-,-,+2(22),-,-4,-,-,-,-,-,-,33%,Honorable,彭施霖,沙茂林,洪梓炜,N,N
222,,西南科技大学,劲脆铁牌堡,2,103,+1(56),-,-4,-,+2(27),-,-2,-,-,-,-,-,-,33%,Honorable,刘雨凡,张智韬,袁志伟,N,N
223,,湖南大学,重拾信心,2,106,+3(48),-,-,-,+1(18),-,-,-,-,-2,-,-,-,50%,Honorable,向金城,周之翔,黄家旺,N,N
224,144,成都信息工程大学,与美少女的贴贴日常,2,108,+1(42),-,-,-,+2(46),-,-,-,-,-2,-,-,-,33%,Honorable,徐世豪,沈祐正,王童,N,N
224,144,南通大学,正在进行时,2,108,+1(63),-,-,-,+2(25),-,-1,-,-,-,-,-,-,33%,Honorable,吴高杰,孙长江,蔡巧颖,N,N
226,,浙江师范大学,大摆锤,2,120,+2(85),-,-,-,+1(15),-,-8,-,-,-,-,-,-,33%,Honorable,周子清,祝礼杭,赵欣雨,N,N
227,,桂林电子科技大学,《事已至此，只好自爆了》,2,135,+1(81),-,-,-,+2(34),-,-,-,-,-,-,-,-,33%,Honorable,彭鸿祥,李学诚,陈星宇,N,N
228,,华南师范大学,123456,2,146,+3(85),-,-,-,+1(21),-,-6,-,-,-2,-,-,-,50%,Honorable,沈金辉,胡耀文,陈沛桐,N,N
229,146,黑龙江工程学院,川林打烨,2,156,+2(71),-,-,-,+2(45),-,-8,-,-,-,-,-,-,50%,Honorable,张烨,陈玉川,黄志烨,N,N
230,,华东师范大学,SEI4,2,186,+3(104),-,-3,-,+2(22),-,-,-,-,-,-,-,-,60%,Honorable,尹杰扬,汪坤灿,黄子豪,N,N
231,,华南师范大学,线段树上的树状数组,2,226,-6,-,-,-,+1(24),-,-,-,-,+1(202),-,-,-,0%,Honorable,刘源,卢泓钢,曾嘉杰,N,N
232,147,南开大学,狂乱木曜日,2,301,-4,-,-,+1(212),+3(49),-,-,-,-,-,-,-,-,50%,Honorable,陈冠修,陈雪涛,魏冰青,N,N
233,148,阜阳师范大学,五彩斑斓的黑,2,310,+6(193),-,-,-,+1(17),-,-10,-,-,-,-,-,-,71%,Honorable,汪梓豪,胡伟,胡召鑫,N,N
234,149,河北农业大学,算法从入门到抄模板,2,438,+7(290),-,-,-,+1(28),-,-,-,-,-,-,-,-,75%,Honorable,崔一航,王宇晨,高俊康,N,N
235,150,黑河学院,做的都队,2,510,+10(224),-,-,-,+4(46),-,-7,-,-,-2,-,-,-,85%,Honorable,王仁圣,王兆轩,高校星,N,N
236,151,安徽财经大学,k 一题吧不想坐牢,1,83,-,-,-,-,+3(43),-,-3,-,-,-,-,-,-,66%,Honorable,方雨涛,李子豪,王旭晗,N,N
237,,黑龙江工程学院,冰淬凉琦,1,170,-5,-,-,-,+5(90),-,-,-,-,-,-,-,-,80%,Honorable,刘冰洁,张鑫,王美琦,N,N
238,152,重庆对外经贸学院,重庆对外经贸学院 1 队,1,311,-,-,-,-,+11(111),-,-,-,-,-,-,-,-,90%,Honorable,周先华,张胜澜,易发平,N,N
239,,香港中文大学（深圳）,CCPC 摆大烂,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,程思浩,金德荣,陈建文,N,N
239,153,西南大学,c 语言大佬,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,单义文,唐浩,谭宇森,N,N
