Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
39,,北京理工大学,阿夸滑滑蛋喝冰红茶,5,898,-,-,+3(231),+1(7),-,-,+2(226),+1(28),-,+4(286),-,-,-,54%,Bronze,彭程,李嘉政,李轩宇,N,N
40,33,天津大学,天津大学,5,949,-,-,+2(203),+1(11),-,-,+4(263),+2(28),-,+6(244),-,-,-,66%,Bronze,张博凯,杜鼎勋,陈奕池,N,N
41,34,湘潭大学,参宿一,5,954,-,-,+1(237),+1(8),-1,-,+9(284),+2(26),-,+3(179),-,-,-,68%,Bronze,田楚天,肖志林,胡梁宇,N,N
42,35,华侨大学,红日初升,5,956,-,-,+3(296),+1(9),-,-,+2(221),+1(21),-,+5(269),-1,-,-,58%,Bronze,赵雨扬,郑量,鄭創基,N,N
43,36,北京航空航天大学,口嗨战神,5,991,-,-,+3(211),+1(8),-,-,+4(286),+2(88),-,+2(258),-,-,-,58%,Bronze,王大禹,董和军,蒋槟阳,N,N
44,37,华中师范大学,热辣滚烫,4,393,-,-,+1(133),+1(9),-,-,-1,+1(36),-,+2(195),-,-,-,20%,Bronze,曹俞欣,郭子寒,钟鸣,N,N
45,,南京大学,平流层,4,395,-,-,+3(187),+1(15),-,-,+1(116),+1(37),-,-11,-,-1,-,33%,Bronze,潘谟天,陆华均,陈梓睿,N,N
46,38,浙江师范大学,ZJNU_7队,4,426,-,-,+1(154),+1(5),-,-,-7,+2(41),-,+2(186),-,-,-,33%,Bronze,厉文浩,王学远,蒋润浩,N,N
47,39,哈尔滨工业大学（深圳）,猫猫骗分跑路,4,430,-,-,+2(138),+1(11),-,-,+2(146),+4(35),-,-8,-,-,-,55%,Bronze,任秦江,曹杨,高子烽,N,N
48,40,东南大学,不休独舞,4,434,-,-,+1(211),+1(7),-,-,+2(154),+1(42),-,-7,-,-,-,20%,Bronze,张皓,徐朔,戚雨林,N,N
49,41,重庆邮电大学,君与彼CCPC与彼CCPC之恋,4,451,-,-,+1(249),+2(16),-,-,-9,+1(37),-,+2(109),-,-,-,33%,Bronze,杨博松,江骏扬,罗昊,N,N
50,,浙江大学,Vengeful Spirit,4,456,-,-,+1(151),+1(9),-,-,-8,+1(52),-,+3(204),-,-,-,33%,Bronze,周遥,张志心,楼沁霈,N,N
51,42,西安交通大学,唐人,4,473,-,-,+1(246),+1(14),-,-,+3(142),+1(31),-,-8,-,-,-,33%,Bronze,李纳川,杨一帆,贺睿杰,N,N
52,43,哈尔滨理工大学,哈理工02队CD,4,487,-,-,+5(213),+1(5),-,-,+2(97),+3(32),-,-5,-,-,-,63%,Bronze,吕锦泽,王令开,王开纪,N,N
53,,南方科技大学,南方科技大学-赫尔辛基,4,492,-,-,+1(136),+2(13),-,-,-3,+1(28),-,+5(215),-,-,-,55%,Bronze,何俞均,冯照航,洪朝阳,N,N
53,44,南京理工大学,帮帮我，鲍汁锅先生,4,492,-,-,+1(172),+1(6),-,-,+4(244),+1(10),-,-3,-,-4,-,42%,Bronze,何平,彭锐政,陈静波,N,N
53,44,浙江万里学院,MikuFans,4,492,+1(149),-,-12,+2(13),-,-,+1(245),+2(45),-,-,-,-,-,33%,Bronze,周启鸿,竺夏,赵之钰,N,N
56,46,香港中文大学（深圳）,维度待定,4,495,-,-,+1(120),+1(7),-,-,+3(298),+1(30),-,-6,-,-2,-,33%,Bronze,何润元,孙悠然,曾子荣,N,N
57,47,湖北工业大学,队里有神，但是原神,4,518,-,-,+3(197),+1(10),-,-,+1(246),+1(25),-,-,-,-,-,33%,Bronze,张昕,王敬,许王浩,N,N
58,48,湖南文理学院,狂点技能树,4,537,-,-,+2(205),+1(10),-,-,-2,+1(39),-,+6(163),-,-10,-,60%,Bronze,吴立强,邓成浩,邹磊洋,N,N
58,48,衡阳师范学院,无留意,4,537,-,-,+1(232),+1(10),-,-,+4(182),+2(33),-,-3,-,-,-,50%,Bronze,文福强,王方涵,肖哲,N,N
60,50,河南农业大学,不搞抽象,4,541,-,-,+3(226),+2(9),-,-,+5(141),+1(25),-,-6,-,-,-,63%,Bronze,张潇,李云涛,闫亚鑫,N,N
61,51,郑州大学,兄弟你好香,4,547,-,-,+1(155),+3(15),-,-,-3,+2(31),-,+3(246),-,-,-,55%,Bronze,赵圣元,邱宇,黄笑凡,N,N
62,,浙江大学,Delay for five minutes,4,571,-,-,+3(207),+3(11),-,-,+4(159),+2(34),-,-10,-,-,-,66%,Bronze,严子轩,周轩熠,樊睿,N,N
63,52,哈尔滨工业大学,月间天路,4,581,+1(215),-,+6(235),+1(8),-,-,-3,+1(23),-,-,-,-,-,55%,Bronze,卢景行,张城玮,田宇丰,N,N
64,53,北京邮电大学,暂时不能给你明确的队名,4,586,-,-,+6(284),+2(11),-,-,-3,+1(29),-,-6,+1(142),-,-,60%,Bronze,区庆亮,谭怡萱,鲍睿钊,N,N
65,54,西南财经大学,旅行者,4,604,-,-,+4(294),+3(17),-,-,+2(109),+2(44),-,-,-,-,-2,63%,Bronze,来冠男,杨文昊,王俊超,N,N
66,55,燕山大学,塔山之巅,4,617,-,-,+3(233),+2(13),-,-,+1(169),+2(122),-,-3,-,-,-,50%,Bronze,吴亚楠,孙振轩,李一阳,N,N
67,56,浙江工商大学,猫猫火锅,4,620,-,-,+1(229),+1(16),-,-,+6(213),+2(42),-,-6,-,-,-,60%,Bronze,刘冠轩,徐晨威,汤英杰,N,N
68,57,江西师范大学,ero automaton,4,638,-2,-,+1(242),+1(5),-,-,+4(276),+2(35),-,-,-,-3,-,50%,Bronze,张天福,陈哲,颜玮琦,N,N
68,57,中南大学,千帆星河,4,638,-,-,+1(291),+1(12),-,-,+2(281),+1(34),-,-,-,-,-,20%,Bronze,周硕,郑逸程,陈贤,N,N
70,,复旦大学,再多一眼看一眼就会 AC,4,646,-,-,+1(213),+1(7),-,-,-5,+3(50),-,+4(276),-,-,-,55%,Bronze,周子羽,李航成,罗意明,N,N
71,,哈尔滨工业大学,三只虾头蝻,4,663,-,-,+1(247),+1(18),-,-,+4(226),+3(72),-,-4,-,-,-,55%,Bronze,王羽婷,邱思宇,陈玉千,N,N
72,59,福州大学,何物朝向死亡,4,664,-,-,+1(280),+1(15),-,-,+5(229),+2(40),-,-4,-,-,-,55%,Bronze,游世伟,王子豪,陈宇,N,N
73,60,湖南理工学院,好久不见,4,665,-,-,+4(241),+2(10),-,-,-,+2(23),-,+3(251),-,-,-,63%,Bronze,梁韧,金烜宇,阳金里,N,N
74,61,西北农林科技大学,诀别之旅,4,726,-,-,+6(209),+2(8),-,-,+4(288),+2(21),-,-,-,-,-,71%,Honorable,党金鹏,寻真,蔡祺峰,N,N
75,62,深圳技术大学,SZTU_小呆猫猫,4,732,-,-,+2(294),+1(12),-,-,-,+2(50),-,+4(276),-,-,-,55%,Honorable,林泽扬,潘键颖,黄瑛琪,N,N
76,63,哈尔滨工程大学,奇怪队名gkd,4,774,-,-,+5(259),+1(7),-,-,+6(299),+1(29),-,-8,-,-,-,69%,Honorable,于子涵,吴兆昕,杨春昊,N,N
77,64,湖南师范大学,师大之星,3,188,-,-,+1(147),+1(6),-,-,-7,+1(35),-,-4,-,-,-,0%,Honorable,唐熙林,杨泽旭,魏佳蕾,N,N
78,65,广东工业大学揭阳校区,彼岸之约,3,206,-,-,+1(126),+2(15),-,-,-,+2(25),-,-,-,-,-,40%,Honorable,向宇飞,陈煜祺,黄浩天,N,N
79,66,浙江育英职业技术学院,育英10086队,3,264,-,-,+2(174),+1(7),-,-,-6,+2(43),-,-2,-,-,-,40%,Honorable,卢颖,张杨晨昱,徐诚翰,N,N
80,67,华南理工大学,某不科学的AC,3,273,-,-,+2(219),+1(10),-,-,-1,+1(24),-,-,-,-,-,25%,Honorable,倪锦坤,赵冬青,陈鹏,N,N
81,68,香港城市大学,导师叫我们来打比赛,3,274,-,-,+2(191),+1(6),-,-,-1,+2(37),-,-3,-,-,-,40%,Honorable,余喆涵,郑上锟,高义雄,N,N
82,69,武汉大学,车里雅宾斯克研究所,3,283,-,-1,+5(144),+1(4),-,-,-3,+2(35),-,-,-,-,-,62%,Honorable,张涵,潘非,黄子君,N,N
83,70,东北农业大学,灵魂之汁，浇给～,3,296,-,-,-19,+2(12),-,-,+3(183),+2(21),-,-2,-,-,-,57%,Honorable,毛旭超,薛佳伟,陈优,N,N
84,71,山东大学,世伊鸾涧渊,3,299,-,-,+1(252),+1(9),-,-,-2,+1(38),-,-1,-,-,-,0%,Honorable,俞程,许蕴朴,陈子载,N,N
85,72,金华职业技术学院,队长四级没过,3,301,-,-,+1(191),+1(11),-,-,-,+3(59),-,-1,-,-,-,40%,Honorable,丁浙一,边栋成,过凯锋,N,N
86,73,东华大学,Biri不可视境界线Biri,3,302,-,-,+3(229),+1(9),-,-,-4,+1(24),-,-,-,-,-,40%,Honorable,侯迦得,杨韵清,黄城帆,N,N
87,74,长沙理工大学,干饭第一名,3,303,-,-,+1(232),+2(11),-,-,-,+1(40),-,-3,-,-12,-,25%,Honorable,刘振林,周臻,杨韬,N,N
88,75,郑州轻工业大学,VP Master,3,311,-,-,+1(184),+2(7),-,-,-2,+3(60),-,-,-,-,-,50%,Honorable,司传钊,赵永斌,郑皓阳,N,N
89,76,东北电力大学,"No,Thank You!",3,312,-,-,+2(106),+4(23),-,-,-3,+4(43),-,-7,-,-,-,70%,Honorable,关凯铭,徐浩东,李翔宇,N,N
90,77,浙江理工大学,浙理一队,3,318,-,-,+1(231),+2(18),-,-,-2,+1(49),-,-,-,-,-,25%,Honorable,姚仁杰,汤丰玮,陶稼辉,N,N
91,78,济南大学,樱之重生,3,322,-,-,+4(160),+2(8),-,-,-2,+3(34),-,-1,-,-,-,66%,Honorable,刘延松,张益铭,王逸鸣,N,N
92,79,香港科技大学（广州）,建设美好香港科技大学广州,3,327,-,-,-,+1(8),-,-,+4(182),+2(57),-,-6,-,-,-,57%,Honorable,何家睿,张晋杰,赵欣昊,N,N
93,,金华职业技术学院,哥，我真的不想打铁了,3,336,-,-,+1(190),+2(17),-,-,-,+4(49),-,-1,-,-,-,57%,Honorable,应俊辉,徐子立,陈武烨,N,N
94,80,南京信息工程大学,牧濑红莉栖,3,348,-,-,+3(225),+2(10),-,-,-2,+2(33),-,-,-,-,-,57%,Honorable,徐凡明,林思程,马天顺,N,N
95,81,华东师范大学,SEI1,3,350,-,-,+1(298),+1(13),-,-,-,+1(39),-,-,-,-,-,0%,Honorable,余东桦,漆宇祥,范晨阳,N,N
96,82,杭州电子科技大学信息工程学院,清蒸狮子头,3,359,-,-,-,+1(6),-,-,-5,+1(23),-,+3(290),-,-,-,40%,Honorable,尹凯乐,杨鑫,柳徐吉,N,N
97,83,宁波职业技术学院,你不能拿我们和那些本科队伍比,3,389,-,-,+2(220),+3(17),-,-,-,+4(32),-,-,-1,-,-,66%,Honorable,吕扬盛,王泽宇,陈科朋,N,N
98,84,集美大学,抱歉，这没有集美,3,398,-,-,-8,+1(9),-,-,+1(293),+3(56),-,-2,-,-,-,40%,Honorable,周鑫,姚远,林贝宁,N,N
99,85,浙江机电职业技术学院,机电8队,3,419,-,-,+3(288),+1(8),-,-,-,+1(83),-,-,-,-,-,40%,Honorable,余晨睿,张旭锋,洪志伦,N,N
100,86,安徽大学,三条可怜（夏季限定）,3,421,-,-,+2(298),+1(17),-,-,-,+2(66),-,-3,-,-,-,40%,Honorable,张允成,桑浩翔,胡明道,N,N
101,87,桂林电子科技大学,无名之辈,3,440,-,-,+6(246),+2(17),-,-,-2,+1(57),-,-,-,-,-,66%,Honorable,张安航,汪庭浩,黄思晨,N,N
102,88,浙江警官职业学院,谢幕,3,499,-,-,+6(293),+1(13),-,-,-,+2(73),-,-,-,-,-,66%,Honorable,戚伊梅,朱嘉琪,陈仁宁,N,N
103,89,宁波大学,水仙十字结社,3,633,-,-,+9(288),+3(28),-,-,-3,+4(57),-,-1,-,-,-,81%,Honorable,李浩,林成峰,梁航锋,N,N
104,90,中北大学,来只daix,2,31,-,-,-2,+1(8),-,-,-2,+1(23),-,-,-,-,-,0%,Honorable,于秉琪,蒋嬴兆,邢飞杨,N,N
105,91,太原理工大学,吃黄瓜要趁绿,2,39,-,-,-3,+1(8),-,-,-,+1(31),-,-3,-,-,-,0%,Honorable,张洲洋,李沛霖,许星宇,N,N
106,92,北京理工大学珠海学院,星火燎原,2,46,-,-,-6,+1(9),-,-,-,+1(37),-,-,-,-,-,0%,Honorable,丘晖扬,张润泽,蔡炆沅,N,N
107,93,哈尔滨工业大学（威海）,帅比队长再次征婚QQ2216541094,2,51,-,-,-4,+1(7),-,-,-,+1(44),-2,-,-,-,-,0%,Honorable,王昊川,禚周浩然,解裕懋,N,N
108,94,深圳大学,星が降るユメ,2,55,-,-,-6,+1(12),-,-,-5,+1(43),-,-,-,-,-,0%,Honorable,李林一,蔡子健,陈天行,N,N
109,95,浙江工业职业技术学院,爆米花的花语是看电影的时候不要说话,2,65,-,-,-7,+2(15),-,-,-,+1(30),-,-,-,-,-,33%,Honorable,周益锋,张江,杨楠,N,N
110,96,辽宁大学,三位一体,2,78,-,-,-3,+1(13),-,-,-,+1(65),-,-1,-,-,-,0%,Honorable,吴俊威,欧阳兴隆,毛博汉,N,N
110,96,浙大城市学院,星辰雨,2,78,-,-,-87,+1(8),-,-,-,+1(70),-,-,-,-,-,0%,Honorable,方韬瑜,楼晨,沈昕哲,N,N
112,98,吉首大学,三人四级怒砍800+,2,81,-,-,-3,+1(9),-,-,-1,+2(52),-,-,-,-,-,33%,Honorable,文凯,文旅航,魏褚鹏,N,N
113,99,北京林业大学,我们差点就要拿到优胜奖了不是吗,2,83,-,-,-1,+2(15),-,-,-2,+2(28),-,-,-,-,-,50%,Honorable,付耀刚,余行健,童湧文,N,N
114,100,东北师范大学,运行错误,2,85,-,-,-1,+1(9),-,-,-,+2(56),-,-,-,-11,-,33%,Honorable,于紫洋,曹勇麟,齐昊坤,N,N
115,101,周口师范学院,神里绫华,2,86,-,-,-,+1(10),-,-,-3,+1(76),-,-,-,-,-,0%,Honorable,买琮文,刘博,贾文婷,N,N
116,102,长沙学院,最后一舞,2,100,-,-,-4,+1(9),-,-,-4,+3(51),-,-9,-,-,-,50%,Honorable,张孝玉,肖天赐,陈俊豪,N,N
117,103,重庆大学,菜也不练,2,104,-,-,-10,+2(12),-,-,-1,+1(72),-,-6,-,-,-,33%,Honorable,王冀鲁,胡远卓,黄锐,N,N
118,,浙江工业职业技术学院,步步通,2,109,-,-,-4,+1(20),-,-,-,+3(49),-,-2,-,-,-,50%,Honorable,施世泽,苏楠,邵思熔,N,N
119,104,大连理工大学,关注带工喵，关注带工谢谢喵(≧^.^≦),2,116,-,-,-4,+2(6),-,-,-,+3(50),-,-,-,-,-,60%,Honorable,李泽与,赵一鹏,陈常杰,N,N
120,105,南昌大学,最后的倔强,2,120,-,-,-3,+3(29),-,-,-,+1(51),-,-3,-,-,-,50%,Honorable,曹禹,林博宇,马家俊,N,N
121,106,中国计量大学,我不想加入Ranking俯冲,2,121,-,-,-4,+2(12),-,-,-10,+2(69),-,-3,-,-,-,50%,Honorable,吴志存,杨晗,章霄宇,N,N
122,107,台州学院,沧浪之水--为梦而战,2,132,-,-,-1,+1(12),-,-,-5,+3(80),-,-,-,-,-,50%,Honorable,刘韬,孙宇飞,金鑫,N,N
123,108,哈尔滨商业大学,哈商大先行者,2,139,-,-,-13,+1(15),-,-,-,+5(44),-,-11,-,-,-,66%,Honorable,王彬彬,翁勇辉,葛钦凡,N,N
124,109,河海大学,我的ACM铁牌物语果然有问题,2,143,-,-,-9,+4(18),-,-,-,+2(45),-1,-,-,-8,-,66%,Honorable,付宏磊,徐圣翔,朱庆刚,N,N
125,110,浙江金融职业学院,巴拉知道如何应队,2,321,-,-,-4,+2(27),-,-,-1,+10(94),-,-,-,-,-,83%,Honorable,朱磊,符轩跃,莫冬娜,N,N
126,111,南昌理工学院,小八是最可爱的宝宝队不队,2,402,-,-,-,+4(88),-,-,-,+5(174),-,-,-,-,-,77%,Honorable,余涛,赵云鹏,赵立业,N,N
127,112,武汉职业技术学院,﻿来成都旅游,1,434,-,-,-,+12(214),-,-,-,-7,-,-,-,-,-,91%,Honorable,杨浩,竺雨青,罗振荣,N,N
