Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
310,,成都理工大学,龙专欢迎您,3,213,-,-,-,-,+3(128),-,-,-,-,-,+1(14),-,+1(31),40%,Honorable,代乐顺,刘奕俊,雷笙达,N,N
311,182,电子科技大学中山学院,牛肉干 2 队,3,214,-1,-,-,-,+3(132),-,-,-,-,-,+1(25),-,+1(17),40%,Honorable,张涛,赖宇峰,黄李达,N,N
312,,中山大学,中山大学_破空之势,3,220,-6,-,-2,-4,+5(108),-,-,-,-,-,+1(11),-,+1(21),57%,Honorable,张温楷,李景楠,游少濠,N,N
313,183,天津工业大学,别在这里发典,3,221,-8,-,-,-,+3(83),-,-,-,-,-,+1(26),-,+2(52),50%,Honorable,李政,郁文昊,陈骏昇,N,N
313,183,湖南理工学院,WA，你很有希望！,3,221,-2,-,-1,-1,+2(110),-,-,-,-,-,+1(11),-,+3(40),50%,Honorable,向杰,李居航,李维逸,N,N
315,,浙江财经大学,读题困难户,3,224,-7,-,-,-6,+6(78),-,-1,-,-,-,+1(20),-,+1(26),62%,Honorable,劳佳鸿,肖惟宸,黄泳泉,N,N
316,,华东师范大学,量子思维,3,225,-6,-,-,-1,+2(117),-,-,-,-,-,+2(35),-,+1(33),40%,Honorable,史晓磊,王晨阳,许青阳,N,N
317,185,合肥学院,随意,3,231,-9,-,-,-,+4(90),-,-,-,-,-,+2(27),-,+1(34),57%,Honorable,周豪,汪一明,汪少鸿,N,N
318,186,湖南人文科技学院,guanwoniaoshi,3,233,-,-,-,-4,+3(127),-,-,-,-,-,+1(24),-,+1(42),40%,Honorable,余含,李柏林,邹高豪,N,N
319,187,江南大学,Somnus_Nevermore,3,236,-19,-,-,-,+4(91),-,-,-,-,-,+2(19),-,+2(26),62%,Honorable,夏凡,张程,熊宇非,N,N
319,187,潍坊学院,积极向上,3,236,-,-,-,-,+3(136),-,-,-,-,-,+1(24),-,+1(36),40%,Honorable,孙国昌,梁英凡,王涵,N,N
319,187,湖南工业大学,不太会做题,3,236,-5,-,-,-2,+3(152),-,-,-,-,-,+1(15),-,+1(29),40%,Honorable,刘平涛,孙凯文,蔡珏,N,N
322,,河北师范大学,黎明之光,3,239,-21,-,-,-,+5(90),-,-,-,-,-,+1(16),-,+2(33),62%,Honorable,吕占捷,张圣哲,黄巍赟,N,N
323,190,上海电机学院,队友单身换牌子,3,244,-17,-,-,-,+2(169),-,-,-,-,-,+1(19),-,+1(36),25%,Honorable,张德辉,王宁,罗慧康,N,N
324,191,华南师范大学,公费旅游队,3,248,-,-,-,-,+1(185),-,-,-,-,-,+2(26),-,+1(17),25%,Honorable,刘骏龙,李泽鹏,梁家健,N,N
325,192,长春工业大学,临江仙,3,253,-17,-,-,-,+2(120),-,-,-,-,-,+1(14),-,+4(39),57%,Honorable,吴越哲,季宏轩,邱宏阳,N,N
326,,东北师范大学,哲李好帅,3,258,-4,-,-,-2,+1(72),-,-,-,-,-,+3(26),-,+3(80),57%,Honorable,朱衍哲,李然,郝帅,N,N
327,193,山东工商学院,优雅,3,259,-8,-,-,-,+3(123),-,-,-,-,-,+2(21),-,+2(35),57%,Honorable,刘骋羽,崔文贺,廖银,N,N
328,194,三峡大学,dp 请再爱我一次,3,260,-2,-,-,-,+3(77),-,-,-,-,-,+3(46),-,+1(57),57%,Honorable,李永波,颜立,鲍洋,N,N
329,,东华大学,大 2.76 陪跑队,3,261,-,-,-,-1,+2(153),-,-,-,-,-,+1(29),-,+2(39),40%,Honorable,方源,潘有升,马千瑜,N,N
330,195,广东东软学院,三个寄俩,3,262,-11,-,-,-,+1(158),-,-,-,-,-,+1(46),-,+2(38),25%,Honorable,余青城,罗宇聪,黎亮,N,N
331,,长春工业大学,字符串我们大抵是寄了,3,268,-6,-,-,-,+2(139),-,-,-,-,-,+2(29),-,+1(60),40%,Honorable,余欢欢,李金肖,高新桂,N,N
331,196,西南石油大学,南柯梦为真,3,268,-108,-,-,-,+4(155),-,-,-,-,-,+1(20),-,+1(33),50%,Honorable,,李冉曦,李潇,N,N
333,,山东理工大学,Dawn,3,274,-10,-1,-1,-1,+4(166),-1,-2,-1,-1,-1,+1(17),-1,+1(31),50%,Honorable,武向阳,王安卫,鲍啸天,N,N
333,,西南交通大学,劳斯浇浇我,3,274,-5,-,-,-,+3(198),-,-,-,-,-,+1(12),-,+1(24),40%,Honorable,林嘉俊,谢承志,郭欣森,N,N
335,197,哈尔滨工业大学（威海）,球达不溜球,3,276,-,-,-,-8,+4(152),-,-1,-,-,-,+1(22),-,+1(42),50%,Honorable,安龙浩,程朗,高佳乐,N,N
336,,湖南大学,重拾信心,3,277,-5,-,-,-,+2(168),-,-,-,-,-,+1(17),-,+2(52),40%,Honorable,向金城,周之翔,黄家旺,N,N
337,198,南昌理工学院,写不出代码,3,278,-,-,-,-,+3(194),-,-,-,-,-,+1(13),-,+1(31),40%,Honorable,万训炜,刘伟,姚俞坚,N,N
338,199,成都锦城学院,太美丽了！锦城,3,280,-9,-,-,-,+4(177),-,-,-,-,-,+1(30),-,+1(13),50%,Honorable,徐逸芃,杨凡,魏佳盛,N,N
339,,浙江师范大学,大摆锤,3,282,-3,-,-,-1,+5(114),-,-,-,-,-,+2(16),-,+2(32),66%,Honorable,周子清,祝礼杭,赵欣雨,N,N
339,200,中国地质大学（武汉）,香水有毒,3,282,-7,-,-,-1,+4(143),-,-,-,-1,-,+1(13),-,+3(26),62%,Honorable,战翔宇,朱天泽,赵霄,N,N
339,200,西北师范大学,辉夜大小姐想让我拿牌～究极罚坐,3,282,-7,-,-,-,+3(177),-,-,-,-,-,+2(26),-,+1(19),50%,Honorable,丁佳鹏,庞子博,蒋宇轩,N,N
342,,浙江理工大学,剑鱼二番队,3,283,-4,-,-,-1,+6(135),-,-,-,-,-,+1(30),-,+1(18),62%,Honorable,杨杰,王建成,郑尉欣,N,N
343,,中国地质大学（北京）,常夜樱的满绽,3,285,-2,-1,-1,-1,+3(190),-1,-1,-1,-1,-,+1(13),-1,+2(22),50%,Honorable,李桂嘉,罗逸恒,贾杨阳,N,N
344,,华南理工大学,咬住秒针,3,289,-32,-,-,-,+5(168),-,-2,-,-,-,+1(10),-,+1(31),57%,Honorable,唐古拉,李建成,董宏远,N,N
345,202,贵州大学,青春 NovelAI 不会梦到 AlphaCode,3,291,-6,-,-,-,+1(175),-,-,-,-,-,+1(25),-,+3(51),40%,Honorable,李东阳,肖焕,邓惠敏,N,N
346,203,东北林业大学,线性封闭,3,294,-11,-,-,-1,+3(129),-,-,-,-,-,+2(32),-,+2(53),57%,Honorable,汪兴阳,潘航,赵俊博,N,N
347,204,浙江农林大学,法式酸甜西红柿片配黄油鸡蛋粒,3,295,+1(256),-,-,-,-5,-,-,-,-,-,+1(14),-,+1(25),0%,Honorable,丁杭亮,章扬,邵建皓,N,N
348,205,沈阳航空航天大学,全是暴力，没有算法,3,301,-6,-,-,-,+4(166),-,-,-,-,-,+1(18),-,+2(37),57%,Honorable,姜昊,李博涵,白伟琦,N,N
349,,成都信息工程大学,自动 wawa 机,3,304,-3,-,-,-5,+2(174),-,-,-,-,-,+1(20),-,+3(50),50%,Honorable,周博文,胡峻搏,黄俊杰,N,N
350,,浙江师范大学,三号楼说猫德是伪科学,3,306,-8,-,-,-2,+3(142),-,-,-,-,-,+1(17),-,+3(67),57%,Honorable,张煜,章可仲,郑可,N,N
351,,东北大学,东北大学_太妃糖,3,309,-26,-,-,-,+3(121),-,-2,-,-,-,+2(27),-,+3(61),62%,Honorable,王禹博,祝云飞,金秋池,N,N
352,206,成都东软学院,练习两年半,3,311,-,-,-,-,+4(161),-,-,-,-,-,+1(38),-,+2(32),57%,Honorable,张旭东,赵哲煜,陈笑,N,N
353,207,湖南农业大学,两蒂蒂夹面包,3,312,-10,-,-,-,+3(187),-,-,-,-,-,+1(34),-,+2(31),50%,Honorable,严圣培,张令轩,肖潇,N,N
354,,天津工业大学,怎么又要起名啊,3,314,-,-,-,-,+2(190),-,-,-,-,-,+3(24),-,+1(40),50%,Honorable,张璐瑶,王南雄,王崧,N,N
355,,电子科技大学中山学院,牛肉干 4 队,3,317,-13,-,-,-,+4(170),-,-,-,-,-,+1(30),-,+1(57),50%,Honorable,邓振杰,陈梦奇,齐浩均,N,N
356,,厦门大学,乐观向上,3,322,-13,-,-,-,+5(178),-,-,-,-,-,+1(24),-,+1(40),57%,Honorable,刘政柱,张晋铭,纪奎彬,N,N
357,,西北工业大学,就在今天,3,327,-,-,-,-3,+3(224),-,-,-,-,-,+2(13),-,+1(30),50%,Honorable,杨莫凡,范大卫,要凌峰,N,N
358,,集美大学,深夜谁家灯火万盏,3,329,-27,-,-,-,+4(192),-,-,-,-,-,+1(22),-,+3(15),62%,Honorable,蔡培伟,陈伟盛,陈文静,N,N
359,208,北京理工大学珠海学院,翻译鬼才,3,331,-,-,-,-,+3(224),-,-,-,-,-,+1(20),-,+2(27),50%,Honorable,丘晖扬,张梓俊,杨淦旭,N,N
360,,山东科技大学,布拉顿号,3,333,-22,-,-,-,+5(185),-,-,-,-,-,+2(28),-,+1(20),62%,Honorable,侯祥晨,李来利,王鑫,N,N
361,,哈尔滨理工大学,哈理工 06 队,3,337,-2,-,-,-,+4(201),-,-2,-,-,-,+1(18),-,+2(38),57%,Honorable,林浩,沈锦轩,陈圻昇,N,N
362,,山东科技大学,NCC_26531 埃克塞特号,3,338,-5,-,-,-,+3(245),-,-,-,-,-,+1(17),-,+1(36),40%,Honorable,李增,李超楠,武守恒,N,N
363,,大连理工大学,给个 AC 吧,3,341,-4,-,-,-,+5(207),-,-,-,-,-,+1(21),-,+1(33),57%,Honorable,张正礼,石炎东,韦品桓,N,N
364,,江西理工大学,撒网捕鱼,3,345,+5(224),-,-,-1,-5,-,-,-,-,-,+1(12),-,+1(29),57%,Honorable,何旭铖,李鑫涛,汪一林,N,N
364,209,北京联合大学,三点一线,3,345,-,-,-,-,+2(236),-,-,-,-,-,+1(33),-,+1(56),25%,Honorable,王翊伟,钟水清,饶超,N,N
366,,浙江工商大学,犇鸟先飞,3,346,-6,-,-,-,+4(178),-,-,-,-,-,+1(25),-,+3(43),62%,Honorable,汤亦奇,耿鑫伟,赵嘉磊,N,N
367,210,长沙学院,楚鸟未鸣,3,351,-8,-,-,-,+2(184),-,-,-,-,-,+1(42),-,+2(85),40%,Honorable,李书宇,肖天赐,贺治郅,N,N
368,211,中国石油大学（华东）,DP 我爱你,3,353,-,-,-,-1,+4(237),-,-,-,-,-,+1(32),-,+1(24),50%,Honorable,周冠,应昕诺,房永乐,N,N
369,212,西北大学,ACM 并非势均力敌，多位大厨正在烹饪,3,354,-2,-,-,+1(294),-14,-,-,-,-,-,+2(26),-,+1(14),25%,Honorable,叶嘉宁,王卜言,郭子威,N,N
370,213,广东财经大学,CodeFire,3,358,-,-,-,-,+3(116),-,-,-,-,-,+1(67),-,+3(95),57%,Honorable,甘孟勇,罗仲桥,黄阳辉,N,N
371,,华南师范大学,两肉一菜,3,360,+2(234),-,-,-,-8,-,-,-,-,-,+2(27),-,+1(59),40%,Honorable,张泽贤,陈绍民,黄磊,N,N
371,214,广西大学,芝士雪豹,3,360,-2,-,-,-,+3(240),-,-,-,-,-,+1(13),-,+2(47),50%,Honorable,张一凡,王辰昊,黄连东,N,N
373,215,广西民族大学,无语了,3,369,-,-,-,-,+5(183),-,-,-,-,-,+1(41),-,+3(25),66%,Honorable,吕继民,杨子龙,王志贤,N,N
374,216,燕山大学,雨无雪无梦,3,380,-2,-,-,-4,+3(177),-,-,-,-,-,+3(36),-,+3(47),66%,Honorable,刘雨琛,杨开开,邵志旻,N,N
375,217,长江师范学院,妙 wa 种子,3,386,-,-,-,-,+6(173),-,-,-,-,-,+1(17),-,+3(56),70%,Honorable,任晓峰,陈亮,龙柳桥,N,N
375,,常熟理工学院,舞花猫,3,386,-4,-,-,-1,+5(194),-,-,-,-,-,+1(16),-,+3(56),66%,Honorable,张鑫,沈俊康,顾家豪,N,N
377,218,华北科技学院,打铁铸铁,3,391,-6,-,-,-,+6(211),-,-1,-,-,-,+1(25),-,+1(55),62%,Honorable,张水金,汤铠与,蔚明航,N,N
378,,山东大学（威海）,阿米浴说的道理,3,407,-,-,-,-,+3(189),-,-,-,-,-,+3(29),-,+3(69),66%,Honorable,崔海勤,梁致嘉,王君豪,N,N
379,,西南石油大学,暴龙战士,3,411,-25,-,-,-2,+5(214),-,-,-,-,-,+2(22),-,+2(55),66%,Honorable,欧云峰,罗潇棋,钟夏林,N,N
380,219,中北大学,天辰破晓,3,414,-21,-,-,-,+4(211),-,-1,-,-,-,+2(43),-,+3(40),66%,Honorable,杨舒溶,王睿博,秦乐朋,N,N
381,,哈尔滨工业大学（威海）,心跳签到队,3,415,-,-,-,-,+4(132),-,-,-,-,-,+1(10),-,+4(153),66%,Honorable,包赛龙,王庆涛,禚周浩然,N,N
381,220,中国传媒大学,三只菜汪,3,415,-4,-,-,-,+6(182),-,-,-,-,-,+1(44),-,+3(49),70%,Honorable,蒙佳健,邓何奇,郑华庆,N,N
383,,东北农业大学,不要再被签到题诈骗辣,3,419,-35,-,-,-,+10(149),-,-,-,-,-,+2(23),-,+2(27),78%,Honorable,武桐润,王家强,薛佳伟,N,N
384,221,山东财经大学,偶然性,3,420,-5,-,-,-,+4(193),-,-,-,-,-,+1(33),-,+3(94),62%,Honorable,康佳政,马金鹏,黄越,N,N
385,222,重庆移通学院,一石队,3,422,-16,-,-,-,+3(285),-,-,-,-,-,+1(55),-,+1(42),40%,Honorable,谭明,陈晓强,韦富,N,N
386,,中国石油大学（华东）,剑圣刻晴,3,427,-18,-,-,-,+5(183),-,-,-,-,-,+1(20),-,+4(84),70%,Honorable,于金龙,王岩,胡自骏,N,N
387,,浙江万里学院,精神小伙成双成队,3,428,-,-,-,-,+6(272),-,-,-,-,-,+1(24),-,+1(32),62%,Honorable,岳杨,谢杭轩,郁佳烨,N,N
388,,上海大学,寂静时刻,3,434,-,-,-,-2,+2(155),-,-,-,-,-,+3(23),-,+6(96),72%,Honorable,唐笑涵,秦云啸,黄添祎,N,N
389,,河北师范大学,宇将军,3,435,-4,-,-,-,+6(197),-,-,-,-,-,+1(18),-,+3(80),70%,Honorable,杜诚信,程子蕴,豆盼,N,N
390,223,广东培正学院,社恐,3,445,-14,-,-,-,+9(163),-,-,-,-,-,+2(25),-,+2(57),76%,Honorable,刘宇航,张绍洋,沈亦鱼,N,N
391,224,安阳工学院,天龙八部,3,447,-,-,-,-,+11(189),-,-9,-,-,-,+1(31),-,+1(27),76%,Honorable,彭琪峰,谢肖剑,郑燕赛,N,N
392,,江南大学,我们做的对,3,452,-,-,-,-,+3(170),-,-,-,-,-,+4(49),-1,+4(73),72%,Honorable,卜乐天,李欣宇,陈宇晨,N,N
393,,台州学院,越人歌,3,458,-17,-,-,-12,+9(219),-,-,-,-,-,+1(23),-,+2(36),75%,Honorable,任敏浩,关海圳,徐安格,N,N
394,,中国石油大学（华东）,黑色坦克,3,465,+4(255),-,-,-,-1,-,-,-,-,-,+1(25),-,+3(85),62%,Honorable,李科辰,秦骉,许嘉星,N,N
395,,武汉大学,难者不会,3,479,-10,-,-,-,+10(250),-,-,-,-,-,+1(19),-,+1(30),75%,Honorable,彭子恒,莫雯琦,陈嘉瑞,N,N
396,,中国矿业大学,你要自信,3,486,-7,-,-,-,+9(234),-,-,-,-,-,+2(15),-,+2(37),76%,Honorable,杨旭宸,赵涌翔,马嘉震,N,N
397,,乐山师范学院,代码全敲队,3,489,-26,-,-,-,+14(194),-,-,-,-,-,+1(13),-,+1(22),81%,Honorable,吴志杰,唐杨,苏海东,N,N
398,225,中国石油大学胜利学院,我坤哥无所不能,3,490,-,-,-,-,+10(171),-,-,-,-,-,+3(20),-,+3(39),81%,Honorable,凌超,徐帅航,牛正臣,N,N
399,,浙江农林大学,打铁还需自身硬,3,498,-2,-,-,-,+3(203),-,-3,-,-,-,+1(30),-,+4(165),62%,Honorable,卢玮浩,赵锦阳,金轲,N,N
400,226,武昌首义学院,一棵生成树,3,499,-5,-,-,-,+7(269),-,-,-,-,-,+1(25),-,+2(65),70%,Honorable,肖诺,胡跃北,袁辰,N,N
401,227,沈阳师范大学,然而数院小姐姐并不想搭理我队友,3,512,-,-,-,-,+6(237),-,-,-,-1,-,+1(22),-,+3(113),70%,Honorable,孙岸琦,贾旭冉,钟日优,N,N
402,,华东理工大学,小镇 AC 家,3,513,-,-,-,-3,+3(239),-,-,-,-,-,+4(65),-,+1(109),62%,Honorable,叶腾阳,张国辉,王哲元,N,N
403,228,湖南工学院,妙脆角,3,514,-,-,-,-,+7(258),-,-,-,-,-,+3(40),-,+1(56),72%,Honorable,何松伟,周顺,旷鹏,N,N
404,,南京航空航天大学,队名不可为空,3,529,-3,-,-,-,+9(211),-,-,-,-,-,+3(30),-,+2(68),78%,Honorable,丁希宸,张正烨,赵谷井,N,N
405,,电子科技大学中山学院,牛肉干 5 队,3,539,-7,-,-,-,+3(223),-,-,-,-,-,+1(19),-,+5(177),66%,Honorable,李汶博,林崇宪,樊洪源,N,N
406,229,江西财经大学,hyyzzz,3,547,-,-,-,-,+9(285),-,-,-,-,-,+1(21),-,+2(61),75%,Honorable,周伟杰,喻琰,胡衍滨,N,N
407,,西北农林科技大学,飞鱼在努力,3,556,-5,-,-,-,+2(169),-,-,-3,-,-,+3(24),-,+6(203),72%,Honorable,刘超宇,刘飞裕,易达,N,N
408,230,广西科技大学,猫猫星的守望,3,563,-6,-,-,-1,+8(284),-,-,-,-,-,+1(33),-,+3(66),75%,Honorable,李欣燃,薛沈轲,高业诚,N,N
409,,山东师范大学,蒙古上单,3,577,-,-,-,-,+14(258),-,-,-,-,-,+2(14),-,+1(25),82%,Honorable,于健,代江坤,李永杰,N,N
410,231,信息工程大学,宫园薰 YYDS,3,585,-1,-,-,-,+7(282),-,-,-,-,-,+1(27),-,+5(76),76%,Honorable,刘蔚,常勍豪,李淼晗,N,N
411,,北京交通大学,杰哥不要啊,3,587,-11,-,-,-4,+12(142),-,-,-,-,-,+1(10),-,+6(115),84%,Honorable,吴忠权,孙齐,谢钊杰,N,N
412,,湖南工业大学,std 错了,3,593,-,-,-,-,+7(233),-,-,-,-,-,+1(15),-,+3(185),72%,Honorable,易洋,王献阳,蒋恩亮,N,N
413,,惠州学院,代码只有一行,3,597,-,-,-,-,+12(266),-,-,-,-,-,+1(20),-,+2(71),80%,Honorable,何宗鑫,刘俊龙,郭根鹏,N,N
414,,山东财经大学,杰哥不要嘛,3,619,-1,-,-,-,+13(256),-,-,-,-,-,+1(32),-,+2(71),81%,Honorable,付用鹏,刘晟豪,李杰,N,N
415,232,北京电子科技学院,小猪佩奇,3,663,-,-,-,-,+1(185),-,-,-,-,-,+1(72),-,+8(266),70%,Honorable,冀彦丞,庄京生,黄人和,N,N
416,233,莆田学院,我一定可以 ac 对不队,3,667,-,-,-,-,+17(293),-,-,-,-,-,+1(19),-,+1(35),84%,Honorable,巫易,王庆艳,许城涛,N,N
417,234,陕西科技大学,三个外省人打陕西省省赛,3,681,-3,-,-,-,+7(209),-,-,-,-,-,+1(24),-,+10(148),83%,Honorable,张席,张恩哲,方玟萱,N,N
418,235,湖南农业大学东方科技学院,啊队队队,3,683,-12,-,-,-,+12(179),-,-,-,-,-,+3(80),-,+4(104),84%,Honorable,李晟,欧阳升,黄鑫,N,N
419,,苏州大学,优雅，太优雅了,3,704,-,-,-,-,+7(199),-,-,-,-,-,+2(101),-,+5(184),78%,Honorable,姜子健,胡驭,薛广泉,N,N
420,236,韶关学院,AC 下一题,3,746,-,-,-,-,+9(228),-,-14,-,-,-,+1(40),-,+5(238),80%,Honorable,杨扬,董滨豪,陈锦程,N,N
421,,临沂大学,打完这把就退役,2,25,-5,-1,-1,-1,-6,-1,-1,-1,-1,-1,+1(8),-1,+1(17),0%,Honorable,张克嘉,李善杰,范朝辉,N,N
422,,华南农业大学,缈秘繁星,2,40,-,-,-,-,-5,-,-,-,-,-,+1(22),-,+1(18),0%,Honorable,董跃飞,谭皓,陈伟杰,N,N
423,,桂林电子科技大学,拔萝卜,2,42,-,-,-,-2,-13,-,-,-,-,-,+1(12),-,+1(30),0%,Honorable,刘善坤,叶修,莫泽华,N,N
424,,河南大学,望星,2,45,-7,-,-,-,-4,-,-1,-,-,-,+1(27),-,+1(18),0%,Honorable,任勐鑫,史书铭,蔡俊宇,N,N
425,237,井冈山大学,大国铁匠,2,46,-,-,-,-,-4,-,-2,-,-,-,+1(18),-,+1(28),0%,Honorable,刘宇生,吴传民,张家钰,N,N
426,238,河南师范大学,雪之下雪乃,2,50,-,-,-,-,-44,-,-,-,-,-,+1(36),-,+1(14),0%,Honorable,张新可,陈卓,黄尹鸿,N,N
427,239,鲁东大学,灵狐，为你引路,2,51,-,-,-,-,-11,-,-,-,-,-,+1(22),-,+1(29),0%,Honorable,张瑞哲,李春阳,许博,N,N
427,,中北大学,星辰之晖,2,51,-,-,-,-,-,-,-,-,-,-,+1(18),-,+1(33),0%,Honorable,武朝晖,武相辰,靳星宇,N,N
429,,浙江科技学院,遇到困难睡大觉,2,54,-5,-,-,-,-9,-,-,-,-,-,+1(16),-,+1(38),0%,Honorable,姚煜铭,蒋立彦,颜忠祥,N,N
430,,沈阳航空航天大学,打铁匠人,2,55,-1,-,-,-,-23,-,-,-,-,-,+1(17),-,+1(38),0%,Honorable,刘力源,吴晗,王恺瑞,N,N
431,240,江苏理工学院,可恶还是不行吗,2,60,-,-,-,-,-13,-,-,-,-,-,+1(23),-,+1(37),0%,Honorable,李乐,杜晓行,郭宸逸,N,N
432,,湖南科技大学,修菜机,2,66,-2,-,-,-,-9,-,-,-,-,-,+1(19),-,+1(47),0%,Honorable,渠伟,潘麟鑫,雷勇,N,N
433,,北京师范大学,骗分过样例,2,69,-2,-,-,-,-7,-,-,-,-,-,+1(22),-,+1(47),0%,Honorable,傅俊林,宋泰霖,王璐瑶,N,N
434,,南华大学,陪可莉去打 ACM,2,70,-2,-,-,-,-5,-,-,-,-,-,+1(19),-,+1(51),0%,Honorable,彭昊,莫翔宇,蔡宇辰,N,N
435,241,广东外语外贸大学,数组初始化了吗,2,72,-,-,-,-,-4,-,-,-,-,-,+1(15),-,+2(37),33%,Honorable,吴泳彤,王辕,黄智维,N,N
435,241,广东工业大学揭阳校区,GDUTJY_你若 AC 便是晴天,2,72,-,-,-,-,-4,-,-,-,-,-,+1(28),-,+1(44),0%,Honorable,罗拓展,苏嘉豪,黎俊霆,N,N
435,241,曲阜师范大学,孙涛天下第一,2,72,-1,-,-,-,-8,-,-,-,-,-,+1(27),-,+1(45),0%,Honorable,孙涛,李政德,李树臻,N,N
438,244,天津仁爱学院,无言以队,2,73,-1,-,-,-,-17,-,-,-,-,-,+1(25),-,+1(48),0%,Honorable,李安磊,李永龙,郭晓雨,N,N
439,245,东华理工大学,昏睡红茶队,2,75,-,-,-,-,-5,-,-3,-,-,-,+1(28),-,+1(47),0%,Honorable,刘强,张宇杰,董政,N,N
440,,北京林业大学,亮,2,76,-2,-,-,-,-12,-,-,-,-,-,+1(13),-,+2(43),33%,Honorable,周楷,李子超,邱明亮,N,N
441,246,南京晓庄学院,雪豹我们上,2,77,-3,-,-,-,-9,-,-,-,-,-,+1(18),-,+2(39),33%,Honorable,伍锦融,朱鑫磊,陶志诚,N,N
442,,哈尔滨工业大学（威海）,#66CCFF,2,80,-,-,-,-,-9,-,-,-,-,-,+1(29),-,+2(31),33%,Honorable,刘梓竣,孙皓宇,张阳,N,N
443,247,大连东软信息学院,1+1+1==0,2,88,-5,-,-,-,-15,-,-,-,-,-,+2(29),-,+1(39),33%,Honorable,刘校辰,邓文博,颜培政,N,N
443,,山东工商学院,时间超限,2,88,-,-,-,-,-21,-,-,-,-,-,+2(24),-,+1(44),33%,Honorable,张乐康,李旭,王成魁,N,N
445,248,中国民航大学,为了铁牌精疲力竭,2,93,-3,-,-,-,-7,-,-1,-,-,-,+1(7),-,+2(66),33%,Honorable,孔子豪,曹乃川,田振旭,N,N
446,249,温州大学,晓之车,2,94,-1,-,-,-,-2,-,-,-,-,-,+1(17),-,+2(57),33%,Honorable,张世杰,朱怿翔,汪景琦,N,N
447,,北京化工大学,红绿灯,2,100,-9,-1,-,-,-8,-1,-,-1,-1,-1,+1(18),-4,+3(42),50%,Honorable,曾朴凡,李佩峰,熊伟,N,N
448,250,安徽工业大学,比赛吃什么,2,104,-2,-,-,-,-13,-,-,-,-,-,+2(14),-,+2(50),50%,Honorable,祁子奕,陈万青,高泽铭,N,N
449,,西北大学,只因械键盘,2,105,-2,-1,-1,-1,-11,-1,-1,-1,-1,-1,+3(29),-1,+1(36),50%,Honorable,吴桐,孙潇桐,施宇杰,N,N
449,,石家庄铁道大学,破浪队,2,105,-,-,-,-,-,-,-,-,-,-,+1(62),-,+1(43),0%,Honorable,刘梦阳,程智宇,赵宇康,N,N
451,,曲阜师范大学,吾队有站神,2,106,-,-,-,-,-12,-,-,-,-,-,+1(20),-,+2(66),33%,Honorable,刘洪哲,孙中远,孙思源,N,N
452,251,中南林业科技大学,中南林业科技大学 2 队,2,110,-,-,-,-,-3,-,-,-,-,-,+1(37),-,+2(53),33%,Honorable,刘超,林靖洋,胡炬,N,N
453,252,南京林业大学,锁金村村队,2,123,-12,-,-,-,-5,-,-,-,-,-1,+3(42),-,+1(41),50%,Honorable,徐震,杨瀚岚,葛文轩,N,N
454,,深圳技术大学,破晓,2,133,-5,-,-,-,-6,-,-,-,-,-,+2(23),-,+3(50),60%,Honorable,吴雨恒,张锐添,徐嘉辉,N,N
454,253,广州南方学院,狂怒,2,133,-4,-,-,-,-6,-,-,-,-,-,+1(45),-,+1(88),0%,Honorable,童希玮,谢旭鹏,黄嘉琳,N,N
456,254,大连大学,AK 为止,2,135,-1,-1,-,-,-20,-,-,-,-,-,+3(31),-,+1(64),50%,Honorable,张璟琪,朱熙恒,梁亮,N,N
457,,常熟理工学院,双葉幼稚园不养废物,2,137,-1,-,-,-,-6,-,-,-,-,-,+2(18),-,+3(59),60%,Honorable,张明旭,曾谷优,陈昭,N,N
458,255,新疆大学,详述,2,138,-,-,-,-4,-,-,-,-,-,-,+2(13),-,+4(45),66%,Honorable,吕昂,陈永园,麻伟,N,N
459,,湘潭大学,先锋养猪场,2,140,-27,-,-,-3,-8,-,-,-,-,-,+1(15),-,+3(85),50%,Honorable,吴勇,彭蔚祺,李越,N,N
460,256,广东海洋大学,啊对对队,2,147,-4,-,-,-,-11,-,-,-,-,-,+3(42),-,+1(65),50%,Honorable,张齐福,朱嘉玉,陈浩然,N,N
461,,江南大学,看排名把心态搞崩了不如多写几行代码,2,149,-,-,-,-,-5,-,-,-,-,-,+3(33),-,+2(56),60%,Honorable,衣泽宇,诸丁玮,陈昕,N,N
462,,青岛农业大学,壹来了,2,150,-,-,-,-,-2,-,-,-,-,-,+1(43),-,+2(87),33%,Honorable,刘永奇,李沛恒,蒋炎光,N,N
463,257,北京师范大学珠海校区,公费旅游团,2,161,-,-,-,-,-12,-,-,-,-,-,+2(23),-,+1(118),33%,Honorable,刘东轩,姚梦俊,张涵,N,N
464,,鲁东大学,功不唐捐,2,163,-,-,-,-,-6,-,-,-,-,-,+3(38),-,+2(65),60%,Honorable,李振兴,郑晨晓,高翔,N,N
465,258,北方工业大学,996,2,166,-,-,-,-,-4,-,-,-,-,-,+3(46),-,+2(60),60%,Honorable,刘铂,李昶鸿,郑元兴,N,N
465,258,大连海事大学,职业新生,2,166,-,-,-,-,-8,-,-,-,-,-,+1(19),-,+3(107),50%,Honorable,孙林,王赟杰,覃相荣,N,N
