Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
11,,浙江大学,咕五分钟,8,987,+1(83),-,+1(28),+2(239),-,+2(135),+4(30),-,+1(9),-,-,+1(169),+3(154),46%,Gold,樊睿,严子轩,周轩熠,N,N
12,8,哈尔滨工业大学,玩原神玩的,8,991,+4(142),-,+2(54),+1(215),-,+1(23),+1(40),-,+2(30),-,-3,+2(182),+2(165),46%,Gold,祁展华,杨一凡,杜沛键,N,N
13,,浙江大学,随机下雨,8,992,+1(111),-,+1(50),+2(288),-,+1(29),+2(68),-,+1(15),-,-,+2(155),+2(196),33%,Gold,叶佳昂,王培成,汪翔,N,N
14,9,中山大学,中山大学_天选打工人,8,1024,+1(120),-,+1(47),+4(293),-,+1(61),+1(82),-,+1(29),-,-,+1(109),+2(203),33%,Gold,韩冠东,肖淇,吴明禹,N,N
15,,北京大学,自己衡量,8,1041,+2(180),-,+1(54),+2(287),-,+1(87),+1(47),-,+1(11),-,-,+2(98),+1(217),27%,Gold,杨欣烨,葛子越,疏彦凯,N,N
16,10,武汉理工大学,深海古代鱼,8,1137,+1(92),-,+4(123),+2(247),-,+3(100),+1(28),-,+2(18),-,-5,+2(193),+2(156),52%,Gold,闫卢昊,赵家荣,朱振傲,N,N
17,11,香港中文大学（深圳）,dimension^3,8,1199,+1(132),-,+2(96),+2(289),-,+1(94),+1(46),-,+1(12),-,-,+3(253),+1(197),33%,Gold,蒋一歌,孙悠然,张王美誉,N,N
18,12,南京大学,优质解答：我不知道,7,684,+2(147),-5,+1(47),-,-,+2(41),+1(28),-,+1(14),-,-,+2(181),+2(146),36%,Gold,陈弘毅,林荣恩,郑欣,N,N
19,,北京航空航天大学,口嗨战神,7,705,+1(112),-4,+1(41),-1,-,+1(65),+3(68),-,+2(13),-,-,+1(153),+3(153),41%,Gold,董和军,王大禹,蒋槟阳,N,N
20,,哈尔滨工业大学,月间天路,7,718,+2(190),-,+1(37),-4,-,+1(79),+1(26),-,+1(11),-,-,+3(167),+2(128),36%,Gold,卢景行,田宇丰,张城玮,N,N
21,13,杭州电子科技大学,勿忘草,7,738,+1(85),-,+2(46),-,-,+1(57),+1(27),-,+1(10),-,-9,+3(131),+5(242),50%,Gold,林圣钬,林炜钦,赵铁囝,N,N
22,14,华侨大学,红日初升,7,750,+1(125),-,+2(64),-3,-,+1(84),+1(43),-,+1(19),-,-,+2(160),+1(215),22%,Gold,赵雨扬,苏明强,危露平,N,N
23,15,北京交通大学,蓝色线段树,7,751,+2(123),-,+2(99),-,-,+1(141),+2(46),-,+1(11),-1,-,+1(65),+1(206),30%,Gold,俞贤皓,邓人嘉,金恒哲,N,N
24,,北京航空航天大学,电脑配置低，一打ICPC就死机,7,756,+3(137),-13,+2(67),-1,-,+1(44),+1(21),-,+1(9),-,-,+1(160),+2(238),36%,Gold,金炼凯,唐怡浜,崔绍锞,N,N
25,16,北京建筑大学,谐振,7,760,+1(101),-,+2(48),-,-,+3(98),+1(30),-,+1(24),-,-,+2(146),+2(213),41%,Gold,朱智睿,齐思恺,陈艳鹏,N,N
26,17,昆山杜克大学,奖金什么时候发,7,804,+1(156),-,+2(56),-5,-,+4(120),+1(25),-,+1(11),-,-,+1(175),+4(121),50%,Gold,沈知远,袁天骏,王钧澎,N,N
27,18,武汉大学,会编程到底是什么感觉,7,820,+1(135),-,+1(33),-,-,+2(85),+2(50),-,+2(18),-,-,+2(164),+2(235),41%,Gold,王旗玉,蒋敬,李佳隆,N,N
28,19,中国科学技术大学,随机化,7,824,+3(163),-,+3(62),-,-4,+3(34),+1(38),-,+1(13),-,-,+2(201),+3(133),56%,Gold,高华成,涂建鹏,何煜恒,N,N
29,,中国科学技术大学,末日时在做什么？有没有空？可以来烤苕皮么？,7,878,+1(137),-,+5(73),-,-,+3(85),+1(35),-,+2(9),-,-2,+1(157),+2(222),53%,Gold,冯正桦,邵晓玮,李俊辰,N,N
30,20,北京理工大学,内核恐慌,7,934,+1(101),-,+1(61),-,-,+1(119),+3(47),-,+1(20),-,-,+4(217),+2(249),46%,Gold,张书豪,陈驭祺,徐宇飞,N,N
31,,杭州电子科技大学,杏花疏影林,7,944,+2(161),-,+1(43),-,-,+1(34),+1(200),-,+1(13),-,-,+2(257),+2(176),30%,Gold,余梓诚,傅景康,徐熙来,N,N
32,21,中南大学,千帆星河,7,948,+1(128),-,+1(100),-,-,+1(117),+1(46),-,+1(17),-,-,+2(212),+2(288),22%,Gold,周硕,陈贤,郑逸程,N,N
33,22,厦门大学,点分治分点,7,961,+1(123),-,+2(59),-,-,+5(204),+3(39),-,+1(20),-,-1,+1(67),+6(209),63%,Gold,周正,邹品聪,徐铭逸,N,N
34,23,吉林大学,烈冕号,7,975,+1(153),-1,+2(46),-,-5,+3(211),+4(56),-,+2(20),-,-,+1(74),+3(235),56%,Silver,于之航,陈俊甫,王一丁,N,N
35,,东北大学,东北大学_环形枯竭,7,978,+1(260),-,+1(64),-,-,+3(106),+1(41),-,+1(18),-,-,+1(148),+2(281),30%,Silver,王子晗,张都,祝云飞,N,N
36,24,山东大学,cjb 粉丝团,7,981,+1(281),-1,+1(57),-,-,+1(88),+3(33),-,+1(4),-,-,+1(218),+4(200),41%,Silver,王天竹,禚安垣,李梓阳,N,N
37,25,华东师范大学,与夏之花,7,988,+1(114),-18,+4(168),-,-,+1(60),+1(76),-,+1(11),-,-1,+2(190),+2(269),41%,Silver,谢书骁,谈笑枫,程籽实,N,N
38,26,浙江工业大学,爱喝牛奶的猫猫酱,7,1026,+3(235),-,+1(133),-,-,+5(139),+1(38),-,+1(10),-,-,+1(86),+2(245),50%,Silver,李汶芝,狄鑫慧,王瑞,N,N
39,27,哈尔滨工程大学,我推的七海爆吃0721次罚时因为在原神启动,7,1028,+2(86),-,+1(105),-,-,+1(122),+2(30),-,+1(21),-,-,+6(258),+2(246),53%,Silver,黄凯鹏,徐子涵,肖帆,N,N
40,28,西安交通大学,唐人,7,1034,+4(137),-,+2(81),-2,-,+3(119),+2(37),-,+2(22),-,-,+2(204),+3(214),61%,Silver,李纳川,刘欣楠,杨润轩,N,N
41,29,南方科技大学,南方科技大学-埃斯波,7,1044,+1(140),-,+1(76),-,-,+2(135),+5(93),-,+1(7),-,-,+2(196),+2(257),50%,Silver,张书玮,郑轶滔,周益贤,N,N
42,30,长沙理工大学,干饭第一名,7,1055,+1(265),-,+2(64),-1,-,+3(118),+2(126),-,+1(5),-,-,+1(160),+1(237),36%,Silver,刘振林,周臻,杨韬,N,N
43,,杭州电子科技大学,今天企鹅不在家,7,1071,+2(188),-,+1(31),-,-,+3(124),+1(46),-,+1(8),-,-3,+2(268),+4(266),50%,Silver,张易,万扬,黄子梁,N,N
44,31,电子科技大学,UESTC_十夏花火,7,1103,+2(143),-,+2(64),-,-,+2(87),+4(40),-,+1(19),-,-,+4(154),+8(276),69%,Silver,朱子涵,山佩永,吴立俊,N,N
45,32,东南大学,你也不想别人知道你在打ACM吧,7,1124,+1(170),-,+1(29),-,-,+5(140),+2(82),-,+1(17),-,-,+4(289),+2(217),56%,Silver,王梓鹏,徐宽,肖旭杰,N,N
46,33,上海交通大学,黎明随想曲,7,1172,+2(125),-,+1(99),-,-,+3(161),+1(38),-,+2(36),-,-,+2(234),+5(299),56%,Silver,袁莘睿,王宇轩,邵嘉南,N,N
47,,南方科技大学,奥卢,7,1177,+3(293),-,+3(64),-,-,+2(90),+2(108),-,+1(18),-,-,+3(250),+3(154),58%,Silver,薛哲,徐晨熠,王扬皓,N,N
48,,中山大学,中山大学_OMS维修队,7,1245,+1(230),-,+2(192),-,-,+1(82),+6(162),-,+1(12),-,-,+3(91),+5(236),63%,Silver,黄致博,邱恺铭,谢文龙,N,N
49,,南京大学,平流层,7,1291,+1(240),-,+1(82),-1,-,+1(95),+2(56),-,+3(18),-,-,+3(299),+8(261),63%,Silver,潘谟天,陆华均,陈梓睿,N,N
50,,南京大学,菜茎合作社,6,486,+1(117),-,+1(49),-,-,+1(91),+1(35),-,+1(13),-,-,+2(161),-,14%,Silver,柴浩天,陈荣锴,陈思翔,N,N
51,34,同济大学,登神长阶,6,560,+5(181),-,+1(41),-,-,+1(67),+1(24),-,+1(11),-,-,+2(136),-3,45%,Silver,张翔,林鑫宇,王琨瑀,N,N
52,35,香港科技大学,HKUST1,6,566,+2(226),-,+1(31),-,-,+1(73),+1(57),-,+1(12),-,-,+3(107),-,33%,Silver,呂嘉傑,黃梓峰,楊善行,N,N
53,,武汉大学,褪色记忆,6,626,+1(116),-,+3(81),-,-,+3(140),+1(11),-,+1(16),-,-,+2(162),-2,45%,Silver,潘非,黄子君,张涵,N,N
54,36,复旦大学,黑莲,6,644,+1(163),-,+1(64),-,-,+3(104),+1(46),-,+1(19),-,-,+1(208),-3,25%,Silver,刘澈,张润哲,吴思鸿,N,N
55,37,安徽大学,融合巨怪,6,672,+3(184),-,+1(60),-,-,+1(74),+2(52),-,+1(14),-,-,+3(188),-8,45%,Silver,罗欣然,李骋,闵烁,N,N
55,37,兰州大学,CCPC忘记报名了,6,672,+1(102),-,+1(63),-,-,+2(157),+2(46),-,+1(15),-,-,+3(209),-,40%,Silver,王徐笙,孟戴浓达,狄农雨,N,N
57,39,华中科技大学,心平气和.jpg,6,674,+1(142),-,+1(94),-,-,+2(107),+1(47),-,+2(23),-,-,+2(201),-3,33%,Silver,何佳林,范彦廷,邓本永,N,N
58,,电子科技大学,UESTC_计算几何我来写但是你必须替我睡觉,6,703,+1(167),-,+1(77),-,-,+2(112),+1(54),-,+1(29),-,-,+1(244),-5,14%,Silver,何旭,常铭,周雨辰,N,N
59,40,北京化工大学,祝你好运玩的开心,6,718,+1(186),-,+2(33),-,-,+3(179),+1(106),-,+1(14),-,-,+2(120),-11,40%,Silver,曾梓勋,黄东琦,徐文博,N,N
60,41,山东大学（威海）,主打一个陪伴,6,724,+1(147),-,+2(56),-,-,+2(140),+3(88),-,+1(16),-,-,+1(197),-1,40%,Silver,严一涵,尚棋浩,张胜熙,N,N
61,,南方科技大学,南方科技大学-万塔,6,759,+1(123),-,+1(31),-,-,+1(59),+1(179),-,+1(16),-,-,+4(291),-,33%,Silver,陈峦,张嘉妤,钟乐,N,N
62,42,西北农林科技大学,诀别之旅,6,774,+1(283),-,+1(76),-,-,+2(113),+2(41),-,+1(18),-,-,+2(183),-,33%,Silver,蔡祺峰,寻真,龚城圩,N,N
63,43,福州大学,浴室踩订书机,6,784,+4(171),-,+2(56),-,-,+1(86),+3(68),-,+1(13),-,-,+2(250),-4,53%,Silver,游世伟,江滢怡,王奕然,N,N
64,,中山大学,中山大学_大三元,6,794,+1(160),-,+3(28),-,-,+1(106),+7(108),-,+1(38),-,-,+1(194),-1,57%,Silver,姚敏清,彭泽铭,郑海俊,N,N
65,,复旦大学,再多一眼看一眼就会 AC,6,802,+2(223),-,+2(88),-,-,+1(69),+1(41),-,+2(22),-,-,+1(299),-,33%,Silver,李航成,周子羽,罗意明,N,N
66,44,河南工业大学,Decretum,6,808,+5(229),-,+1(70),-,-,+1(100),+1(27),-,+1(12),-,-,+2(270),-,45%,Silver,黄鹏宇,,,N,N
67,,华中科技大学,不管打不打实习都要旅游,6,819,+1(142),-,+2(61),-,-,+3(91),+5(116),-,+1(12),-,-,+2(237),-1,57%,Silver,冯业齐,翁哲宇,卞曜洋,N,N
68,45,中国科学院大学,果壳挂科王,6,822,+1(233),-,+1(119),-,-,+2(145),+1(49),-,+1(16),-,-,+2(220),-1,25%,Silver,徐亦周,徐致远,蓝天朗,N,N
69,46,衡阳师范学院,无留意,6,846,+1(235),-,+2(191),-,-,+1(73),+1(43),-,+1(13),-,-,+1(271),-,14%,Silver,文福强,王方涵,肖哲,N,N
70,47,哈尔滨工业大学（深圳）,博德之门,6,848,+1(186),-,+1(39),-,-,+3(97),+2(142),-,+1(16),-,-,-4,+3(268),45%,Silver,李嘉淇,骆天赐,陈识曲,N,N
71,48,南华大学,昨天刚学cpp,6,864,+6(296),-,+1(130),-,-,+1(98),+1(54),-1,+1(13),-,-1,+1(173),-1,45%,Silver,王圣宇,王政星,羊新旺,N,N
72,49,湖南师范大学,栀晓,6,884,+5(220),-,+2(95),-,-,+2(181),+1(40),-,+1(13),-,-1,+3(175),-8,57%,Silver,唐熙林,魏佳蕾,王万福,N,N
73,50,西南大学,AutoC++,6,907,+2(129),-,+1(149),-,-,+1(106),+2(257),-,+1(19),-,-,+1(207),-,25%,Silver,徐畅,马博涵,傅祥斌,N,N
74,,中南大学,Start Dash,6,911,+4(292),-,+2(102),-,-,+2(127),+1(14),-,+1(22),-,-,+1(254),-,45%,Silver,苏宜扬,周湘予,王一翔,N,N
75,51,东华大学,?不可视境界线?,6,912,+2(109),-1,+1(63),-,-,+3(178),+3(166),-,+1(11),-,-,+2(265),-1,50%,Silver,刘青山,杨韵清,黄城帆,N,N
76,,华东师范大学,风一样,6,913,+3(217),-,+1(70),-,-,+1(103),+2(46),-,+4(21),-,-,+3(296),-,57%,Silver,冯中信,田亦海,谢瑞阳,N,N
77,,中山大学,中山大学_testWA,6,916,+2(217),-,+1(70),-,-,+7(202),+1(56),-,+1(16),-,-1,+2(195),-,57%,Silver,王泓皓,陈峻宇,罗金浩,N,N
78,52,宁波大学,樱白之歌,6,937,+2(195),-,+1(167),-,-,+3(38),+6(111),-,+1(12),-,-,+1(254),-,57%,Silver,李嘉琪,朱文豪,赵瑞杰,N,N
79,,北京理工大学,仲夏夜之银牌,6,950,+6(178),-,+3(61),-,-,+5(113),+2(51),-,+1(10),-,-,+2(277),-,68%,Silver,戴睿,陈鹏宇,李东晓,N,N
80,53,香港中文大学,自僱打手,6,958,+1(176),-,+3(103),-,-,+2(94),+5(135),-,+1(11),-,-,+3(259),-,60%,Silver,鄭希哲,鍾懷哲,周禮言,N,N
81,,吉林大学,adrnin,6,960,+5(218),-,+1(52),-,-,+4(121),+1(34),-,+2(27),-,-,+6(248),-1,68%,Silver,张智祺,乔彦博,王恕,N,N
82,54,青岛理工大学,陟遐自迩,6,977,+2(233),-,+1(93),-,-,+5(157),+1(56),-,+3(18),-,-,+2(260),-,57%,Silver,胡书杰,史杰,陈守诚,N,N
82,54,河南大学,华为15遥遥领先,6,977,+3(237),-,+3(128),-,-,+1(155),+1(65),-,+1(15),-,-,+2(277),-,45%,Silver,尤铭,张宇,陈经安,N,N
84,,北京大学,咕咕咕,6,978,+3(169),-,+3(51),-,-,+1(154),+4(134),-,+1(9),-,-,-5,+4(261),62%,Silver,余快,戴傅聪,陈奇之,N,N
85,,北京大学,不是 很菜,6,980,+3(245),-,+2(82),-,-,+4(66),+2(66),-,+3(20),-,-,+4(261),-1,66%,Silver,王晟帆,陈益磊,林思旭,N,N
86,56,中国地质大学（北京）,二次元给俺滚！,6,1001,+2(269),-,+2(58),-,-,+2(171),+5(124),-,+1(18),-,-,+1(221),-,53%,Silver,伍泽鑫,赵笑天,张宇潇,N,N
87,57,东北大学秦皇岛分校,可导必可积,6,1012,-1,-,+1(35),-,-,+3(146),+3(106),-,+2(17),-,-,+4(284),+3(224),62%,Silver,吴政龙,王若翔,祝向博,N,N
88,58,中国民航大学,想与写与蛙,6,1028,+2(234),-,+2(194),-,-,+2(120),+1(46),-,+1(17),-,-,+4(297),-,50%,Silver,崔凌宵,陆浩楠,孔子豪,N,N
89,,电子科技大学,UESTC_猫猫队,6,1066,+3(144),-,+1(53),-,-2,+6(272),+2(46),-,+1(26),-,-,-1,+5(285),66%,Silver,冯宇扬,黄博奕,贺皓哲,N,N
89,59,合肥工业大学,过了样例就算对,6,1066,+1(286),-,+2(145),-,-,+1(174),+1(78),-,+2(23),-,-,+4(260),-,45%,Silver,陈浩杰,葛嘉晨,张力中,N,N
91,60,浙江师范大学,羊村王中王,6,1067,+1(238),-,+4(130),-,-,+2(192),+2(46),-,+1(11),-,-,-,+4(290),57%,Silver,陈炯荣,嵇纹垲,林宸,N,N
92,,华中科技大学,队里有人被压力导致的,6,1081,+1(260),-,+1(83),-,-,+7(259),+3(105),-,+1(25),-,-,+1(189),-,57%,Silver,方昀昊,陈浩天,李海疆,N,N
93,,西北工业大学,就在今天,6,1117,+2(244),-,+3(133),-,-,+3(160),+3(68),-,+1(18),-,-,+4(294),-,62%,Silver,杨莫凡,罗强,张煜森,N,N
94,61,南京理工大学,睿智猫猫头,6,1127,+2(286),-,+4(216),-,-,+4(135),+1(36),-,+1(23),-,-,+3(251),-,60%,Silver,沈培森,王俊鑫,宋廉鸿,N,N
95,62,合肥工业大学宣城校区,吃饱饱,6,1149,+1(262),-,+3(97),-,-,+2(170),+2(155),-,+1(18),-,-,+5(287),-,57%,Silver,张博,李军,谢炳晨,N,N
96,,福州大学,八年老兵,6,1261,+2(250),-,+3(96),-,-,+6(201),+3(146),-,+1(15),-,-,-1,+5(273),70%,Silver,傅安,黄腾,傅晗,N,N
97,,电子科技大学,UESTC_xxx,6,1278,+1(233),-,+3(133),-,-,+3(186),+5(136),-,+2(16),-,-,+6(294),-,70%,Silver,蔡少政,吴峻锋,吴宇环,N,N
98,63,中国地质大学（武汉）,顺十字,6,1359,+1(258),-,+4(165),-,-,+3(237),+4(149),-,+2(17),-,-,+4(293),-,66%,Silver,何永鑫,付欣宇,战翔宇,N,N
99,64,浙江理工大学,下次提交一定队,5,417,-2,-,+1(73),-,-,+2(75),+2(30),-,+1(17),-,-,+1(182),-3,28%,Silver,杨杰,翁昊洋,姚仁杰,N,N
100,,北京理工大学,阿夸滑滑蛋喝冰红茶,5,492,-7,-,+1(56),-1,-,+3(101),+2(30),-,+1(21),-,-1,-3,+3(184),50%,Bronze,李嘉政,李轩宇,彭程,N,N
101,,香港中文大学,安卓包,5,513,+1(128),-,+4(169),-,-,+2(69),+1(59),-,+1(8),-,-,-8,-1,44%,Bronze,周敬泓,李俊傑,黃文禮,N,N
102,,南京大学,重生之我不晕3D,5,533,+1(205),-,+1(84),-,-,+2(127),-3,-,+1(17),-,-,+2(60),-,28%,Bronze,徐骁远,倪浩然,许艺严,N,N
103,65,中北大学,队友算法挂了还能打XCPC吗,5,544,+1(101),-,+2(169),-,-,+1(202),+1(33),-,+1(19),-,-,-1,-,16%,Bronze,侯翔瑞,高鑫辉,杜新富,N,N
104,66,北京林业大学,杂毛小鸡,5,587,+2(194),-,+2(101),-,-,+2(130),+2(60),-,+1(22),-,-,-4,-,44%,Bronze,陈浩翔,蔡优,周欣潼,N,N
105,67,温州大学,温大一队,5,623,+1(231),-8,+1(93),-,-,+2(118),+1(138),-,+1(23),-,-,-,-,16%,Bronze,何卓睿,杨德曙,朱怿翔,N,N
106,,东北大学秦皇岛分校,无名,5,625,-3,-,+1(101),-,-,+1(134),+2(54),-,+1(20),-,-,+2(276),-,28%,Bronze,张昱东,胡腾中,王永翔,N,N
107,68,上海理工大学,七遇绮迹 未来会来,5,641,+1(187),-,+1(74),-,-,+2(147),+4(140),-,+1(13),-,-,-1,-4,44%,Bronze,刘斌然,胡洁昌,姚陆涵茗,N,N
108,,山东大学,给大哥端茶倒水的小弟,5,652,+3(278),-,+1(62),-,-,+1(135),+3(88),-,+1(9),-,-,-,-,44%,Bronze,黄垚挺,于斐,刘子龙,N,N
109,69,南京信息工程大学,跟不上榜,5,659,+3(273),-,+2(61),-,-,+3(124),+3(46),-,+1(15),-,-,-,-,58%,Bronze,洪伟,董兆琦,潘小康,N,N
110,70,北京邮电大学,鹰之一手,5,660,+2(240),-,+1(104),-,-,+1(72),+3(150),-,+2(14),-,-,-4,-,44%,Bronze,徐天策,李永琰,袁桦斌,N,N
111,71,广西大学,这一发，贯穿星辰,5,663,+1(257),-,+1(85),-,-,+2(177),+1(110),-,+1(14),-,-,-1,-,16%,Bronze,王辰昊,梅松,李晨冉,N,N
112,,东华大学,抓马西瓜,5,675,+1(230),-,+2(148),-,-,+4(143),+1(62),-,+1(12),-,-,-,-,44%,Bronze,俞鑫颜,侯迦得,李文杰,N,N
113,72,湘潭大学,偷妈头,5,691,+1(200),-,+1(102),-,-,+2(173),+3(112),-,+2(24),-,-,-3,-,44%,Bronze,卓越,叶祖晨,贺正高,N,N
114,73,浙大城市学院,业余码手,5,702,+3(271),-,+3(165),-,-,+1(118),+1(33),-,+2(15),-,-,-,-,50%,Bronze,张博超,褚锦威,胡致文,N,N
115,74,周口师范学院,神里绫华,5,707,+1(237),-,+1(118),-,-,+3(188),+2(87),-,+1(17),-,-,-2,-,37%,Bronze,贾文婷,刘博,买琮文,N,N
116,,西安交通大学,WQY竟不从之,5,710,-13,-,+1(67),-,-,+3(137),+1(89),-,+1(17),-,-,+5(280),-,54%,Bronze,王启源,杨逸舟,吴夏天,N,N
117,,中国地质大学（北京）,举杯邀明月,5,718,-,-,+1(56),-,-,+4(220),+1(39),-,+1(14),-,-,+3(289),-8,50%,Bronze,易晨竹,黄恺瑞,许兴城,N,N
118,,东北大学,东北大学_收收味,5,730,-2,-,+2(120),-,-,+4(196),+2(81),-,+1(19),-,-,+2(194),-1,54%,Bronze,戈文鑫,贺英达,陈靖晖,N,N
119,75,华南理工大学,伯兰特州U：燃烧的西红柿,5,732,+1(233),-,+3(59),-,-,+1(170),+3(176),-,+1(14),-,-,-5,-,44%,Bronze,程琦,华宝杨,徐思飞,N,N
120,76,西安电子科技大学,夜之向日葵,5,753,+1(284),-,+1(33),-,-,+1(137),+5(202),-,+1(17),-,-,-8,-,44%,Bronze,张益伟,刘畅,俞凯嘉,N,N
121,77,江苏大学,闪耀之所在,5,759,+1(210),-,+3(227),-,-,+1(141),+1(119),-,+1(22),-,-,-,-,28%,Bronze,林海昊,赵安杰,张道正,N,N
122,,华南理工大学,鴏麚讏纔驆,5,821,+3(220),-,+3(95),-,-,+8(149),+1(118),-,+1(19),-,-,-7,-1,68%,Bronze,董宏远,严浩文,林立,N,N
123,78,福建师范大学,凉拌玛卡巴卡,5,828,-,-,+2(150),-,-,+1(198),+1(77),-,+2(42),-,-,+3(281),-,44%,Bronze,林柏权,王翔,陈昕亮,N,N
124,,西安电子科技大学,紫罗兰,5,838,-2,-,+2(127),-,-,+2(196),+2(145),-,+1(21),-,-,+2(269),-,44%,Bronze,刘佩汉,张东伟,刘清,N,N
125,,浙江师范大学,ZJNU_CodeGPT,5,846,+1(236),-,+3(240),-,-,+5(202),+1(37),-,+1(11),-,-,-2,-,54%,Bronze,王乐琦,丁逸飞,郑依佳,N,N
126,,浙大城市学院,星辰雨,5,858,+1(258),-,+4(205),-,-,+2(230),+1(61),-,+1(24),-,-,-,-,44%,Bronze,方韬瑜,楼晨,沈昕哲,N,N
127,,西北工业大学,南京风味,5,862,-,-,+4(98),-,-,+3(123),-3,-,+2(20),-,-,+5(219),+2(182),68%,Bronze,习嘉琪,龚熙尧,袁江引,N,N
128,,北京邮电大学,逆转结局,5,867,+2(220),-,+1(174),-,-,+6(263),+1(73),-,+1(17),-,-1,-2,-,54%,Bronze,金浩然,游俊轩,邓逸伦,N,N
129,,华中科技大学,想好队名再改,5,890,-4,-,+1(86),-,-,+8(182),+4(96),-,+1(15),-,-,+4(251),-,72%,Bronze,邱卓珩,林博珩,李梓扬,N,N
130,79,四川大学,雨,5,939,+1(174),-,+1(29),-,-,+6(289),-3,-,+2(34),-,-,+2(273),-4,58%,Bronze,王鹏超,丁宗康,尹人令,N,N
131,80,香港科技大学(广州),原始人,5,956,+1(265),-,+5(196),-,-,+1(222),+4(115),-,+1(18),-,-,-4,-,58%,Bronze,何家睿,何宏亮,冯广权,N,N
132,81,大连理工大学,一带三,5,980,+6(298),-,+2(68),-,-,+1(154),+4(264),-,+1(16),-,-,-,-,64%,Bronze,侯硕伟,李雁志,葛俊辰,N,N
133,,杭州电子科技大学,广告位招租,5,1000,+1(251),-,+5(282),-,-,+2(200),+3(115),-,+1(12),-,-,-,-,58%,Bronze,沈泽楷,倪楠,沈栩冉,N,N
134,82,上海财经大学,iDLEM@STER O149,5,1049,-,-,+5(260),-,-,+4(163),+3(96),-,+2(25),-,-,+2(285),-,68%,Bronze,郭士纳,史靖玮,姜聿时,N,N
135,,西安交通大学,AI说这个名字很好,5,1051,+2(221),-,-5,-,-,+4(127),+6(265),-,+2(27),-,-,+3(171),-,70%,Bronze,王禹皓,邓熙健,张清扬,N,N
136,,山东大学,原始人起洞,4,406,-,-,+1(43),-,-,+1(123),+2(195),-,+1(25),-,-,-1,-,20%,Bronze,王嘉,谯迪中,孙秋延,N,N
137,,四川大学,纹化输出自动鸡,4,420,-7,-,+1(49),-,-,+6(135),+2(72),-,+2(24),-,-,-,-,63%,Bronze,张梓浩,钟诚,张博成,N,N
138,83,东北电力大学,"No, Thank You!",4,436,+2(275),-,+1(64),-,-,-5,+2(38),-,+1(19),-,-,-,-8,33%,Bronze,徐浩东,关凯铭,李翔宇,N,N
139,84,哈尔滨工业大学（威海）,唐可可后援会,4,461,-7,-,+2(121),-,-,+3(167),+3(59),-,+1(14),-,-,-,-,55%,Bronze,易子杰,李昕烨,许展翔,N,N
140,85,西南科技大学,障百川而东之，回狂澜于既倒,4,500,-1,-,+1(73),-,-,+2(129),+1(243),-,+2(15),-,-,-,-,33%,Bronze,郭智超,毛宝文,黄小诚,N,N
141,86,湖南科技大学,压力给到全队,4,504,-4,-,+1(177),-,-,+1(135),+3(74),-,+3(38),-,-,-6,-,50%,Bronze,张志,朱阿阳,赵文杰,N,N
