Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
39,26,北京邮电大学,"试者如斯夫,不舍昼夜",6,1197,-,+10(299),-,+1(140),+1(52),-,+3(215),-,-,+1(8),-,-,+1(263),64%,Silver,安澍,李泽林,秦维斌,N,N
40,27,山东大学,_应用随机过程,6,1224,-,+2(273),-,+1(163),+1(54),-,+10(298),-,-,+2(12),-,-,+2(184),66%,Silver,李玉庭,苏岳,王源鑫,N,N
41,,中山大学,中山大学_cutelyou,6,1395,-,+7(230),-,+1(277),+1(46),-,+9(286),-,-,+1(13),-,-,+2(243),71%,Silver,苏律硕,肖淇,吴明禹,N,N
42,,北京理工大学,Penalty这么高它的意思一定是分数吧,5,526,-,+1(266),-,+1(61),+1(89),-,-4,-3,-,+2(21),-,-,+2(49),28%,Silver,柯宁皓,张思哲,黄康,N,N
43,28,西北工业大学,Wanna be free,5,563,-,+3(137),-,+1(85),+1(73),-,-2,-2,-,+1(5),-,-,+2(203),37%,Silver,龚熙尧,尹新祥,程文楷,N,N
44,29,东北大学秦皇岛分校,名字起好了吗,5,573,-,+2(130),-,+1(78),+1(50),-,+2(266),-,-2,+1(9),-,-,-1,28%,Silver,刘峻畅,冯阳阳,肖轲闻,N,N
45,30,浙江万里学院,回响,5,581,-,+2(131),-,+1(115),+1(97),-,-,-,-,+1(12),-,-,+1(206),16%,Silver,袁礼赞,钱沁浩,王力澜,N,N
46,,浙江大学,乌拉呀哈 呀哈乌拉,5,582,-,+1(102),-,+1(123),+1(86),-,-8,-,-2,+1(5),-,-,+4(206),37%,Silver,丁思韬,金政羽,余承恩,N,N
47,,中国科学技术大学,苕玩点原神,5,597,-,+1(67),-,+1(192),+4(101),-,-3,-,-,+1(5),-,-,+2(152),44%,Silver,孙悦淳,金天昊,赖浩宸,N,N
48,31,西安电子科技大学,三分之二去零点,5,610,-,+2(130),-,+3(147),+1(79),-,-5,-,-,+1(9),-,-,+1(185),37%,Silver,曾岩,田康杰,夏秀锟,N,N
49,,南京大学,平流层,5,611,-,+2(63),-,+1(122),+5(92),-,-4,-3,-,+1(7),-,-,+4(167),61%,Silver,潘谟天,陈梓睿,陆华均,N,N
50,,山东大学,复方金银花颗粒,5,632,-,+2(142),-,+1(113),+2(75),-,-,-,-,+1(7),-,-,+1(255),28%,Silver,程前,许蕴朴,吴浩明,N,N
51,32,西南交通大学,我都行,5,637,-,+2(233),-,+1(100),+1(87),-,-3,-,-3,+1(9),-,-,+2(168),28%,Silver,廖智成,赵一冰,毛锦阳,N,N
52,33,大连理工大学,这么六！,5,678,-,+2(217),-,+1(126),+1(105),-,-2,-,-,+1(8),-,-,+1(202),16%,Silver,钟剑辉,毛祥宇,刘泽轩,N,N
53,,中国人民大学,字节无虞,5,679,-,+3(290),-,+1(93),+1(63),-,-6,-,-,+1(10),-,-2,+1(183),28%,Silver,陈礼邦,李雨城,晏艺桓,N,N
54,,中国科学院大学,果壳挂科王,5,689,-,+1(85),-,+1(193),+1(142),-,+3(215),-,-,+1(14),-,-,-6,28%,Silver,徐亦周,徐致远,蓝天朗,N,N
55,,北京航空航天大学,能不能多给个烤翅,5,700,-,+5(204),-,+1(90),+1(60),-,-,-2,-,+1(9),-,-,+4(197),58%,Silver,吴昊恒,董雨润,李秉翰,N,N
56,,杭州电子科技大学,杭电0队,5,704,-,-3,-,+1(131),+1(78),-,+4(289),-,-,+1(7),-,-,+2(119),44%,Silver,林炜钦,万扬,梅瑞贤,N,N
57,,西安交通大学,唐人,5,714,-,+2(150),-,+1(99),+3(138),-,+3(219),-,-,+1(8),-,-,-4,50%,Silver,刘欣楠,李纳川,杨润轩,N,N
58,34,哈尔滨工程大学,有人说亡藜伴白首不如物流部报数那为什么不叫王老板爆杀,5,750,-,+2(136),-,+1(181),+2(118),-,-4,-,-,+1(7),-,-,+3(228),44%,Silver,王一帆,张传炯,金炜东,N,N
59,35,浙大宁波理工学院,青梅绿茶,5,760,-,+2(111),-,+1(180),+1(157),-,-,-,-,+1(8),-,-,+1(284),16%,Silver,涂荣基,吴东,吴泽坤,N,N
60,36,吉林大学,管埋员,5,766,-,+3(172),-,+1(126),+1(107),-,-,-,-,+1(8),-,-7,+2(293),37%,Silver,张智祺,王恕,乔彦博,N,N
61,37,浙江理工大学,马拉车算法算车拉马,5,769,-,+1(190),-,+1(137),+1(75),-,-,-,-1,+1(8),-,-,+4(299),37%,Silver,姚仁杰,汤丰玮,卢一鸣,N,N
62,,华中科技大学,小飞机来咯,5,771,-,+3(194),-,+1(131),+1(85),-,-4,-,-,+1(16),-,-,+2(285),37%,Silver,彭雨洋,李语心,王畅,N,N
63,38,东南大学,不休独舞,5,772,-,-6,-,+2(237),+1(66),-,-11,-,+1(269),+1(8),-,-,+2(152),28%,Silver,戚雨林,张皓,王希陶,N,N
64,39,南方科技大学,南方科技大学-布尔诺,5,776,-,-8,-,+1(140),+1(85),-,+4(194),-,-,+1(9),-,-,+3(248),50%,Silver,江博成,王振宇,王泰翔,N,N
65,40,燕山大学,塔山之巅,5,808,-,+3(251),-,+1(125),+1(64),-,-2,-,-,+2(10),-,-,+2(278),44%,Silver,李一阳,孙振轩,吴亚楠,N,N
66,,电子科技大学,UESTC_xxx,5,814,-,+3(202),-,+3(143),+1(72),-,-7,-,-,+1(8),-,-,+4(249),58%,Silver,吴峻锋,吴宇环,蔡少政,N,N
67,,西安电子科技大学,喵喵喵,5,815,-,+2(270),-,+2(120),+1(41),-,-3,-,-,+1(8),-,-,+3(296),44%,Silver,张亲翰,罗杰,刘朝旭,N,N
68,,电子科技大学,UESTC_十斤鸭梨,5,860,-,+5(163),-,+1(128),+2(101),-,-4,-,-,+1(10),-,-,+5(278),64%,Silver,黄霖,徐辰烨,祁泓金,N,N
69,41,武汉大学,微信余额负五十,5,863,-,+3(298),-,+1(139),+2(50),-,-7,-,-1,+1(11),-,-,+3(265),50%,Silver,李王城,苏泓宇,胡文锦,N,N
70,42,香港城市大学,初心,5,882,-,-4,-,+3(215),+1(77),-,+3(274),-,-,+1(9),-,-,+3(187),54%,Silver,高义雄,郑上锟,燕雅超,N,N
71,43,中国民航大学,四渡赤水,5,886,-,+2(209),-,+1(183),+1(92),-,-,-,-,+1(8),-,-,+5(294),50%,Silver,崔凌宵,陆浩楠,颜一鸣,N,N
72,44,南京邮电大学,关于我转生到南邮在ACM赛场打暴力这档事,5,889,-,+2(180),-,+2(132),+4(145),-,-2,-,-,+1(7),-,-,+3(285),58%,Silver,赵聿祺,王普立,刘沛城,N,N
73,45,哈尔滨工业大学（深圳）,这么出题是吧,5,893,-,+1(290),-,+1(167),+1(91),-,-,-,-,+2(10),-,-,+3(275),37%,Silver,高俊垚,李潭啸,蔡易轩,N,N
74,46,南京理工大学,混沌蝴蝶,5,934,-,+6(298),-,+2(132),+1(133),-,-3,-,-,+1(10),-,-,+2(221),58%,Silver,丁则文,吴俐伽,王一萌,N,N
75,47,西南大学,AutoC++,5,968,-,+10(293),-,+1(145),+1(98),-,-,-,-,+1(8),-,-,+3(204),68%,Silver,徐畅,马博涵,蒋天逸,N,N
76,,吉林大学,烈冕号,5,970,-,+4(202),-,+1(133),+2(116),-,-10,-,-,+1(10),-,-,+8(289),68%,Silver,于之航,陈俊甫,王一丁,N,N
77,48,北京林业大学,上林花似锦,5,972,-,+6(295),-,+1(113),+1(150),-,-,-,-,+1(11),-,-,+3(263),58%,Silver,付耀刚,余行健,张锦秀,N,N
78,49,长沙理工大学,流萤,5,1019,-,+2(261),-,+2(151),+2(126),-,-1,-,-,+1(7),-,-,+7(294),64%,Silver,沈彬宇,陈师贤,赵翰熙,N,N
79,,北京理工大学,过了样例也不队,5,1020,-,+4(243),-,+3(187),+1(156),-,-1,-,-3,+3(13),-,-,+2(261),61%,Silver,何大鹏,邬宇炼,王舒晗,N,N
80,,武汉大学,果茶,5,1144,-,+5(218),-,+3(216),+1(153),-,-,-,-,+1(7),-,-,+8(290),72%,Silver,孙阳光,张涵,金润禾,N,N
81,,东北大学秦皇岛分校,最澄澈的空与海,4,389,-,-5,-,+1(145),+1(47),-,-,-4,-4,+1(7),-,-,+3(150),33%,Silver,王若翔,邓逸飞,唐德斌,N,N
82,,北京理工大学,v我50带你看下北泽沼气动力猪头少年,4,404,-,-4,-,+1(124),+1(79),-,-3,-,-,+1(12),-,-,+1(189),0%,Silver,黄俊超,赵一辰,刘洲甫,N,N
83,,华中科技大学,叽里咕噜的说什么呢,4,409,-,-6,-,+1(106),+1(47),-,-2,-,-,+1(4),-,-,+1(252),0%,Silver,汪文卓,金城根,杨治,N,N
84,50,浙江工业大学,下次还填非常简单,4,412,-,+1(38),-,+2(246),+1(99),-,-,-,-,+1(9),-,-,-10,20%,Silver,高钰峰,杨若童,梁越,N,N
85,,哈尔滨工业大学,睡到自然醒,4,420,-,+2(97),-,+2(110),+1(162),-,-4,-,-,+1(11),-,-,-5,33%,Silver,徐明拯,曾浩锐,任相龙,N,N
85,,南方科技大学,南方科技大学-伊赫拉瓦,4,420,-,+2(163),-,+1(128),+1(98),-,-8,-,-,+1(11),-,-,-,20%,Silver,彭致远,徐晨熠,冯照航,N,N
87,51,西北大学,剑舞者,4,447,-,+2(188),-,+1(138),+1(94),-,-4,-,-,+1(7),-,-,-,20%,Silver,朱钊毅,伍俊霖,蒋宏烨,N,N
88,,南方科技大学,南方科技大学-摩拉维亚,4,466,-,+3(209),-,+1(113),+1(94),-,-,-,-,+1(10),-,-,-2,33%,Silver,刘睿涵,王海粼,李佳粼,N,N
89,,上海大学,我将，扭转万象,4,471,-,+3(163),-,+1(161),+1(95),-,-1,-,-,+1(12),-,-,-,33%,Silver,王轶轩,邵一涵,卢昭阳,N,N
90,,华中科技大学,糖果酱,4,479,-,+4(141),-,+1(193),+1(79),-,-,-,-,+1(6),-,-,-5,42%,Silver,赵亮亮,丁易然,李嘉明,N,N
91,52,郑州轻工业大学,奶龙幼儿园,4,493,-,+1(63),-,+2(239),+1(164),-,-,-,-,+1(7),-,-,-3,20%,Bronze,刘家贤,吴宇扬,姬孟龙,N,N
91,52,中国传媒大学,还演,4,493,-,+1(143),-,+2(241),+1(83),-,-,-,-,+1(6),-,-,-,20%,Bronze,陈旻庚,朱霁,叶阳,N,N
93,,南京大学,再不出丝之歌teamcherry就变成马猴烧酒,4,510,-,+5(253),-,+1(86),+1(60),-,-,-,-,+2(11),-,-,-8,55%,Bronze,荣恒嬉,陈雨涵,徐乐怡,N,N
94,54,同济大学,本来挺喜欢ACM的,4,528,-1,+5(248),-,+1(97),+2(78),-,-6,-,-,+1(5),-,-,-,55%,Bronze,孙治弘,刘依扬,张乐天,N,N
95,,大连理工大学,关注带工喵，关注带工谢谢喵(≧^.^≦),4,547,-,+2(171),-,+1(234),+2(93),-,-,-,-,+1(9),-,-,-5,33%,Bronze,赵一鹏,李泽与,李雁志,N,N
96,,西北工业大学,憧憬成为算法少女,4,557,-,-,-,+2(128),+2(64),-,-,-,-,+1(8),-,-,+3(277),50%,Bronze,甘云帆,刘雨萱,钟礼恩,N,N
97,,哈尔滨工业大学（深圳）,黑神话：哈深,4,558,-,+2(225),-,+1(172),+1(130),-,-4,-,-,+1(11),-,-,-,20%,Bronze,徐子昂,樊卓意,俞 晨泽,N,N
98,55,天津仁爱学院,梦幻小丑,4,562,-,+1(179),-,+1(291),+1(86),-,-,-,-,+1(6),-,-,-4,0%,Bronze,李安磊,方思源,王志毅,N,N
99,56,北方工业大学,落榜程序员,4,568,-,+2(162),-,+1(254),+1(123),-,-,-,-,+1(9),-,-,-4,20%,Bronze,郑元兴,王思诚,周易,N,N
100,57,浙江师范大学,该戒网瘾了,4,570,-,+5(173),-,+2(227),+1(63),-,-,-,-,+1(7),-,-,-3,55%,Bronze,嵇纹垲,陈炯荣,张煜,N,N
101,58,上海财经大学,申耶冲击,4,571,-,-4,-,+2(130),+3(122),-,-,-,-,+1(5),-,-,+3(214),55%,Bronze,郭士纳,史靖玮,姜聿时,N,N
102,59,香港中文大学（深圳）,WTYTO,4,576,-,-,-,+1(130),+1(56),-,-5,-,-,+1(10),-,-,+6(280),55%,Bronze,涂宵箫,王泽诚,杨久知,N,N
103,,大连理工大学,二保一,4,584,-,+3(259),-,+3(128),+2(88),-,-,-,-,+1(9),-,-,-3,55%,Bronze,陈常杰,袁振,闫希良,N,N
104,60,南京师范大学,《我从来没觉得写算法开心过》,4,590,-,+1(233),-,+1(226),+1(121),-,-,-,-,+1(10),-,-,-1,0%,Bronze,季润民,陆昊宇,徐杰克,N,N
105,61,天津大学,这还是蟹堡王么,4,606,-,+2(184),-,+1(221),+1(173),-,-1,-,-,+1(8),-,-,-8,20%,Bronze,马宏伟,张明达,吕一然,N,N
106,,上海交通大学,凌晨烈日晖光,4,610,-,-,-,+1(83),-5,-,+4(281),-3,-,+1(9),-,-,+2(157),50%,Bronze,柳烨,秦一苇,郝尚诚,N,N
107,62,西湖大学,Better than revenge ,4,616,-,-,-,+1(121),+2(140),-,-6,-,-,+2(10),-,-,+5(225),60%,Bronze,严密,周扬帆,王宇皓,N,N
108,63,澳门大学,銀霜流萤,4,624,-,+1(222),-,+4(184),+2(128),-,-,-,-,+1(10),-,-,-3,50%,Bronze,麦家俊,高淼悦,席跃,N,N
109,64,东华大学,堇青之夜,4,626,-,+2(186),-,+3(147),+1(206),-,-,-,-,+2(7),-,-,-2,50%,Bronze,鲍威凌,张晓高,黄城帆,N,N
109,64,深圳大学,蓝桥杯深圳总部,4,626,-,+2(195),-,+1(248),+1(154),-,-,-,-,+1(9),-,-,-2,20%,Bronze,张少南,陈洋琛,马午寅,N,N
111,,山东大学,原始人，起洞,4,627,-,+2(245),-,+1(183),+2(151),-,-,-,-,+1(8),-,-,-5,33%,Bronze,王嘉,孙秋延,谯迪中,N,N
112,,厦门大学,我的神里凌华圣15满分,4,676,-,-,-,+6(170),+1(104),-,-3,-,-,+1(12),-,-,+3(250),63%,Bronze,李哲彦,林帅,李林泽,N,N
113,66,山东科技大学,奋进号,4,679,-,+2(202),-,+2(254),+1(150),-,-,-,-,+2(13),-,-,-5,42%,Bronze,张一炜,高宇,许维杰,N,N
114,67,湖南工业大学,断桥下听雨落,4,700,-,+1(193),-,+1(266),+4(171),-,-,-,-,+1(10),-,-,-3,42%,Bronze,杨泰,林思,肖明阳,N,N
114,,四川大学,来计院只为夺金,4,700,-,-1,-,+1(172),+2(122),-,-3,-,-,+1(7),-,-,+6(279),60%,Bronze,钟诚,刘泽勋,张麒豫,N,N
116,68,福州大学,不AC不睡觉,4,716,-,+2(256),-,+1(290),+1(142),-,-,-,-,+1(8),-,-,-,20%,Bronze,丁杰,李盈盈,黄思睿,N,N
117,,西北工业大学,奥恩,4,730,-,+2(295),-,+2(240),+1(146),-,-,-,-,+1(9),-,-,-,33%,Bronze,杜鑫怡,黄煜,刘锦奇,N,N
118,,南京理工大学,茶姬猫猫头,4,731,-,+5(236),-,+3(193),+1(130),-,-,-,-,+3(12),-,-,-7,66%,Bronze,沈培森,刘懿臻,黄苏闽,N,N
119,69,国防科技大学,万有引力号,4,748,-,+2(125),-,+1(259),+4(272),-,-,-,-,+1(12),-,-,-,50%,Bronze,张锦霄,宋畅玮,郭明辰,N,N
120,70,华北水利水电大学,对WA使用无懈可击,4,769,-,+3(218),-,+1(261),+1(242),-,-,-,-,+1(8),-,-,-1,33%,Bronze,刘桐,张毅,黄鹏基,N,N
121,71,厦门理工学院,Gamejoye and his fans,4,797,-,+4(286),-,+1(198),+2(224),-,-,-,-2,+1(9),-,-,-,50%,Bronze,黄承杰,洪世炜,林耿哲,N,N
122,72,郑州大学,宇宙无敌哈基米大王,4,862,-,+2(271),-,+1(294),+2(247),-,-,-,-,+1(10),-,-,-,33%,Bronze,吕翊加,李少昆,孙昱涵,N,N
123,73,香港科技大学,Firebird Chan Lay Harder,4,888,-,+4(237),-,+4(283),+5(156),-,-6,-,-,+1(12),-,-,-,71%,Bronze,吕嘉杰,杨善行,杨善进,N,N
124,,国防科技大学,梦之特快,4,904,-,+3(290),-,-1,+2(213),-,-1,-,-,+1(13),-,-,+4(268),60%,Bronze,苏弘烨,程星桦,刘益通,N,N
125,74,重庆邮电大学,邮电启动,3,249,-,-5,-,+1(69),+1(172),-,-,-,-,+1(8),-,-,-3,0%,Bronze,付宇新,潘乐乐,赵俊超,N,N
126,,北京邮电大学,彰显王威吧，踏遍世间的十二辉剑！,3,290,-,-,-,+1(179),+1(103),-,-,-,-,+1(8),-,-,-3,0%,Bronze,张颢龄,王若竹,谢牧航,N,N
127,,哈尔滨工业大学,憂鬱烏龜,3,293,-,+2(111),-,-,+2(136),-,-5,-,-,+1(6),-,-,-,40%,Bronze,寒钟书,卢海琪,许岩,N,N
128,75,武汉理工大学,最终还是没有成为两位队友一样的大爹,3,338,-,+2(171),-,-,+1(136),-,-,-,-,+1(11),-,-,-,25%,Bronze,张云迪,郭征威,陈涛,N,N
129,76,湖南师范大学,HowToWin,3,345,-,+2(95),-,-,+3(183),-,-,-,-,+1(7),-,-,-5,50%,Bronze,段天琦,钟啸,曾磊鑫,N,N
129,,东南大学,扬帆续新辰,3,345,-,-,-,+1(195),+2(118),-,-,-,-,+1(12),-,-,-,25%,Bronze,刘玮辰,潘亦新,王续丰,N,N
131,77,南阳理工学院,给队友端茶倒水,3,358,-,+1(135),-,+1(215),-6,-,-,-,-,+1(8),-,-,-,0%,Bronze,李灿辉,禹云龙,张泽楷,N,N
132,,武汉大学,两位大佬和他们的飞舞队员,3,359,-,-7,-,+1(149),+3(159),-,-,-,-,+1(11),-,-,-5,40%,Bronze,苌子杰,毛一凡,王舒睿,N,N
133,78,浙江科技大学,djwcb,3,365,-,+2(182),-,-3,+1(153),-,-,-,-,+1(10),-,-,-2,25%,Bronze,范思哲,孙以恒,杨佳涵,N,N
134,79,华南理工大学,这发不AC我当场把电脑吃掉,3,371,-,-1,-,+1(77),-7,-,-,-,-,+1(16),-,-,+2(258),25%,Bronze,叶文煜,罗子健,王雅恒,N,N
135,80,集美大学,我想同你永望黄昏,3,376,-,-6,-,+1(269),+1(100),-,-,-,-,+1(7),-,-,-,0%,Bronze,许超洪,颜秉轩,姚远,N,N
136,81,齐鲁工业大学,还没到六点，早安你个头,3,393,-,-,-,+1(172),+1(211),-,-,-,-,+1(10),-,-,-,0%,Bronze,杨梓睿,张宸维,国展源,N,N
137,,浙江工业大学,我们必须想象他们是幸福的,3,394,-,+1(89),-,+4(235),-4,-,-,-,-,+1(10),-,-,-1,50%,Bronze,谢宇韬,郭正楠,谢子杰,N,N
138,82,湖南文理学院,不学不练,3,395,-,-3,-,+1(171),+1(213),-,-,-,-,+1(11),-,-,-2,0%,Bronze,高锋,洪响,程漠,N,N
139,83,华南师范大学,变出队名的魔法,3,396,-1,+4(221),-1,-1,+2(87),-,-,-,-,+1(8),-,-,-1,57%,Bronze,蔡润钦,余昕烨,温则葆,N,N
140,84,北京化工大学,一纵做总预备队,3,402,-,+2(137),-,-4,+1(239),-,-1,-,-,+1(6),-,-,-1,25%,Bronze,曾赫喆,熊家怡,安晓阳,N,N
141,,南京邮电大学,做铜牌梦,3,404,-,-2,-,+1(141),+2(234),-,-,-,-,+1(9),-,-,-,25%,Bronze,陈兆锋,吴天宇,熊鼎,N,N
142,85,东北师范大学,运行错误,3,411,-,-1,-,+1(250),+2(113),-,-,-,-,+2(8),-,-,-8,40%,Bronze,齐昊坤,曹勇麟,黎江楠,N,N
143,86,湖南大学,凌空摘星,3,417,-,-,-,+1(248),+3(125),-,-,-,-,+1(4),-,-,-,40%,Bronze,朱潇庸,刘博文,陈罡,N,N
144,87,湖南城市学院,灰姑娘的故事,3,426,-,-2,-,+2(226),+4(112),-,-2,-,-,+1(8),-,-,-2,57%,Bronze,王钦荣,张文杰,陆昌坤,N,N
