Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Unofficial,Girl
204,,山东科技大学,雷神之子号,3,250,-,-,+3(101),-,-7,-,-,-,-,+2(64),-,-,+1(25),50%,Bronze,N,N
207,136,南京工业大学,队友说这发再WA就跪键盘,3,254,-,-,+1(85),-,-8,-1,-,-,-,+3(73),-,-,+2(36),50%,Bronze,N,N
208,137,北方工业大学,卡布奇诺,3,256,-,-,+2(62),-,-,-1,-,-,-,+3(120),-,-,+1(14),50%,Bronze,N,N
209,,广东工业大学,野牛蛙,3,265,-,-,+2(102),-12,-,-2,-,-,-,+4(75),-,-,+1(8),57%,Bronze,N,N
210,138,山东师范大学,教练喊我们回去搬砖,3,267,-,-,+2(90),-,-9,-,-,-,-,+3(67),-,-,+2(30),57%,Bronze,N,N
210,,中国石油大学（华东）,奥利奥,3,267,-,-,+2(79),-,-,-2,-,-,-,+3(109),-,-,+1(19),50%,Bronze,N,N
212,,南京航空航天大学,我们是没有感情的ACM杀手,3,268,-,-,+3(72),-6,-2,-,-,-,-,+2(94),-,-,+2(22),57%,Bronze,N,N
213,,河南大学,菜鸡三人行,3,270,-,-,+2(91),-,-3,-1,-,-,-,+3(104),-,-,+1(15),50%,Bronze,N,N
214,,郑州大学,无可奉告,3,277,-,-,+3(107),-6,-,-,-,-,-,+3(81),-,-,+1(9),57%,Bronze,N,N
214,139,肇庆学院,和夫斯堡,3,277,-1,-,+1(133),-2,-3,-3,-,-,-,+1(41),-,-,+3(63),40%,Bronze,N,N
216,,苏州大学,小乔，要努力变强,3,279,-,-,+2(108),-,-5,-,-,-,-1,+4(72),-,-,+1(19),57%,Bronze,N,N
217,140,东华大学,伟大航路,3,281,-,-,+1(154),-,-,-8,-,-,-,+2(62),-,-,+2(25),40%,Honorable,N,N
218,,南京晓庄学院,进击鸡,3,282,-,-,+2(128),-,-,-,-,-,-,+2(66),-,-,+2(28),50%,Honorable,N,N
219,,中国传媒大学,防火防盗防AK,3,283,-,-,+1(142),-,-,-,-,-,-,+1(77),-,-,+2(44),25%,Honorable,N,N
220,141,电子科技大学中山学院,WA子与TLE美的日常,3,284,-,-,+4(97),-,-,-,-,-,-,+3(76),-,-,+1(11),62%,Honorable,N,N
221,142,河海大学,小樱队,3,285,-,-,+4(134),-,-,-1,-,-,-,+1(69),-,-,+1(22),50%,Honorable,N,N
222,143,东北农业大学,我们的气球呢,3,289,-,-,+1(90),-,-9,-,-,-,-,+5(108),-,-,+1(11),57%,Honorable,N,N
222,143,青岛科技大学,我想想,3,289,-,-,+3(114),-,-,-1,-,-,-,+2(92),-,-1,+1(23),50%,Honorable,N,N
224,145,南昌航空大学,昌航软件梦想者,3,296,-,-,+3(129),-,-1,-,-,-,-,+2(66),-,-,+2(21),57%,Honorable,N,N
225,146,浙江育英职业技术学院,育英六队,3,297,-,-,+5(103),-1,-3,-1,-,-,-,+1(61),-,-,+2(33),62%,Honorable,N,N
226,,杭州师范大学,TI 1050,3,299,-,-,+2(65),-,-15,-,-,-,-,+5(78),-,-2,+3(16),70%,Honorable,N,N
227,147,武汉工程大学,无可奉告,3,302,-,-,+3(150),-,-1,-2,-,-,-,+3(59),-,-,+1(13),57%,Honorable,N,N
227,147,浙江科技学院,浙科院,3,302,-,-,+3(73),-,-,-3,-,-,-,+2(153),-,-5,+1(16),50%,Honorable,N,N
229,149,曲阜师范大学,破壁者,3,303,-1,-1,+4(129),-,-,-,-,-,-,+2(55),-,-,+2(19),62%,Honorable,N,N
230,150,江苏科技大学（张家港）,胜利者,3,307,-,-,+4(140),-9,-,-,-,-,-,+1(71),-,-,+1(36),50%,Honorable,N,N
231,,长安大学,米瑞特之阻碍,3,312,-,-,+4(88),-,-4,-4,-,-,-,+4(62),-,-,+2(22),70%,Honorable,N,N
232,,浙江农林大学,铃羽世界第一软萌,3,313,-,-,+4(101),-,-3,-,-,-,-,+2(82),-,-,+2(30),62%,Honorable,N,N
233,151,中国石油大学,留给我们的时间不多了,3,318,-,-,+1(154),-,-,-,-,-,-,+2(89),-,-,+2(35),40%,Honorable,N,N
234,152,河南工业大学,易燃易爆炸,3,319,-,-,+1(141),-,-,-4,-,-,-,+2(94),-,-,+3(24),50%,Honorable,N,N
235,,中国地质大学（武汉）,随机森林,3,325,-,-,+3(105),-,-,-5,-,-,-,+6(69),-,-,+1(11),70%,Honorable,N,N
235,153,四川师范大学,回去的时候我们不想再骑自行车了,3,325,-,-,+3(107),-14,-1,-,-,-,-,+3(75),-,-,+3(23),66%,Honorable,N,N
235,,中国地质大学（武汉）,期望最大化,3,325,-,-,+1(121),-,-1,-,-,-,-,+2(115),-,-,+3(29),50%,Honorable,N,N
238,,青岛大学,哎呦 过了,3,326,-,-,+3(119),-,-1,-,-,-,-,+3(109),-,-,+1(18),57%,Honorable,N,N
239,,东北大学,随机,3,327,-,-,+1(123),-2,-,-,-,-,-,+2(85),-,-,+3(59),50%,Honorable,N,N
240,,烟台大学,咸鱼突刺,3,329,-,-,+4(158),-,-4,-,-,-,-,+1(66),-,-,+2(25),57%,Honorable,N,N
241,154,广东海洋大学,不可抗力,3,339,-,-,+1(174),-,-,-,-,-,-,+1(123),-5,-,+2(22),25%,Honorable,N,N
242,155,浙江财经大学东方学院,菜鸡在死亡边缘试探,3,344,-,-,+2(87),-4,-,-1,-,-,-,+4(129),-,-,+2(28),62%,Honorable,N,N
243,,中国矿业大学,矿里有家,3,346,-,-,+2(95),-,-,-1,-,-,-,+6(118),-,-,+1(13),66%,Honorable,N,N
243,156,青岛理工大学,二阶魔方,3,346,-,-,+2(114),-1,-,-,-,-,-,+4(128),-,-,+1(24),57%,Honorable,N,N
243,156,太原理工大学,A云,3,346,-,-,+1(196),-,-1,-,-,-,-,+2(101),-,-,+1(29),25%,Honorable,N,N
246,,中国海洋大学,今天?Ivan?又没有写代码,3,349,-,-,+1(138),-,-,-1,-,-,-,+2(89),-,-,+4(42),57%,Honorable,N,N
247,,南阳理工学院,跳跳虎的朋友,3,355,-,-,+4(93),-,-,-1,-,-,-,+2(151),-,-,+1(31),57%,Honorable,N,N
248,158,湖北工业大学,本地AC嘤,3,359,-,-,+2(126),-,-,-4,-,-,-,+4(71),-,-,+3(42),66%,Honorable,N,N
249,159,西南科技大学,给我一个稳,3,361,-2,-,+3(148),-,-,-3,-,-,-,+1(111),-,-,+1(62),40%,Honorable,N,N
250,160,北京农学院,peng~biu~bing,3,362,-,-,+4(108),-,-6,-,-,-,-,+6(69),-,-,+1(25),72%,Honorable,N,N
251,,东北林业大学,AotoriChiaki,3,364,-,-,+3(93),-,-3,-,-,-,-,+6(122),-,-,+1(9),70%,Honorable,N,N
252,161,中国石油大学胜利学院,巭孬嫑AK,3,366,-,-,+1(168),-,-,-,-,-,-,+1(102),-,-,+4(36),50%,Honorable,N,N
253,,鲁东大学,游戏人生,3,367,-,-,+4(139),-,-,-1,-,-,-,+2(94),-,-,+2(34),62%,Honorable,N,N
254,,中国石油大学（北京）,锦绣河山美如画,3,370,-,-,+3(153),-,-,-,-,-,-,+3(118),-,-,+1(19),57%,Honorable,N,N
255,,济南大学,青龙山咖啡种植基地,3,374,-,-,+3(145),-,-,-,-,-,-,+4(108),-,-,+1(21),62%,Honorable,N,N
256,162,北京师范大学-香港浸会大学联合国际学院,联合放假学院,3,378,-,-,+5(90),-,-,-,-,-,-,+4(129),-,-,+1(19),70%,Honorable,N,N
257,163,江西师范大学,囧架架,3,379,-,-,+2(123),-,-1,-,-,-,-,+3(167),-,-,+1(29),50%,Honorable,N,N
258,,电子科技大学中山学院,时间限制加一秒,3,381,-,-,+1(143),-,-,-1,-,-,-,+5(107),-,-,+2(31),62%,Honorable,N,N
259,,福州大学,真·自动AC,3,383,-,-,+2(97),-,-6,-,-,-,-,+5(140),-,-,+2(26),66%,Honorable,N,N
260,164,南京邮电大学通达学院,迎接风暴,3,389,-,-,+1(117),-,-,-4,-,-,-,+4(184),-,-,+1(28),50%,Honorable,N,N
261,,山东大学,芋头糕,3,390,-,-,+3(130),-,-,-3,-,-,-,+5(114),-,-,+1(26),66%,Honorable,N,N
262,,河南理工大学,光,3,392,-,-,+4(193),-,-3,-,-,-,-,+1(91),-,-,+1(48),50%,Honorable,N,N
263,165,沈阳航空航天大学,没错我就是益达,3,395,-,-,+4(151),-3,-,-,-,-,-,+4(101),-,-,+1(23),66%,Honorable,N,N
264,,浙江工业大学,喋血胖头猫,3,398,-,-,+3(102),-1,-,-5,-,-,-,+4(155),-,-,+2(21),66%,Honorable,N,N
265,,山东科技大学,光明号,3,400,-,-,+2(82),-,-5,-,-,-,-,+4(194),-,-,+2(24),62%,Honorable,N,N
266,166,辽宁大学,海星,3,408,-,-,+2(149),-,-3,-,-,-,-,+1(95),-,-,+5(64),62%,Honorable,N,N
267,167,上海第二工业大学,呢个石，我的快递呢,3,412,-,-,+1(108),-,-,-,-,-,-,+6(184),-,-,+1(20),62%,Honorable,N,N
267,167,湖南理工学校,上五楼的快活,3,412,-,-,+6(190),-,-,-,-,-,-,+1(74),-,-,+2(28),66%,Honorable,N,N
269,,国防科技大学,听党指挥,3,414,-,-,+3(101),-,-3,-3,-,-,-,+4(116),-,-,+4(37),72%,Honorable,N,N
270,169,北华大学,叶拳超人,3,418,-,-,+5(221),-,-,-9,-,-,-,+2(82),-,-,+1(15),62%,Honorable,N,N
271,170,西安邮电大学,波士顿白鸽,3,419,-,-,+4(148),-,-,-4,-,-,-,+4(137),-,-,+1(14),66%,Honorable,N,N
272,171,成都东软学院,袁堃不叫方方土,3,426,-,-,+7(180),-6,-,-,-,-,-,+2(45),-,-,+3(21),75%,Honorable,N,N
273,,青岛理工大学,要啥自行车,3,427,-,-,+1(90),-,-,-,-,-,-,+4(154),-,-,+5(43),70%,Honorable,N,N
274,,东华大学,碧蓝幻想,3,435,-,-,+1(86),-3,-6,-,-,-,-,+8(151),-,-,+3(18),75%,Honorable,N,N
275,172,中国地质大学（北京）,愿大自然保佑你,3,442,-,-,+4(133),-,-,-,-,-,-,+3(186),-,-,+1(23),62%,Honorable,N,N
276,173,吉林大学,等蛙回家,3,446,-,-,+3(45),-1,-,-,-,-,-,+9(193),-,-,+1(8),76%,Honorable,N,N
277,,中国地质大学（武汉）,增量学习,3,448,-,-,+5(165),-,-,-,-,-,-,+2(99),-,-,+3(44),70%,Honorable,N,N
277,174,长春工业大学,但凡花下落,3,448,-2,-,+5(219),-,-,-,-,-,-,+2(99),-,-,+1(30),62%,Honorable,N,N
279,175,滨州学院,锟斤拷烫烫烫,3,450,-,-,+2(168),-,-24,-,-,-,-,+3(107),-,-,+4(55),66%,Honorable,N,N
280,,华东理工大学,取队名一次5毛,3,451,-,-,+3(178),-,-,-2,-,-,-,+1(74),-,-,+5(79),66%,Honorable,N,N
281,176,闽江学院,北海幼儿园,3,454,-,-,+1(229),-,-,-,-,-,-,+3(98),-,-,+3(47),57%,Honorable,N,N
282,,南京理工大学,悠久的蒸汽机关,3,463,-,-,+4(112),-1,-,-,-,-,-,+5(146),-,-,+3(25),75%,Honorable,N,N
282,177,石河子大学,锦鲤在上,3,463,-,-,+1(177),-,-,-2,-,-,-,+5(166),-,-,+1(40),57%,Honorable,N,N
282,177,西安科技大学,西科大,3,463,-,-,+7(207),-,-,-1,-,-,-,+3(67),-,-,+1(29),72%,Honorable,N,N
285,179,湖南中医药大学,HNUCM-Coders,3,484,-,-,+6(196),-,-,-,-,-,-,+3(112),-,-,+2(16),72%,Honorable,N,N
286,180,嘉应学院,初心,3,497,-,-,+6(144),-,-,-,-,-,-,+4(151),-,-,+2(22),75%,Honorable,N,N
287,181,常州大学,矩阵的铁,3,503,-,-,+2(105),-,-1,-,-,-,-,+7(213),-,-,+2(25),72%,Honorable,N,N
288,,深圳大学,楼上好强,3,504,-,-,+1(241),-,-,-,-,-,-,+4(166),-,-,+1(37),50%,Honorable,N,N
289,182,广东财经大学,三生万物,3,505,-,-,+2(203),-,-,-,-,-,-,+5(158),-,-,+2(24),66%,Honorable,N,N
290,,宁波大学,肥宅快乐水,3,510,-,-,+2(139),-,-,-,-,-,-,+6(206),-,-,+2(25),70%,Honorable,N,N
291,,山东师范大学,北望者,3,511,-,-,+4(153),-,-1,-,-,-,-,+3(175),-,-,+3(43),70%,Honorable,N,N
292,183,天津理工大学,OutOfMemoryError,3,524,-,-,+1(145),-,-,-1,-,-,-,+7(235),-,-,+1(24),66%,Honorable,N,N
293,,中国石油大学（北京）,石油滚滚流,3,527,-,-,+6(131),-,-10,-,-,-,-,+5(203),-,-,+1(13),75%,Honorable,N,N
293,,河南理工大学,永远闪耀,3,527,-,-,+4(231),-,-4,-,-,-,-,+4(125),-,-,+1(51),66%,Honorable,N,N
295,184,徐州工程学院,浮士德,3,529,-,-,+5(179),-,-,-1,-,-,-,+6(144),-,-,+1(26),75%,Honorable,N,N
296,185,南昌大学,最后亿次,3,535,-,-,+5(128),-,-4,-,-,-,-,+4(166),-,-,+4(41),76%,Honorable,N,N
297,,浙江师范大学,懒得想队名,3,546,-,-,+2(77),-,-,-,-,-,-,+10(249),-,-,+1(20),76%,Honorable,N,N
298,,中国石油大学（华东）,你是魔鬼吗,3,558,-,-,+6(291),-,-,-,-,-,-,+3(98),-,-,+1(29),70%,Honorable,N,N
299,186,合肥学院,莫得感情的杀手,3,569,-,-,+9(241),-,-,-,-,-,-,+3(108),-,-,+1(20),76%,Honorable,N,N
300,187,厦门大学嘉庚学院,猛吃草,3,570,-,-,+5(239),-,-,-,-,-,-,+4(161),-,-,+1(30),70%,Honorable,N,N
301,,鲁东大学,LK-AC-自动机,3,576,-,-,+2(174),-,-,-,-,-,-,+7(188),-,-,+2(54),72%,Honorable,N,N
302,188,齐鲁工业大学,筚路蓝缕以启山林,3,583,-,-,+6(212),-,-,-,-,-,-,+3(127),-,-,+4(44),76%,Honorable,N,N
303,189,闽南师范大学,生气了吗,3,594,-,-,+5(165),-,-1,-,-,-,-,+9(176),-,-,+1(13),80%,Honorable,N,N
304,190,成都理工大学,数独,3,595,-,-,+4(202),-,-,-,-,-,-,+7(143),-,-,+3(30),78%,Honorable,N,N
304,190,辽宁石油化工大学,我真的很菜,3,595,-,-,+6(262),-,-,-,-,-,-,+2(183),-,-,+1(30),66%,Honorable,N,N
306,,哈尔滨工业大学（威海）,苍穹,3,605,-,-,+10(179),-,-,-2,-,-,-,+5(107),-,-,+3(19),83%,Honorable,N,N
307,,山东财经大学,不用往下看了下面都打铁,3,614,-,-,+2(236),-,-,-,-,-,-,+5(162),-,-,+3(76),70%,Honorable,N,N
308,192,湖州师范学院,湖州师范一队,3,623,-,-,+3(207),-,-1,-,-,-,-,+6(224),-,-,+2(32),72%,Honorable,N,N
309,,常州大学,转发这个杨超越,3,638,-,-,+4(212),-,-3,-5,-,-,-,+5(203),-,-,+3(43),75%,Honorable,N,N
310,193,合肥工业大学,上面的别A了,3,669,-,-,+5(150),-,-,-,-,-,-,+9(246),-,-,+1(33),80%,Honorable,N,N
311,194,华北电力大学(北京,电大,3,674,-,-,+2(167),-,-,-,-,-,-,+10(230),-,-,+3(37),80%,Honorable,N,N
312,195,杭州电子科技大学信息工程学院,爱数学的琪露诺,3,696,-,-,+9(214),-,-,-6,-,-,-,+7(160),-,-,+2(22),83%,Honorable,N,N
312,195,湖南人文科技学院,刷最水的题，喝最冰的啤,3,696,-,-,+12(223),-,-,-,-,-,-,+4(147),-,-,+2(26),83%,Honorable,N,N
314,,哈尔滨理工大学,哈理工17队,3,717,-,-,+2(165),-,-,-,-,-,-,+5(293),-,-,+3(119),70%,Honorable,N,N
315,197,河北师范大学,扶我起来我还能AC,3,729,-,-,+3(242),-,-,-,-,-,-,+5(198),-,-,+4(109),75%,Honorable,N,N
316,,上海第二工业大学,呢个王，我的网呢,3,731,-,-,+19(296),-,-,-,-,-,-,+1(41),-,-,+2(14),86%,Honorable,N,N
317,198,郑州升达经贸管理学院,壹贰叁肆伍,3,734,-,-,+3(115),-,-,-,-,-,-,+10(263),-,-,+5(56),83%,Honorable,N,N
318,199,华北水利水电大学,漆黑的莫莫,3,884,-,-,+19(284),-,-,-,-,-,-,+3(141),-,-,+2(39),87%,Honorable,N,N
319,,华东理工大学,做的题都队,3,979,-,-,+12(295),-,-,-,-,-,-,+10(189),-,-,+3(55),88%,Honorable,N,N
320,,宁波大学,咕咕咕~,3,1011,-,-,+4(287),-,-,-,-,-,-,+15(295),-,-,+3(49),86%,Honorable,N,N
321,200,湖北民族学院,恩施大峡谷,2,79,-,-,-9,-,-,-,-,-,-,+1(59),-,-,+1(20),0%,Honorable,N,N
322,201,华南师范大学,尾号玩家,2,159,-,-,+2(123),-,-,-2,-,-,-,-13,-,-,+1(16),33%,Honorable,N,N
323,202,贵州大学,莓道理,2,165,-,-,-13,-,-,-,-,-,-,+3(101),-,-,+1(24),50%,Honorable,N,N
324,,山东农业大学,SDAU_QD2,2,191,-,-,+2(117),-,-,-,-,-,-,-10,-,-,+2(34),50%,Honorable,N,N
325,203,衡阳师范学院,注意观察四周,2,201,-,-,+4(121),-,-2,-1,-,-,-,-7,-,-,+1(20),60%,Honorable,N,N
326,,烟台大学,穷且不坠青云志,2,210,-,-,-3,-,-,-,-,-,-,+1(130),-,-,+2(60),33%,Honorable,N,N
327,204,江苏大学,滋儿哇,2,225,-,-,-6,-,-,-,-,-,-,+4(122),-,-,+2(23),66%,Honorable,N,N
327,204,新疆大学,orz,2,225,-,-,+2(181),-,-6,-,-,-,-,-13,-,-,+1(24),33%,Honorable,N,N
329,206,南通大学,真香,2,236,-,-,+2(108),-,-,-1,-,-,-,-14,-,-,+4(48),66%,Honorable,N,N
330,,青岛大学,交就队,2,252,-,-,+3(156),-,-,-,-,-,-,-5,-,-,+2(36),60%,Honorable,N,N
331,207,电子科技大学成都学院,求铜,2,255,-,-,+5(153),-,-,-,-,-,-,-4,-,-,+1(22),66%,Honorable,N,N
332,208,北京交通大学威海校区,WatchMyDust,2,260,-,-,+2(193),-,-,-,-,-,-,-6,-,-,+1(47),33%,Honorable,N,N
333,,山东理工大学,守得云开见月明,2,296,-,-,+4(188),-,-,-,-,-,-,-12,-,-,+2(28),66%,Honorable,N,N
334,209,河北工业大学,河工666,2,304,-,-,-17,-,-,-,-,-,-,+5(145),-,-,+3(39),75%,Honorable,N,N
335,,东北师范大学,不能总养蛙,2,377,-,-,+5(201),-,-,-,-,-,-,-5,-,-,+3(56),75%,Honorable,N,N
336,,沈阳航空航天大学,能咕善码,2,383,-,-,-13,-,-,-,-,-,-,+3(153),-,-,+6(90),77%,Honorable,N,N
337,210,山东工商学院,来一曲利刃华尔兹吧,2,390,-5,-,-15,-,-,-,-,-,-,+5(242),-,-,+1(68),66%,Honorable,N,N
338,,青岛科技大学,我再想想,2,404,-,-,+8(212),-,-,-,-,-,-,-10,-,-,+2(32),80%,Honorable,N,N
339,211,乐山师范学院,好结局,2,470,-,-,-5,-,-,-,-,-,-,+8(252),-,-,+2(58),80%,Honorable,N,N
340,,山东工商学院,以上为注释内容,2,471,-,-,-9,-,-,-,-,-,-,+3(225),-,-,+6(106),77%,Honorable,N,N
341,212,安徽财经大学,游泳队,2,503,-,-,+5(273),-,-,-,-,-,-,-6,-,-,+4(90),77%,Honorable,N,N
342,213,山东科技大学(济南校区,燃烧我的测评机,2,626,-,-,-8,-,-,-,-,-,-,+8(283),-,-,+3(163),81%,Honorable,N,N
343,214,江西财经大学,江西财经大学005,2,703,-,-,-,-,-,-,-,-,-,+15(278),-,-,+6(45),90%,Honorable,N,N
344,215,湖南工程学院,HNIE-01,1,29,-,-,-6,-,-,-,-,-,-,-3,-,-,+1(29),0%,Honorable,N,N
345,216,陕西科技大学,至诚至博,1,56,-,-,-2,-,-,-,-,-,-,-22,-,-,+2(36),50%,Honorable,N,N
346,217,青岛农业大学,丝滑拿铁,1,66,-,-,-4,-,-,-,-,-,-,-5,-,-,+2(46),50%,Honorable,N,N
347,218,枣庄学院,追逐梦想,1,84,-,-,-,-,-,-,-,-,-,-18,-,-,+3(44),66%,Honorable,N,N
348,,曲阜师范大学,绝地求生,1,97,-,-,-,-,-,-,-,-,-,-10,-,-,+4(37),75%,Honorable,N,N
349,219,哈尔滨学院,哈尔滨什么学院？,1,117,-,-,-5,-,-,-,-,-,-,-6,-,-,+4(57),75%,Honorable,N,N
350,220,安徽工业大学,AC来一发好吗？求你了,1,144,-,-,-4,-,-,-,-,-,-,-6,-,-,+5(64),80%,Honorable,N,N
351,221,临沂大学,空空空积跬步,1,161,-,-,-,-,-,-,-,-,-,-11,-,-,+4(101),75%,Honorable,N,N
352,222,潍坊学院,背水一战,1,251,-,-,-3,-,-,-,-,-,-,-8,-,-,+7(131),85%,Honorable,N,N
353,223,山东女子学院,一天早晨,0,0,-,-,-,-,-,-,-,-,-,-4,-,-,-5,0%,Honorable,N,N
353,223,东华理工大学,超越自我,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,N,N
