Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
186,,四川大学,你们在干什么喵？在罚时喵！补药罚我时喵！,3,183,-,+3(87),-,-,-,-1,-,-,+1(11),-,-1,-,+1(45),40%,Bronze,王凯睿,张翰辰,赵勇哲,N,N
187,114,集美大学,是个名就行,3,186,-,+1(92),-,-,-,-3,-,-,+1(15),-,-1,-,+2(59),25%,Bronze,王志珑,林敬炜,林卓毅,N,N
188,115,新疆大学,XJU_T7,3,187,-,+1(102),-,-,-,-,-,-,+1(11),-,-2,-1,+1(74),0%,Bronze,于文硕,吴华威,雍景雄,N,N
189,116,温州商学院,恭喜以上队伍获奖,3,187,-,+1(38),-,-,-,-,-,-,+1(9),-,-,-,+1(140),0%,Bronze,高展,薛骏诚,梁昊翔,N,N
190,,湖南师范大学,刻板印象,3,188,-,+1(84),-,-,-,-,-,-,+2(27),-,-,-,+1(57),25%,Bronze,陈碧晖,朱雯娜,钟秋乐,N,N
191,117,郑州经贸学院,最后的阿比盖尔之花,3,191,-,+1(84),-,-,-,-3,-,-,+1(10),-,-,-,+1(97),0%,Bronze,王哲,席玮辰,张海乐,N,N
192,118,昆明理工大学,爱神，自惊艳中诞生,3,194,-1,+3(60),-,-,-,-11,-,-,+1(7),-,-,-,+1(87),40%,Bronze,李若愚,彭云川,刘浩天,N,N
193,119,河南农业大学,不搞抽象了,3,196,-,+2(34),-,-,-,-,-,-,+1(10),-,-,-,+1(132),25%,Bronze,许博文,赵嘉驰,张云博,N,N
194,120,江西财经大学,我从丹东来，抽中真嗨77,3,200,-,+1(63),-,-,-,-4,-,-,+3(10),-1,-1,-,+1(87),40%,Bronze,肖俊杰,黄亦诚,彭俊杰,N,N
195,121,河北工业大学,正联退,3,202,-,+6(63),-,-,-,-10,-,-,+1(5),-,-1,-,+1(34),62%,Bronze,刘弈廷,黄思惟,李瀚文,N,N
196,,宁波大学,Bongo Cat,3,203,-,+2(99),-,-,-,-1,-,-,+2(12),-,-,-,+1(52),40%,Bronze,蔡昕洋,林泓杰,王泽豪,N,N
197,122,湖南大学,从零开始的算法竞赛生活,3,205,-,+2(111),-,-,-,-3,-,-,+1(13),-,-,-,+1(61),25%,Bronze,唐铭鑫,符敦钧,张浩翔,N,N
198,,北京交通大学,同衢逐梦,3,207,-,+1(93),-,-,-,-1,-,-,+1(10),-,-,-,+1(104),0%,Bronze,王健晨,廖致涵,冯昱杰,N,N
199,,北京理工大学,我感觉我灵感枯竭了,3,210,-,+1(113),-,-,-,-,-,-,+2(18),-3,-,-,+1(59),25%,Bronze,曾梓木,彭浩然,袁靖,N,N
200,123,华南农业大学,三个键盘手也能组一辈子的乐队吗？,3,210,-1,+1(83),-,-,-,-,-,-,+1(11),-,-,-,+1(116),0%,Bronze,谭伟杰,陈钢,颜乾彪,N,N
201,124,北京城市学院,DreamFire,3,212,-,+1(111),-,-,-,-1,-,-,+2(5),-,-,-,+1(76),25%,Bronze,党金鹏,姜耀东,张依林,N,N
202,,山东大学,我不曾忘记,3,214,-,+3(111),-,-,-,-3,-,-,+1(7),-,-,-,+1(56),40%,Bronze,燕学烨,孙语聪,杨师玉,N,N
203,125,北京化工大学,挑灯寻梦,3,215,-,+2(90),-,-,-,-,-,-,+1(7),-,-,-,+1(98),25%,Bronze,范力烨,江浩,周好,N,N
204,,香港中文大学,放學後飲茶時間!!,3,215,-,+1(106),-,-,-,-8,-,-,+1(11),-,-,-,+1(98),0%,Bronze,翁泽辉,左正楠,杜景滔,N,N
205,,华南农业大学,其实错完了,3,221,-,+2(118),-,-,-,-5,-,-,+1(7),-,-,-,+1(76),25%,Bronze,钟启航,袁菱,江煊杰,N,N
206,126,东华大学,福音摇滚,3,222,-,+1(145),-,-,-,-4,-,-,+1(13),-,-1,-,+1(64),0%,Bronze,钟卓远,刘亚锐,程君豪,N,N
207,127,沈阳师范大学,今夜，星光灿烂,3,224,-,+1(39),-,-,-,-,-,-,+1(8),-,-2,-,+2(157),25%,Bronze,章传亮,谌致远,李文杰,N,N
208,128,广东工业大学,静声,3,225,-,+3(109),-,-,-,-,-,-,+1(12),-,-4,-,+1(64),40%,Bronze,谢嘉骏,袁镇清,许晓喆,N,N
209,,华南农业大学,哇这个好可爱啊喵>w<,3,226,-,+1(38),-,-,-,-9,-,-,+3(12),-,-,-,+1(136),40%,Bronze,邓皓泽,黄卓铭,李炫彰,N,N
210,,哈尔滨工业大学,加载中，请稍候,3,229,-,+2(129),-,-,-,-4,-,-,+1(13),-,-,-,+1(67),25%,Bronze,刘明卓,刘靖文,郭健桓,N,N
211,,中南大学,go学长拒绝wa学弟,3,232,-,+3(96),-,-,-,-1,-,-,+1(8),-,-,-,+1(88),40%,Bronze,王宇涵,廖洋,张卓然,N,N
212,129,河南理工大学,河狸诸葛亮,3,235,-,+1(93),-,-,-,-1,-,-,+1(11),-,-,-,+1(131),0%,Bronze,蒲叶,常曜璘,张荣昌,N,N
213,130,重庆邮电大学,3G联盟,3,236,-,+2(67),-,-,-,-,-,-,+1(16),-,-1,-,+1(133),25%,Bronze,冯禹杰,汪炜杰,林新雨,N,N
214,,兰州大学,今晚来我床上打三国杀,3,237,-,+2(98),-,-,-,-5,-,-,+2(27),-,-,-,+2(52),50%,Bronze,曹家硕,沈天辰,张照博,N,N
215,,广东工业大学,不qwq,3,237,-,+2(107),-,-,-,-6,-,-,+2(12),-,-,-,+1(78),40%,Bronze,廖家健,欧俊希,冯天翔,N,N
216,131,天津理工大学,续章&&序章,3,240,-,+2(88),-,-,-,-2,-,-,+1(18),-,-2,-,+1(114),25%,Bronze,李衍硕,陆思成,成冰阳,N,N
217,132,青岛大学,水天一色,3,241,-,+2(109),-,-,-,-2,-,-,+3(14),-,-2,-,+1(58),50%,Bronze,杜桂涛,杨子航,温瑞波,N,N
218,133,电子科技大学中山学院,超级卡比呆猫在ICPC现场推广错误贪心,3,242,-,+1(43),-,-,-,-3,-,-,+1(11),-,-1,-,+1(188),0%,Bronze,谭昊,徐子希,雷旻屹,N,N
219,,东北师范大学,深度睡眠,3,244,-,+1(86),-,-,-,-4,-,-,+3(19),-,-1,-,+1(99),40%,Bronze,张稷穗,赵新睿,缪弘毅,N,N
220,,华中师范大学,T34-灰风,3,244,-,+2(147),-,-,-,-1,-,-,+1(11),-,-,-,+1(66),25%,Bronze,刘孟谦,杨璟欣,彭雅晨,N,N
221,,西湖大学,西湖一队,3,246,-,+3(111),-,-,-,-,-,-,+1(10),-,-,-,+1(85),40%,Bronze,陈子乐,江易娴,汪嘉俊,N,N
222,,北京化工大学,哎哟你干嘛,3,249,-,+4(125),-,-,-,-1,-,-,+1(13),-,-1,-,+1(51),50%,Bronze,孙博文,张增鑫,陈翔钰,N,N
223,,浙江农林大学,Blessing,3,249,-,+1(78),-,-,-,-2,-,-,+2(15),-,-,-,+1(136),25%,Bronze,程培哲,潘宇健,罗俊升,N,N
224,134,中南林业科技大学,教练我不想打铁了,3,249,-,+1(83),-,-,-,-,-,-,+1(9),-,-,-,+2(137),25%,Bronze,李逢浩,吴梦瑶,周子未,N,N
225,,东华大学,种树东华,3,250,-,+1(107),-,-,-,-,-,-,+2(18),-,-,-,+1(105),25%,Bronze,程政凯,胡俞希,崔麒锐,N,N
226,135,武汉商学院,月诏,3,251,-,+2(117),-,-,-,-,-,-,+1(13),-,-,-,+2(81),40%,Bronze,杨文昊,李吉,许义,N,N
227,136,长沙学院,我不写dp,3,252,-3,+3(133),-,-,-,-,-,-,+1(8),-,-7,-,+1(71),40%,Bronze,曾俊,杨李兵,张方林,N,N
228,,广东工业大学,起名最麻烦了,3,253,-,+1(110),-,-,-,-,-,-,+1(11),-,-,-,+1(132),0%,Bronze,陈锦清,梁永洪,林梓豪,N,N
229,137,中北大学,ACMer转生，到了xcpc就拿出0721次罚时,3,255,-,+3(71),-,-,-,-,-,-,+1(15),-,-,-,+1(129),40%,Bronze,杨庆伟,王泽仁,李镇道,N,N
230,138,安徽农业大学,客星璀璨之夜,3,256,-,+4(135),-,-,-,-,-,-,+1(7),-,-3,-,+1(54),50%,Bronze,韩贺宇,陈溪,程洛庆,N,N
231,139,天津工业大学,良田满穗,3,259,-,+4(112),-,-,-,-1,-,-,+1(5),-,-4,-,+1(82),50%,Bronze,侯仁正,应嘉宇,李翊萌,N,N
232,140,燕山大学,燕大2队,3,260,-,+2(128),-,-,-,-3,-,-,+2(9),-,-,-,+1(83),40%,Bronze,黎睿涵,张翔硕,孙毅恒,N,N
233,141,南京晓庄学院,不吃压力,3,263,-,+3(128),-,-,-,-6,-,-,+2(9),-,-,-,+1(66),50%,Bronze,黄齐,王思博,佘亦纲,N,N
234,,中国科学院大学,面无波澜,3,267,-,+3(108),-,-,-,-3,-,-,+2(7),-,-,-,+1(92),50%,Bronze,马宇骏,邱宇峰,蔡钟渔,N,N
235,,北京林业大学,本质高手,3,267,-,+1(86),-,-,-,-,-,-,+1(11),-,-,-,+1(170),0%,Bronze,杨尧天,管穗京,张森柏,N,N
236,142,广州大学,哈基米南北绿多,3,268,-,+4(104),-,-,-,-2,-,-,+1(11),-,-,-,+1(93),50%,Bronze,李轩,周昊焌,杨尚华,N,N
237,143,西北农林科技大学,老九农,3,268,-,+1(194),-,-,-,-,-,-,+1(13),-,-,-,+1(61),0%,Bronze,窦维嘉,段昊辰,李彤,N,N
238,144,郑州大学,样例没过但ac,3,270,-,+2(126),-,-,-,-6,-,-,+1(11),-,-,-,+1(113),25%,Bronze,周政,薛天齐,吴鑫,N,N
239,145,浙大宁波理工学院,仿生小猫会遇见电子阿雅吗？,3,270,-,+1(81),-,-,-,-,-,-,+1(11),-,-2,-,+1(178),0%,Bronze,刘佳乐,丁智宇,叶仲豪,N,N
240,146,厦门理工学院,杀马特团长，我踏马来辣,3,274,-,+2(87),-,-,-,-,-,-,+2(13),-,-1,-,+1(134),40%,Bronze,丁尔为,黄伟彬,郑炜钦,N,N
241,,广州大学,宵宫流萤,3,276,-,+1(88),-,-,-,-4,-,-,+3(16),-,-,-,+1(132),40%,Honorable,陈思翀,曹志成,张正浩,N,N
242,147,辽宁大学,月影宵行,3,277,-,+1(144),-,-,-,-2,-,-,+1(8),-,-,-,+2(105),25%,Honorable,高斐鸿,夏宇杰,庞宇呈,N,N
243,148,福建师范大学,超级飞侠快使用后仰跳投。,3,280,-,+3(94),-,-,-,-3,-,-,+1(9),-,-,-,+1(137),40%,Honorable,魏陈源,陈屹城,李舒韩,N,N
244,149,广东外语外贸大学,最棒的小羊,3,281,-,+1(85),-,-,-,-1,-,-,+1(8),-,-,-,+1(188),0%,Honorable,麦思睿,梁国祥,王祉乔,N,N
245,,杭州电子科技大学,杭电8队,3,284,-,+1(95),-,-,-,-2,-,-,+3(37),-,-,-,+1(112),40%,Honorable,陈旭,罗立诚,陈瀚锐,N,N
246,,黑龙江大学,惊人的老登,3,290,-,+4(102),-,-,-,-15,-,-,+1(9),-,-,-,+3(79),62%,Honorable,陈秋雨,张煦,何恩培,N,N
247,150,大连理工大学城市学院,击碎黑暗,3,293,-,+1(155),-,-,-,-3,-,-,+2(14),-,-,-,+1(104),25%,Honorable,闫屹伟,高小柯,,N,N
248,151,河南师范大学,红鲤鱼与绿鲤鱼与红绿鲤鱼,3,295,-,+2(162),-,-,-,-,-,-,+1(10),-,-6,-,+1(103),25%,Honorable,杨泓延,郝国栋,张云翔,N,N
249,152,成都信息工程大学,还在为她患得患失吗,3,302,-,+1(133),-,-,-,-2,-,-,+2(10),-,-,-,+2(119),40%,Honorable,张顺军,杨鹏,权雨帆,N,N
250,153,大连理工大学盘锦校区,再一次,3,304,-,+1(120),-,-,-,-,-,-,+2(16),-,-,-3,+1(148),25%,Honorable,刘腾予,齐思博宇,苏汉升,N,N
251,154,广西师范大学,哦吼吼吼吼吼,3,306,-,+1(109),-,-,-,-2,-,-,+1(8),-,-,-,+3(149),40%,Honorable,王功磊,詹炜翔,李娇娇,N,N
252,,中南大学,对吗?对的:哦不对;,3,306,-,+4(189),-,-,-,-10,-,-,+1(6),-,-,-,+1(51),50%,Honorable,龚垚淼,李奕儒,许宸哲,N,N
253,155,杭州师范大学,知识学爆,3,308,-,+1(127),-,-,-,-2,-,-,+1(21),-,-,-,+1(160),0%,Honorable,王熠楠,叶志汉,金岸,N,N
254,156,贵州大学,toot,3,308,-,+2(180),-,-,-,-3,-,-,+2(18),-,-,-,+1(70),40%,Honorable,程航,唐辰宸,周俊翔,N,N
255,157,莆田学院,斯库尔德,3,310,-,+3(146),-,-,-,-3,-,-,+3(14),-,-,-,+1(70),57%,Honorable,王羿捷,卢竑宇,缪高峰,N,N
256,,南京邮电大学,Accepted is all you need,3,310,-,+1(59),-,-,-,-,-,-,+3(9),-,-,-,+1(202),40%,Honorable,贲振豪,卫鸿飞,刘君涵,N,N
257,158,长春理工大学,wrss说出门在外要保护好自己,3,311,-,+1(169),-,-,-,-3,-,-,+1(11),-,-,-,+1(131),0%,Honorable,李佳阳,满统勋,何宇航,N,N
258,159,香港科技大学,HKUST4,3,316,-,+1(137),-,-,-,-,-,-,+3(29),-,-,-,+1(110),40%,Honorable,胡书睿,莫云翔,莫子龙,N,N
259,160,中国人民解放军网络空间部队信息工程大学,重生之我在信大,3,317,-,+1(137),-,-,-,-,-,-,+1(8),-,-1,-,+1(172),0%,Honorable,闫国基,王宇轩,胡轲帆,N,N
260,161,上海财经大学,我们 AK ICPC,3,321,-,+3(161),-,-,-,-3,-,-,+1(6),-,-1,-,+1(114),40%,Honorable,周振凯,史靖玮,陶晟昱,N,N
261,,南方科技大学,南方科技大学-哈奇马斯,3,322,-,+3(182),-,-,-,-3,-,-,+1(12),-,-,-,+1(88),40%,Honorable,王惠民,丁哲昊,李滨,N,N
262,,郑州大学,芙宁娜的小蛋糕,3,324,-,+3(153),-,-,-,-,-,-,+1(14),-,-,-,+1(117),40%,Honorable,杨光,徐钧杰,朱锦昊,N,N
263,,南京理工大学,样例过了就是过,3,328,-,+3(115),-,-,-,-7,-,-,+2(13),-,-3,-,+4(80),66%,Honorable,吴可泓,薄闻乐,杨炫,N,N
264,162,沈阳理工大学,不祈者,3,329,-,+3(103),-,-,-,-7,-,-,+1(7),-,-4,-,+4(119),62%,Honorable,闻家尉,丁成龙,户天野,N,N
265,163,中国民航大学,非暴力不ac,3,331,-,+4(141),-,-,-,-,-,-,+1(12),-,-,-,+1(118),50%,Honorable,梁永琰,孙皓,耿曼淳,N,N
266,164,华中农业大学,一支队伍,3,331,-,+1(146),-,-,-,-5,-,-,+1(14),-,-,-,+4(111),50%,Honorable,蒋志恩,付波,彭传钰,N,N
267,165,武汉理工大学,*永远的幻想乡,3,332,-,+2(176),-,-,-,-3,-,-,+1(11),-,-,-,+1(125),25%,Honorable,刘泽宇,巫殷凯,胡书诚,N,N
268,166,南京工业大学,做AK梦,3,335,-,+3(89),-,-,-,-,-,-,+1(16),-,-,-,+1(190),40%,Honorable,刘珂,盘英章,宋申辉,N,N
269,,东北林业大学,文酱の万事屋,3,338,-,+1(103),-,-,-,-2,-,-,+4(32),-,-,-,+1(143),50%,Honorable,肖高,程风帆,戈群翔,N,N
270,,成都信息工程大学,鼠鼠大王,3,339,-,+4(167),-,-,-,-4,-,-,+1(7),-,-,-,+1(105),50%,Honorable,韦彦祖,魏章博,莫政君,N,N
271,167,浙江工业大学,ZJUT9,3,339,-,+2(173),-,-,-,-,-,-,+1(25),-,-,-,+1(121),25%,Honorable,刘伯亮,郭谨志,王锦燊,N,N
272,,大连理工大学,评测机我来给你踩踩背,3,342,-,+2(71),-,-,-,-5,-,-,+2(10),-,-,-,+4(161),62%,Honorable,蓝海洋,陈德威,吴锡奎,N,N
273,,南方科技大学,南方科技大学-希尔万,3,342,-,+3(174),-,-,-,-,-,-,+1(25),-4,-,-,+2(83),50%,Honorable,谢沁鑫,王思忧,孙守毅,N,N
274,168,济南大学,暴力出奇迹联盟,3,347,-,+3(152),-,-,-,-,-,-,+1(11),-,-1,-,+2(124),50%,Honorable,丁子祥,王基懿,孙孟琦,N,N
275,,上海理工大学,云雾夜,3,350,-2,+2(161),-,-,-,-,-,-,+1(11),-,-,-,+3(118),50%,Honorable,李俊毅,王嘉程,周天昊,N,N
276,,河南师范大学,牛牛牛,3,355,-,+1(117),-,-,-,-,-,-,+1(14),-,-7,-,+1(224),0%,Honorable,刘资成,刚毅,赵恒,N,N
277,,杭州师范大学,调和线束,3,358,-,+4(206),-,-,-,-1,-,-,+1(8),-,-1,-,+1(84),50%,Honorable,张卓,何敏璐,温从锭,N,N
278,169,南京农业大学,銀花,3,359,-,+4(228),-,-,-,-,-,-,+1(24),-,-4,-,+1(47),50%,Honorable,王文圣,李嘉熙,周进,N,N
279,,浙江师范大学,"主包,主包,这一次能拿牌吗?",3,361,-,+5(170),-,-,-,-,-,-,+2(9),-,-,-,+1(82),62%,Honorable,汪暄暄,陈佳宜,金涵博,N,N
280,170,山东师范大学,哈气的基米不会爆零,3,364,-1,+4(193),-,-,-,-,-,-,+1(14),-,-1,-,+1(97),50%,Honorable,程佳星,王永恺,宋文远,N,N
281,,香港科技大学（广州）,火龙果队,3,366,-,+2(116),-,-,-,-,-,-,+6(40),-1,-8,-,+1(90),66%,Honorable,王子翔,黎殷豪,王浩然,N,N
282,171,香港城市大学（东莞）,让我们说中文！欢迎来到icpc的世界，你准备好成为icpc传奇了吗？,3,366,-,+4(179),-,-,-,-,-,-,+1(10),-,-,-,+1(117),50%,Honorable,郭旺乐,郭刘翰文,袁浩航,N,N
283,172,上海纽约大学,上纽1队,3,368,-,+1(130),-,-,-,-,-,-,+2(20),-,-,-,+2(178),40%,Honorable,郭凯越,刘濮铭,许诗栋,N,N
284,173,大连民族大学,何意味,3,368,-,+5(194),-,-,-,-,-,-,+1(10),-,-,-,+1(84),57%,Honorable,王玲,赵烺,廖立华,N,N
285,,重庆邮电大学,流离之人追逐幻影,3,371,-,+6(157),-,-,-,-7,-,-,+1(10),-,-1,-,+1(104),62%,Honorable,孙艺恒,欧阳馨,任明乾,N,N
286,174,东北农业大学,"One Shot,One AC",3,375,-,+5(99),-,-,-,-,-,-,+2(15),-,-6,-,+3(121),70%,Honorable,杨煜,史东伟,杨家浩,N,N
287,,中国石油大学（华东）,UPC2035,3,376,-,+5(122),-,-,-,-1,-,-,+1(9),-,-,-,+1(165),57%,Honorable,吕恒欣,袁露菡,杨皓月,N,N
288,,济南大学,铁血冷血热血之忍,3,376,-,+6(168),-,-,-,-,-,-,+1(11),-5,-,-,+2(77),66%,Honorable,贾甦瑞,李军翰,王孜博,N,N
289,,香港中文大学（深圳）,AC娘单推人,3,378,-1,+3(184),-,-,-,-,-,-,+1(9),-,-,-,+3(105),57%,Honorable,邵辰航,邓沣庭,潘彦,N,N
290,,中国地质大学（北京）,AC搬运机,3,380,-,+1(183),-,-,-,-,-,-,+3(29),-,-1,-,+1(128),40%,Honorable,吴浩炀,翁子竣,文浩名,N,N
291,175,江西农业大学,领航者,3,384,-,+5(202),-,-,-,-,-,-,+1(7),-,-,-,+2(75),62%,Honorable,刘圣丰,吴楚扬,江柏霖,N,N
292,176,大连海事大学,雀魂低手,3,387,-,+2(191),-,-,-,-4,-,-,+2(12),-,-4,-,+1(144),40%,Honorable,刘震,戈晟年,卞一名,N,N
293,177,临沂大学,kmp,3,388,-,+2(133),-,-,-,-2,-,-,+1(9),-,-,-,+3(186),50%,Honorable,王琦,李国伟,黄鑫,N,N
294,178,南阳师范学院,悬笔二绝,3,390,-,+4(221),-,-,-,-,-,-,+1(8),-,-2,-,+1(101),50%,Honorable,闵龙隆,黄雯建,王子龙,N,N
295,,河南大学,在O(1)时间复杂度坠入爱河,3,390,-,+4(229),-,-,-,-,-,-,+1(15),-,-5,-,+1(86),50%,Honorable,陈鑫,严枫,李文举,N,N
296,179,温州大学,温大十队,3,391,-1,+2(158),-,-,-,-,-,-,+1(12),-,-,-,+1(201),25%,Honorable,管焌羽,是凯宁,周圣涵,N,N
297,180,南昌航空大学,码力全开,3,395,-1,+4(142),-,-,-,-7,-,-,+3(22),-,-,-,+1(131),62%,Honorable,李毅伟,曾葵炫,雷林平,N,N
298,,北京邮电大学,我不道啊,3,395,-,+2(71),-,-,-,-2,-,-,+2(17),-,-3,-,+7(147),72%,Honorable,陈启元,唐士淼,刘永琰,N,N
299,181,昆山杜克大学,DueKillU,3,396,-,+5(204),-,-,-,-5,-,-,+1(11),-,-,-,+1(101),57%,Honorable,冯昊扬,吴以恒,Bilol Abdilxayev,N,N
300,182,湖南理工学院,君不见高堂评测悲全WA,3,397,-,+6(221),-,-,-,-2,-,-,+2(10),-,-,-,+1(46),66%,Honorable,林卫昱,费峥宇,陈天好,N,N
301,183,沈阳航空航天大学,放肆，再让我听到这样的话，我就扎聋自己的耳朵,3,398,-,+2(165),-,-,-,-,-,-,+2(44),-,-1,-,+1(149),40%,Honorable,张彦泽,王禹丁,卢涵,N,N
302,,北京师范大学,象象,3,398,-,+3(172),-,-,-,-1,-,-,+2(13),-,-,-,+1(153),50%,Honorable,王宇畅,谢秋凡,赵宸,N,N
303,184,西南财经大学,融化的梦,3,404,-,+4(174),-,-,-,-5,-,-,+2(20),-,-,-,+1(130),57%,Honorable,刘俊宏,刘勇杰,韩宇轩,N,N
304,,湖南大学,繁花,3,406,-,+4(204),-,-,-,-3,-,-,+1(9),-,-,-,+1(133),50%,Honorable,文卓,唐怡,陈辉煜,N,N
305,185,浙江科技大学,这个真好吃nya,3,412,-2,+4(123),-,-,-,-,-,-,+1(10),-,-,-,+5(139),70%,Honorable,吴家炜,朱哲,陈佳鹏,N,N
306,186,西南民族大学,Two to Two,3,412,-,+1(205),-,-,-,-2,-,-,+1(11),-,-,-,+3(156),40%,Honorable,俞欣,韦慧欣,俞铭泽,N,N
307,187,青岛科技大学,青科超人,3,415,-,+3(93),-,-,-,-,-,-,+1(14),-,-1,-,+4(208),62%,Honorable,王景冉,张中正,徐展鹏,N,N
308,,河海大学,我们中出了一只奶龙,3,416,-,+2(168),-,-,-,-1,-,-,+5(35),-,-,-,+1(113),62%,Honorable,钱子恒,李昱泓,张紫轩,N,N
309,,浙江理工大学,幻想郷最強伝説と完全で瀟洒な従者!十六夜咲夜です,3,420,-,+3(209),-,-,-,-,-,-,+1(25),-,-,-,+1(146),40%,Honorable,张峻松,陈卓尔,黄晨康,N,N
310,188,北华大学,北华一队,3,430,-,+4(223),-,-,-,-,-,-,+1(10),-,-2,-,+1(137),50%,Honorable,秦翔宇,赵文浩,张鑫,N,N
311,189,上海师范大学,赛前不小心通宵了,3,439,-,+4(213),-,-,-,-,-,-,+2(20),-,-3,-,+1(126),57%,Honorable,张越群,李睿,姜启材,N,N
312,,中国传媒大学,嗷呜呜呜,3,450,-,+5(291),-,-,-,-3,-,-,+1(15),-,-,-,+1(64),57%,Honorable,李鑫贺,吕梓扬,常行健,N,N
313,,武汉理工大学,败犬ACMer太多了！,3,452,-,+8(218),-,-,-,-,-,-,+2(9),-,-,-,+1(65),72%,Honorable,张震宇,王泽宁,张旭东,N,N
314,190,武汉工程大学,我想吃掉你的金牌,3,456,-,+7(225),-,-,-,-,-,-,+1(16),-,-,-,+1(95),66%,Honorable,乔翊展,邓文豪,曾宪理,N,N
315,191,江南大学,最菜的一集,3,458,-1,+2(112),-,-,-,-,-,-,+4(26),-,-,-,+1(240),57%,Honorable,杨一哲,周辰屹,钱逸晗,N,N
316,192,深圳技术大学,SZTU_睡一觉就AC,3,460,-,+4(216),-,-,-,-,-,-,+2(9),-,-,-,+1(155),57%,Honorable,邓浩盛,孟晖,王枫,N,N
317,193,华北理工大学,梦想成为ICPC高手,3,463,-,+4(281),-,-,-,-,-,-,+1(18),-,-,-,+2(84),57%,Honorable,林凯,陈焜,于千智,N,N
318,,东北大学秦皇岛分校,你从来没觉得打算法竞赛快乐过,3,468,-,+5(199),-,-,-,-1,-6,-,+1(7),-,-1,-,+1(182),57%,Honorable,焦一晟,秦浩越,张景皓,N,N
319,194,中国农业大学,虚空漫游者,3,469,-,+7(215),-,-,-,-,-,-,+2(14),-,-,-,+1(100),70%,Honorable,毛鹏浩,季楷翔,邹雷,N,N
320,,哈尔滨工程大学,AC是检验真理的唯一标准,3,473,-,+6(252),-,-,-,-,-,-,+2(12),-,-7,-,+1(89),66%,Honorable,汪锦怡,王玥琪,李欣桐,N,N
321,,哈尔滨理工大学,哈理工01队SY,3,475,-,+3(128),-,-,-,-1,-,-,+3(11),-,-2,-,+1(256),57%,Honorable,陈子权,黄策,王哲学,N,N
322,195,福建理工大学,指定没你好果子吃,3,475,-,+2(139),-,-,-,-,-,-,+1(19),-,-,-,+1(297),25%,Honorable,卓陈名喆,叶礼豪,吴嘉杰,N,N
323,196,华北电力大学（保定）,红绿色奶龙,3,480,-,+5(148),-,-,-,-2,-,-,+2(8),-,-,-,+2(204),66%,Honorable,朱浩宇,刘强,黄佳乐,N,N
324,197,安徽师范大学,灰原哀说的都队,3,482,-,+9(178),-,-,-,-,-,-,+3(23),-,-17,-,+1(81),76%,Honorable,许居尚,高翔,火天宝,N,N
325,,南京邮电大学,故我在,3,482,-,+8(229),-,-,-,-2,-,-,+1(8),-,-1,-,+1(105),70%,Honorable,宋名玮,曾援,周希明,N,N
326,198,陕西师范大学,线段树上长麦当劳,3,489,-,+2(252),-,-,-,-,-,-,+2(39),-,-,-,+1(158),40%,Honorable,赵欣颖,谢黎涛,吴若晗,N,N
327,199,大连东软信息学院,algo学长这招太狠了,3,491,-1,+5(261),-1,-,-,-,-,-,+2(7),-,-,-,+1(123),62%,Honorable,任彦成,李双阳,贺宣宁,N,N
328,200,绍兴文理学院,大宝一刀把复杂度劈成O(1)了,3,492,-,+4(181),-,-,-,-2,-,-,+1(10),-,-3,-,+2(221),57%,Honorable,贺克屿,曹安迪,余振东,N,N
329,,北京化工大学,楪舞纷飞祈愿相随,3,502,-,+8(285),-,-,-,-1,-,-,+1(9),-,-,-,+1(68),70%,Honorable,倪亚伦,常钦保,林梓沛,N,N
330,201,浙江万里学院,终将成为你,3,506,-,+1(190),-,-,-,-,-,-,+2(16),-,-,-,+1(280),25%,Honorable,关天泽,马康博,叶仁杰,N,N
331,,厦门大学,我也想跟你们一样厉害,3,514,-,+5(218),-,-,-,-1,-,-,+1(9),-,-,-,+2(187),62%,Honorable,蔡欣琪,张锦雯,孙欣怡,N,N
332,,浙江工业大学,ZJUT6,3,516,-,+5(272),-,-,-,-5,-,-,+4(31),-,-,-,+1(73),70%,Honorable,李明锋,陈圣威,庄榕程,N,N
333,202,中南民族大学,二兆亿的流年,3,517,-,+8(229),-,-,-,-,-,-,+2(11),-,-2,-,+1(117),72%,Honorable,吴佳明,丁墨涵,李赛,N,N
334,,上海大学,寒蝉鸣泣之时,3,519,-,+2(214),-,-,-,-,-,-,+1(11),-,-6,-,+5(194),62%,Honorable,李嘉诚,阮一城,邢儒戈,N,N
335,,新疆大学,Fatal Flag,3,523,-,+4(97),-,-,-,-5,-,-,+1(9),-,-,-,+11(157),81%,Honorable,张立,邱桐,陶文喆,N,N
336,203,西安理工大学,我被困在了哈基乡,3,540,-,+8(193),-,-,-,-2,-,-,+2(17),-,-,-,+1(170),72%,Honorable,郝韵,贾成杰,庄睿君,N,N
337,204,南京航空航天大学,透明,3,551,-,+8(270),-,-,-,-,-,-,+2(13),-,-2,-,+1(108),72%,Honorable,桑浩然,付孜逸,唐观乾,N,N
338,205,南京师范大学,一年前的仇难道就不报了吗,3,565,-,+7(240),-,-,-,-,-,-,+1(9),-,-2,-,+1(196),66%,Honorable,陈竹阳,许添,胡立,N,N
