Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
227,157,上海建桥学院,CCPC-JQ11,3,622,-,-,-,-,+5(263),-,-,+2(157),-,-,-,+1(102),-,62%,Honorable,李青树,梅少伟,邸达,N,N
228,158,南开大学,提交什么都队,3,630,-,-,-,-,+6(241),-,-,+4(145),-,-,-,+3(44),-,76%,Honorable,于洋淼,俞歌飏,缪潍姿,N,N
229,159,浙江万里学院,精神小伙成双成队,3,679,-,-,-,-,+5(231),-,-,+1(257),-,-,-,+1(111),-1,57%,Honorable,岳杨,谢杭轩,郁佳烨,N,N
230,,上海大学,队名,2,101,-,-,-,-,-12,-,-,+1(81),-,-,-,+1(20),-,0%,Honorable,奚仲璞,张瑞之,胡佩文,N,N
231,160,华北理工大学,执牛耳者,2,176,-,-,-,-,-3,-,-,+2(106),-,-,-,+2(30),-,50%,Honorable,张威源,杨天宁,王子宁,N,N
232,161,西北农林科技大学,三碗不过冈,2,347,-,-,-,-,-,-,-,+1(204),-,-,-,+1(143),-,0%,Honorable,吉正杰,樊世豪,王正超,N,N
233,162,南京晓庄学院,雪豹我们上,2,360,-,-,-,-,-,-,-,+3(244),-,-,-,+2(56),-,60%,Honorable,伍锦融,朱鑫磊,陶志诚,N,N
234,163,广州软件学院,荆棘公主的优雅作风,2,492,-,-,-,-,-1,-,-,+1(237),-,-,-,+4(195),-,60%,Honorable,姚灏坤,徐若鹏宇,蔡骏芃,N,N
235,164,乐山师范学院,为菈妮，我变成狼人模样队,2,638,-,-,-,-,-10,-,-,+2(259),-,-,-,+5(279),-,71%,Honorable,张茂林,李俐宣,罗明杨,N,N
236,165,湖南第一师范学院,舌尖上的 dysf,1,40,-,-,-,-,-,-,-,-1,-,-,-,+1(40),-,0%,Honorable,周德鹏,尹桂超,朱健辉,N,N
237,166,新疆大学,xju_03,1,118,-,-,-,-,-2,-,-,-2,-,-,-,+5(38),-,80%,Honorable,张家宝,杨弘毅,申骋昊,N,N
238,167,河北大学,404 Not Found,1,216,-,-2,-,-,-7,-,-,+1(216),-,-,-,-2,-,0%,Honorable,徐清云,肖昱辰,赵勇,N,N
239,168,广东财经大学,CodeFire,0,0,-,-,-,-,-,-,-,-3,-,-,-,-5,-,0%,Honorable,甘孟勇,罗仲桥,黄阳辉,N,N
239,168,河北师范大学,黎明之光,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,吕占捷,康玮琦,黄巍赟,N,N
