Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
143,,上海大学,我星之守护者,4,633,+1(4),-,+1(252),-,+3(136),-,-,-,-,-,-,-,+3(161),50%,Bronze,康高熙,李梓航,王静颐,N,N
144,,青岛大学,打铁自动机,4,638,+1(8),-,+2(287),-,+3(209),-,-,-,-,-,-,-,+1(74),42%,Bronze,张泽纬,祝奕骏,马一铭,N,N
145,95,北方工业大学,好运来,4,645,+2(23),-,+1(247),-,+2(191),-,-,-,-,-,-,-,+2(124),42%,Honorable,于新程,林达华,郭志坚,N,N
146,,哈尔滨工业大学（威海）,顺锋起笔,4,649,+1(9),-,+3(151),-,-18,-,+6(248),-,-,-,-,-,+4(41),71%,Honorable,严煜,王子康,纪鑫鹏,N,N
147,96,西北农林科技大学,下次一定换个二次元队名,4,667,+1(5),-4,+1(233),-,+7(235),-,-,-,-,-,-,-,+2(54),63%,Honorable,王明栋,蔡祺峰,龚城圩,N,N
147,96,河海大学,Akers,4,667,+1(15),-,+2(254),-,+4(196),-,-,-,-,-,-,-,+2(102),55%,Honorable,刘洋,张宇,黄兆彬,N,N
149,98,广东工业大学揭阳校区,AC_funny,4,671,+1(9),-,+2(292),-,+5(161),-,-,-,-,-,-,-,+2(89),60%,Honorable,袁畅,钟鸣,黄子扬,N,N
150,,华中科技大学,fufu 吃大米,4,679,+1(5),-,+4(121),-,+15(169),-,-8,-,-,-,-,-5,+1(44),80%,Honorable,冯业齐,胡伟江,黄浚源,N,N
150,,电子科技大学,UESTC_Broforce,4,679,+1(6),-,+3(201),-,+8(246),-,-,-,-,-4,-,-,+1(46),69%,Honorable,李尚融,李林泽,程智涛,N,N
150,99,石家庄铁道大学,留给咱们的时间不多了,4,679,+1(7),-,+4(275),-,+2(268),-,-,-,-,-,-,-,+1(49),50%,Honorable,宋世鹏,李思成,胡赞,N,N
153,100,浙江万里学院,风灵月影,4,691,+1(4),-,+3(239),-,+4(288),-,-,-,-,-10,-,-,+1(60),55%,Honorable,周启鸿,林哲正,郭义杰,N,N
154,,杭州电子科技大学,杭电5队,4,694,+1(10),-,+1(202),-,+8(240),-,-3,-,-,-,-,-,+1(102),63%,Honorable,万扬,张易,金楷鑫,N,N
155,,大连理工大学,给个AC吧,4,695,+1(9),-,+1(238),-,+2(243),-,-1,-,-,-,-,-,+4(125),50%,Honorable,张正礼,石炎东,韦品桓,N,N
156,101,南京师范大学,这么巧，你也是ikun,4,697,+1(5),-,+4(214),-,+5(290),-,-,-,-,-,-,-,+1(48),63%,Honorable,周旻硕,季润民,彭章荣,N,N
157,102,浙江科技学院,浙科五队,4,706,+1(8),-,+5(289),-,+4(219),-,-,-,-,-,-,-,+1(50),63%,Honorable,杨之川,葛伟杰,黄俊豪,N,N
158,103,山东理工大学,重生之只会做假题,4,719,+1(3),-,+10(224),-,+6(164),-,-4,-,-,-,-,-,+2(28),78%,Honorable,徐董鑫,马健文,马润东,N,N
159,104,西安理工大学,德鲁比,4,720,+1(9),-,+2(275),-,+4(279),-,-,-,-,-,-,-,+1(77),50%,Honorable,徐浩然,赵铭骏,金钰奇,N,N
160,,武汉大学,逸远丁真,4,731,+1(20),-,+1(293),-,+2(150),-,-4,-,-,-,-,-,+5(168),55%,Honorable,孙文韬,朱卓远,汪昊楠,N,N
161,,北京化工大学,三人两伞,4,733,+1(6),-,+1(201),-,+11(274),-,-,-,-,-,-,-,+1(52),71%,Honorable,曾梓勋,梁凯星,洪枢适,N,N
162,,天津大学,背着队友偷偷A题,4,743,+2(7),-,+2(272),-,+7(232),-,-2,-,-,-,-,-,+2(52),69%,Honorable,刘汶铮,安外尔艾力西尔,陈曦,N,N
163,105,华南师范大学,梭哈队,4,767,+1(4),-,+5(237),-,+6(273),-,-,-,-,-,-,-,+1(73),69%,Honorable,冼嘉荣,林叶华,覃醒亮,N,N
164,,杭州师范大学,鹤望兰,4,802,+1(5),-,+2(238),-,+6(283),-,-4,-,-,-,-,-,+1(156),60%,Honorable,林宏磊,邵铁夫,陈银桦,N,N
165,106,广西大学,Sakana，你让我陷入疯狂！,4,804,+1(8),-,+4(249),-,+4(295),-,-,-,-,-,-,-,+1(132),60%,Honorable,孙城涛,洪越,蓝秋雨,N,N
166,,武汉科技大学,无星之夜,4,820,+1(4),-,+12(227),-,+2(217),-,-1,-,-,-,-,-,+3(92),77%,Honorable,聂泽锴,胡步,郑天佑,N,N
167,107,宁波大学,三个核桃,4,860,+1(13),-,+4(230),-,+6(284),-,-,-,-,-,-,-,+5(93),75%,Honorable,卢山,李幸尔,林宜鹏,N,N
168,,福州大学,我队友什么时候上紫捏,4,898,+1(6),-,+5(215),-,+15(271),-,-12,-,-,-,-,-,+1(46),81%,Honorable,傅安,李哲,黄腾,N,N
169,108,安徽工业大学,糊涂涂,4,905,+1(9),-,+11(260),-,+6(224),-1,-9,-1,-1,-1,-,-,+3(72),80%,Honorable,张孟来,王锦波,郝思凯,N,N
170,109,河北大学,河北大学云帆一队,4,955,+1(4),-,+3(152),-,+18(267),-,-,-,-,-,-,-,+4(92),84%,Honorable,刘哲轩,王旭,赵润朔,N,N
171,110,燕山大学,塔山之巅,4,1209,+1(6),-,+5(291),-,+11(293),-,-,-,-,-,-,-,+9(179),84%,Honorable,孙振轩,李一阳,赵玉航,N,N
172,111,河南科技大学,jww,3,203,+1(9),-,+2(135),-,-21,-,-,-,-,-,-,-,+1(39),25%,Honorable,王若龙,蒋成冉,钦钊,N,N
173,112,河北师范大学,转生成为邦德公主变阿尼亚小姐的狗,3,216,+1(9),-,-9,-,+1(53),-,-,-,-,-,-,-,+2(134),25%,Honorable,翟一可,赵洪博,陈俊杰,N,N
174,,东南大学,神奇海螺,3,222,+1(4),-,+1(64),-,-,-,-,-,-,-,-2,-,+1(154),0%,Honorable,侯博凡,王俊,胡佳栋,N,N
175,113,齐鲁工业大学,我还寻思你能早点帮我搬下行李呢,3,228,+1(8),-,+1(178),-,-9,-,-,-,-,-,-,-,+1(42),0%,Honorable,刘易凡,王金旭,许一鸣,N,N
176,114,怀化学院,让我继续康康,3,237,+1(7),-,+1(146),-,-7,-,-,-,-,-,-,-,+1(84),0%,Honorable,廖杰炎,方玮麟,王文韬,N,N
177,115,中南大学,T-34,3,250,+1(6),-,+1(187),-,-14,-,-,-,-,-,-,-,+1(57),0%,Honorable,叶则杨,李松佑,谭宇豪,N,N
178,,西南科技大学,生如夏花,3,253,+1(7),-,+1(203),-,-9,-,-2,-,-,-,-,-,+1(43),0%,Honorable,严天羿,朱杰,魏云鹏,N,N
179,116,北京师范大学珠海校区,先特判样例,3,281,+2(12),-,-3,-,+3(138),-,-,-,-,-,-,-,+1(71),50%,Honorable,张民轩,张涵,王昱超,N,N
180,,广西大学,芝士雪豹,3,296,+1(9),-,-,-,+1(225),-,-,-,-,-,-,-,+1(62),0%,Honorable,张一凡,王辰昊,黄连东,N,N
181,,中国石油大学（华东）,Chinanako,3,299,+1(5),-,-9,-,+4(143),-,-,-,-,-3,-6,-,+1(91),50%,Honorable,刘德雨,唐喜,陈冠融,N,N
182,117,东北大学,东北大学_贰佰三十四,3,301,+1(10),-,+2(229),-,-9,-,-,-,-,-,-,-,+1(42),25%,Honorable,王泽宇,董一如,郑彤,N,N
183,118,浙江机电职业技术学院,念念不忘必有回响,3,302,+1(7),-,+1(244),-,-1,-,-,-,-,-,-,-,+1(51),0%,Honorable,周伟剑,张谦,赵郑重,N,N
184,119,齐齐哈尔大学,在想了在想了,3,316,+1(11),-,+2(219),-,-7,-,-,-,-,-,-,-,+2(46),40%,Honorable,卢宇亮,胡永顺,邹建楠,N,N
185,120,中原工学院,你怎么睡得着的呀,3,322,+1(13),-,+1(214),-,-11,-,-,-,-,-,-,-,+1(95),0%,Honorable,李传坤,程子函,郭栋,N,N
186,121,平顶山学院,平顶山学院二队,3,324,+1(10),-,+2(187),-,-12,-,-,-,-,-,-,-,+1(107),25%,Honorable,冯梦星,朱梦飞,胡庆博,N,N
187,122,常熟理工学院,鳖载着理发店,3,331,+1(8),-,+2(201),-,-17,-,-,-,-,-,-,-,+2(82),40%,Honorable,张明旭,林强,陈昭,N,N
188,123,长沙理工大学,3TM,3,336,+1(5),-,-9,-,+6(134),-,-,-,-,-,-,-,+2(77),66%,Honorable,何晶,彭烨青,陈亮,N,N
188,123,电子科技大学中山学院,文君志鸿2022,3,336,+1(4),-,+3(249),-,-3,-,-,-,-,-,-,-,+1(43),40%,Honorable,吴宝,林国杰,陈佳宝,N,N
190,,合肥工业大学,知枚举可而为之,3,339,+1(12),-,+2(243),-,-5,-,-,-,-,-,-,-,+1(64),25%,Honorable,周家俊,葛嘉晨,陈浩杰,N,N
190,125,武汉纺织大学,仿生人会梦到电子羊吗,3,339,+2(10),-,+1(258),-,-7,-,-,-,-,-,-,-,+1(51),25%,Honorable,曹翔宇,祝津一,种佳琪,N,N
192,126,中国计量大学,fufu吃大米,3,344,+1(7),-,-1,-,+3(195),-,-,-,-,-,-,-,+2(82),50%,Honorable,刘昕,裴君辉,金晖,N,N
193,127,湖南师范大学,瞻彼旱麓,3,345,+1(17),-,+1(233),-,-2,-,-,-,-,-,-,-,+1(95),0%,Honorable,何嘉骏,王万福,胡缘,N,N
194,,华南师范大学,天江行者,3,355,+1(8),-,+1(285),-,-9,-,-,-,-,-,-,-,+1(62),0%,Honorable,吴清源,覃梓鑫,黄一肯,N,N
195,,常熟理工学院,按照常理出牌,3,357,+1(3),-,+3(256),-,-10,-,-3,-,-,-,-,-,+1(58),40%,Honorable,常博豪,徐柔,杨淳智,N,N
196,128,盐城工学院,赟赟之队,3,363,+1(9),-,+6(197),-,-4,-,-,-,-,-,-,-,+1(57),62%,Honorable,戴赟,曹鑫,韩逸凡,N,N
197,129,黑龙江大学,69岁扶墙上树,3,376,+3(11),-,+1(261),-,-1,-,-,-,-,-,-,-,+1(64),40%,Honorable,杨启欣,王子旭,邱胜立,N,N
198,130,南京理工大学,猫猫头没有头,3,388,+1(10),-,+4(231),-,-4,-,-11,-,-,-,-,-,+1(87),50%,Honorable,何丰辰,张悦熠,王一萌,N,N
199,131,阜阳师范大学,我就想拿个牌儿,3,397,+2(9),-,+2(285),-,-5,-,-,-,-,-,-,-,+1(63),40%,Honorable,储思晴,谢天意,谢腾飞,N,N
200,132,华中农业大学,给个牌子,3,405,+1(7),-,-,-,+2(244),-,-,-,-,-,-,-,+2(114),40%,Honorable,李俊松,赵彬波,邵晨曦,N,N
201,,华南师范大学,我要过六级,3,412,+1(7),-,+1(258),-,-7,-,-,-,-,-,-,-,+3(107),40%,Honorable,甘一伟,郑子荣,陆锦浩,N,N
202,133,青岛科技大学,斯卡布罗集市,3,450,+1(7),-,+4(288),-,-9,-,-6,-,-,-,-,-,+2(75),57%,Honorable,侯佳文,朱文杰,高英翔,N,N
203,134,华北理工大学,深黑幻想,3,467,+1(5),-,+7(270),-,-9,-,-,-,-,-,-,-,+2(52),70%,Honorable,周广越,尹尚龙,张恒旭,N,N
204,135,上海财经大学,SAKANA,3,469,+1(18),-,+2(279),-,-6,-,-,-,-,-,-,-,+1(152),25%,Honorable,曹人杰,费煜章,郭士纳,N,N
205,,中国计量大学,大恶人组织,3,473,+1(8),-,+1(240),-,+4(165),-,-,-,-,-,-,-,-5,50%,Honorable,杨亦栋,苗先涛,金志韬,N,N
206,,浙江工商大学,菲菲公组,3,564,+1(9),-,-,-,+2(253),-,-,-,-,-,-,-,+3(242),50%,Honorable,朱超宇,李佳谕,江锦文,N,N
207,,大连大学,还想要一个气球,3,637,+1(11),-,+3(272),-,-1,-,-,-,-,-,-,-,+6(214),70%,Honorable,孙文棋,李承昊,李民豪,N,N
208,136,河南财政金融学院,wawa自动机,2,46,+1(8),-,-1,-,-1,-,-,-,-,-,-,-,+1(38),0%,Honorable,李祖卫,王梦贤,秦卓,N,N
209,137,沈阳理工大学,丁真,2,50,+1(6),-,-,-,-16,-,-,-,-,-1,-,-,+1(44),0%,Honorable,茅泉浩,金典,金铉杰,N,N
210,,常熟理工学院,K-ONNN,2,55,+1(9),-,-1,-,-1,-,-,-,-,-,-,-,+1(46),0%,Honorable,严俊华,曾谷优,郭仕杰,N,N
211,138,长沙学院,有向无环图,2,64,+1(7),-,-,-,-5,-,-,-,-,-,-,-,+1(57),0%,Honorable,张政东,李杰,高天宇,N,N
212,139,安阳工学院,各路大佬轻点锤-1,2,84,+1(11),-,-,-,-5,-,-,-,-,-,-,-,+1(73),0%,Honorable,刘浩林,张哲,贾智卓,N,N
213,140,临沂大学,小空洞骑士,2,87,+1(5),-,-6,-,-2,-,-,-,-,-,-,-,+1(82),0%,Honorable,张克嘉,王恒,范朝辉,N,N
214,141,郑州轻工业大学,没有数理基础,2,97,+1(6),-,-,-,-5,-,-,-,-,-,-,-,+2(71),33%,Honorable,刘子豪,卢亚冬,赵清杨,N,N
215,142,浙江中医药大学,ZCMU-滨文路548号,2,102,+2(10),-,-8,-,-6,-,-,-,-,-,-,-,+1(72),33%,Honorable,姚冠宇,毛冬冬,盛子阳,N,N
216,143,惠州学院,using namespace QAQ,2,106,+1(13),-,-,-,-5,-,-,-,-,-,-,-,+1(93),0%,Honorable,杨锦营,王伟炫,陈洋浩,N,N
217,144,合肥学院,菲尼克斯,2,109,+1(10),-,-7,-,-4,-,-,-,-,-,-,-,+1(99),0%,Honorable,张帅,王彩超,王星力,N,N
218,145,黑龙江工程学院,川林打烨,2,110,+2(13),-,-5,-,-2,-,-,-,-,-,-,-,+1(77),33%,Honorable,张烨,陈玉川,黄志烨,N,N
219,146,中南民族大学,雪糕爱学习,2,111,+1(5),-,-,-,-9,-,-,-,-,-4,-,-,+2(86),33%,Honorable,李雪松,罗巧如,闪陆易,N,N
220,147,成都锦城学院,崧崧我的崧崧呜呜呜,2,121,+1(4),-,-11,-,-5,-,-,-,-,-,-,-,+2(97),33%,Honorable,王崧,王睿,赵夕朝,N,N
221,148,湖北第二师范学院,靓神天下第一,2,125,+1(8),-,-2,-,-1,-,-,-,-,-,-,-,+1(117),0%,Honorable,李靓,邵冲,陈路迪,N,N
222,149,新疆大学,可乐炖鸡,2,126,+1(23),-,-4,-,-5,-,-,-,-,-,-,-,+1(103),0%,Honorable,李佳胜,罗逸聪,邹炎均,N,N
223,,华南师范大学,纯爱战士薄纱牛头人,2,130,+1(5),-,-,-,-4,-,-,-,-,-,-,-,+3(85),50%,Honorable,张怡丰,薛昌顺,袁基保,N,N
224,150,云南大学,十字工会,2,144,+1(9),-,-,-,-12,-,-,-,-,-,-,-,+1(135),0%,Honorable,崔耀,杨承松,王宇轩,N,N
225,151,北京林业大学,北林合伙人,2,148,+1(11),-,-,-,-2,-,-1,-,-,-,-,-,+2(117),33%,Honorable,周子涵,肖云鸿,赵硕,N,N
226,152,福建工程学院,太难了姐,2,150,+1(12),-,-,-,-1,-,-,-,-,-,-,-,+2(118),33%,Honorable,刘婧茹,薛振松,邱奕涵,N,N
227,153,北京联合大学,三点一线,2,163,+1(9),-,-2,-,-,-,-,-,-,-,-,-,+3(114),50%,Honorable,王翊伟,钟水清,饶超,N,N
228,154,中国地质大学（北京）,队名已隐藏,2,169,+1(13),-,-,-,-8,-,-,-,-,-,-,-,+2(136),33%,Honorable,万楹凯,侯雨婷,纪永辉,N,N
229,155,厦门理工学院,换行也没用,2,209,+1(12),-,-5,-,-4,-,-,-,-,-,-,-,+3(157),50%,Honorable,杨晨曦,赖荣峰,黄鸿,N,N
230,156,中国传媒大学,智能工人队,2,270,+2(15),-,-5,-,-1,-,-,-,-,-,-,-,+7(115),77%,Honorable,凌海,沈钰欣,许安超,N,N
231,,兰州大学,树堆栈队,2,285,+1(20),-,+1(265),-,-5,-,-,-,-,-,-,-,-9,0%,Honorable,周天硕,孙培然,胡日臻,N,N
232,157,广西民族大学,无语了,2,326,+1(7),-,-,-,-1,-,-,-,-,-,-,-,+5(239),66%,Honorable,吕继民,杨子龙,王志贤,N,N
233,158,长春工业大学,打铁时长两年半想拿金,2,338,+1(15),-,-,-,-3,-,-,-,-,-,-,-,+5(243),66%,Honorable,余欢欢,王闯,高新桂,N,N
234,159,华东理工大学,遇到什么bug都会横眉冷队,1,11,+1(11),-,-,-,-7,-,-,-,-,-,-,-,-5,0%,Honorable,诸建飞,高宇轩,黄赟,N,N
235,,西南科技大学,挂件*3,1,13,+1(13),-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,李佳,李先烨,杨艺,N,N
236,160,重庆交通大学,重生之科目三考了七次,1,14,+1(14),-,-1,-,-5,-,-1,-,-,-,-,-1,-6,0%,Honorable,向科城,王靖,陈龙,N,N
237,,新疆大学,xju_03,1,16,+1(16),-,-,-,-4,-,-,-,-,-,-,-,-3,0%,Honorable,张家宝,杨弘毅,申骋昊,N,N
238,161,南京工业职业技术大学,NVUIT AC-1,1,18,+1(18),-,-,-,-10,-,-,-,-,-,-,-,-3,0%,Honorable,卢超月,吴家豪,杜宇洋,N,N
239,162,广州南方学院,狂怒,1,104,+5(24),-,-,-,-6,-,-,-,-,-,-,-3,-7,80%,Honorable,童希玮,谢旭鹏,黄嘉琳,N,N
240,163,阿坝师范学院,卷心菜,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,李先笙,江果益,谢文鹏,N,N
