Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
137,89,大连海事大学,代码演奏家,5,512,+1(71),-,-,-,-,-,+3(53),-,+3(158),+1(136),-,+1(14),-,44%,Bronze,陈昊楠,张皓奕,廖易超,N,N
138,90,西安电子科技大学,便乘计划WA舞台！,5,515,+2(61),-6,-,-,-7,-,+1(73),-,+3(172),+2(97),-,+2(12),-,50%,Bronze,闵旭曈,邓思哲,李林,N,N
139,,北京理工大学,过了样例也不队,5,519,+3(56),-2,-,-,-5,-,+1(125),-,+3(152),+1(87),-,+1(19),-,44%,Bronze,何大鹏,邬宇炼,王舒晗,N,N
140,,宁波大学,樱白之歌,5,521,+1(53),+1(237),-,-,-,-,+2(32),-,-15,+4(106),-,+1(13),-,44%,Bronze,李嘉琪,赵瑞杰,朱文豪,N,N
141,,中国科学技术大学,五年OI三年IO,5,523,+1(46),+2(209),-,-,-,-,+2(129),-,-3,+1(90),-,+1(9),-,28%,Bronze,钱易,史启源,王少白,N,N
142,91,北京交通大学,世纪难题,5,539,+2(36),+2(266),-,-,-2,-,+1(65),-,-5,+2(101),-,+1(11),-,37%,Bronze,周一鸣,孙宁,邬健翔,N,N
143,92,成都理工大学,我嘞个豆豆啊,5,543,+2(90),-3,-,-,-,-,+1(55),-,+2(223),+1(123),-,+1(12),-,28%,Bronze,向坪君,陈家宝,张晨瑀,N,N
144,,山东大学,泰山学院代表队,5,555,+2(81),+1(46),-,-,-,-,+2(152),-,-,+1(207),-,+1(29),-,28%,Bronze,程前,吴浩明,郭雨欣,N,N
145,,西南科技大学,今天也想见到你,5,560,+1(96),-1,-,-,-,-,+1(65),-,+2(236),+1(132),-,+1(11),-,16%,Bronze,时玉成,邓超文,张星宇,N,N
146,,南方科技大学,南方科技大学-利贝雷茨,5,573,+3(105),-,-,-,-,-,+1(41),-,+4(187),+2(86),-,+2(14),-,58%,Bronze,徐晨钧,黄睿轩,李连馨,N,N
147,93,南京邮电大学,说的道莉,5,579,+4(71),-4,-,-,-,-,+1(31),-,+5(228),+1(96),-,+1(13),-,58%,Bronze,王普立,李永鑫,陈昊泽,N,N
148,,浙江工业大学,我们必须想像他们是幸福的,5,593,+2(61),-,-,-,-,-,+3(78),-,+4(210),+2(91),-,+1(13),-,58%,Bronze,谢子杰,谢宇韬,郭正楠,N,N
149,94,北京科技大学,我再试试,5,601,+3(46),-1,-,-,-,-,+2(62),-,+3(266),+1(85),-,+2(22),-,54%,Bronze,何开煜,董瑞洋,潘涵,N,N
150,95,安徽大学,嗷呜嘎嘎,5,610,+3(104),-6,-,-,-,-,+1(49),-,+3(198),+2(152),-,+1(7),-,50%,Bronze,桑浩翔,胡明道,张嘉怡,N,N
151,,中山大学,中山大学_一个小队,5,619,+3(89),-,-,-,-,-,+1(63),-,+2(172),+3(137),-,+3(18),-,58%,Bronze,周岱昕,陈钰炜,张耀天,N,N
152,,哈尔滨工业大学,加载中，请稍后,5,625,+2(69),-2,-,-,-,-,+1(115),-,+3(219),+2(130),-,+1(12),-,44%,Bronze,刘明卓,刘靖文,郭健桓,N,N
153,,西安电子科技大学,关于起名字很随意这件事,5,636,+2(93),-,-,-,-,-,+1(50),-,+3(219),+4(142),-,+1(12),-,54%,Bronze,杨润彬,李聿垲,吴奕玮,N,N
154,,深圳大学,SZU_Wrong answer on test 2,5,637,+3(49),-1,-,-,-,-,+2(125),-,+2(199),+4(114),-,+1(10),-,58%,Bronze,温家燊,肖俊祺,葛峻赫,N,N
155,96,哈尔滨理工大学,哈理工01队CD,5,641,+3(102),+2(244),-,-,-,-,+1(61),-,-,+2(123),-,+2(11),-,50%,Bronze,曾凡欧,杨梦杰,贾思博,N,N
156,97,北京师范大学,云边路,5,655,+2(83),-2,-,-,-,-,+1(91),-,+2(288),+1(141),-,+1(12),-,28%,Bronze,姚述军,陈博,王佳一,N,N
157,,湘潭大学,数据别和我作队,5,671,+1(59),-,-,-,-,-,+2(96),-,+5(273),+2(75),-,+2(28),-,58%,Bronze,资刘宇凡,许秋宇,陈翔,N,N
158,,杭州师范大学,五月的猫猫,5,675,+4(62),+3(242),-,-,-,-,+2(97),-,-,+1(133),-,+1(21),-,54%,Bronze,陈科舟,殷吴辉,杨嘉福,N,N
159,98,莆田学院,口胡金牌题,5,681,+1(112),-10,-,-,-,-,+3(92),-,+3(220),+1(165),-,+1(12),-,44%,Bronze,许庆华,龚磊,黄佳威,N,N
160,99,长安大学,神樱树,5,682,+3(110),-1,-,-,-,-,+2(42),-,+5(227),+2(129),-,+1(14),-,61%,Bronze,刘葆骐,田笑颜,高源,N,N
161,,浙江工商大学,猫猫骑士团初探区域赛,5,683,+2(92),-,-,-,-,-,+1(63),-,+6(299),+1(100),-,+1(9),-,54%,Bronze,卢嘉亮,张任杰,杨毅博,N,N
162,,北京理工大学,哈哈你也想哈哈吗,5,691,+3(82),+2(205),-,-,-,-,+3(105),-,-,+3(151),-,+1(8),-,58%,Bronze,张智文,周璟哲,吴迪晟,N,N
163,,深圳大学,szu_OvO,5,701,+6(109),-1,-,-,-,-,+1(55),-,+2(167),+5(155),-,+1(15),-,66%,Bronze,岑健锋,唐浚源,张楠,N,N
164,100,福建理工大学,AC：从Debug到Accept开始的XCPC生活,5,707,+2(144),-,-,-,-,-,+2(80),-,+2(230),+1(124),-,+3(29),-,50%,Bronze,周俊杰,连鑫焱,刘航,N,N
165,101,中国传媒大学,啥,5,711,+2(72),+4(251),-,-,-,-,+1(123),-,-2,+3(127),-,+1(18),-,54%,Bronze,王思远,刘禹熹,黄屹,N,N
166,,浙江师范大学,干翻别人队,5,717,+2(143),-,-,-,-,-,+2(113),-,+2(219),+2(150),-,+1(12),-,44%,Bronze,赵欣雨,汪暄暄,陈佳宜,N,N
167,102,南昌航空大学,一周17节课艰难打acm,5,724,+3(61),-,-,-,-,-,+3(101),-,+5(255),+1(129),-,+1(18),-,61%,Bronze,黄心磊,陈鹏,汤正泰,N,N
168,,成都信息工程大学,第一同构定理,5,733,+1(138),-,-,-,-,-,+3(83),-,+5(232),+1(149),-,+1(11),-,54%,Bronze,常旭海,杨洋,赵多俊,N,N
169,,北京邮电大学,4000g_Pt,5,737,+3(99),-,-,-,-,-,+2(49),-,+2(255),+3(204),-,+1(10),-,54%,Bronze,冯国晟,于洋,马廷良,N,N
170,,华南理工大学,我不知道我不会你们来,5,738,+1(46),+4(275),-,-,-,-,+6(81),-,-,+2(124),-,+2(12),-,66%,Bronze,张辉洲,王腾岳,王烁云,N,N
171,103,兰州大学,刚学会打字,5,750,+9(163),+1(287),-,-,-,-,+2(33),-,-9,+1(78),-,+1(9),-,64%,Bronze,郑宇航,梁宇昊,李欣杭,N,N
172,104,武汉大学,重修数理基础,5,760,+2(111),+2(292),-,-,-,-,+1(71),-,-,+3(197),-,+1(9),-,44%,Bronze,林喆霖,蔡子,范锦炜,N,N
173,105,中国地质大学（武汉）,地脉恒辉,5,764,+4(123),-,-,-,-,-,+1(65),-,+3(287),+1(160),-,+1(29),-,50%,Bronze,刘耀楠,王佳豪,鲍炳辰,N,N
174,,哈尔滨工程大学,坐岸观海，听十一月雨,5,778,+2(208),-1,-,-,-,-,+1(93),-,+4(244),+2(122),-,+1(11),-,50%,Bronze,张天磊,杜鹏宇,林鹏涵,N,N
175,,哈尔滨工业大学（威海）,一番断幺,5,797,+4(97),-,-,-,-,-,+1(115),-,+4(209),+1(186),-,+3(30),-,61%,Bronze,朱圣方,王潇逸,郑尊文,N,N
176,106,山东师范大学,爆零就去玩原神,5,841,+2(70),-,-,-,-,-,+2(149),-,+3(248),+1(175),-,+3(79),-,54%,Bronze,李佳恒,吕俊东,孙智毅,N,N
177,107,东南大学,悄然谜响,5,849,+1(29),-2,-,-,-,-,+2(215),-,+2(250),+6(206),-,+1(9),-,58%,Bronze,陈琳昊,黄煜杰,周子航,N,N
178,108,华中农业大学,吃俺老孙一棒,5,881,+2(143),-1,-,-,-,-,+1(41),-,+4(277),+6(221),-,+1(19),-,64%,Bronze,孙宇恒,黄泽源,游宇珅,N,N
179,,华南农业大学,没有空的桌子了,5,882,+4(118),-,-,-,-,-,+3(142),-,+5(250),+1(175),-,+1(17),-,64%,Bronze,巴云浩,吴文斌,林永鸿,N,N
180,109,上海大学,队名有五字,5,887,+2(111),-2,-,-,-,-,+6(128),-,+4(226),+3(191),-,+1(11),-,68%,Bronze,田凯文,靳红飞,杨天浩,N,N
180,,广东工业大学,逸误,5,887,+2(74),-1,-,-,-,-,+4(146),-,+6(291),+2(136),-,+2(20),-,68%,Bronze,李俊贤,吴达武,易俊霖,N,N
182,110,厦门大学,辣味的烧卖,5,903,+5(141),+6(292),-,-,-,-,+2(90),-,-5,+1(124),-,+3(16),-,70%,Bronze,赵子越,林育立,季裕杰,N,N
183,111,北京工业大学,双翼翱翔,5,921,+1(96),-1,-,-,-,-,+2(230),-,+6(187),+1(251),-1,+1(37),-,54%,Bronze,江云天,王赫,刘航奇,N,N
184,,东北大学,东北大学_叫什么随便吧,5,924,+2(99),-1,-,-,-,-,+2(67),-,+11(289),+3(151),-,+2(18),-,75%,Bronze,徐海,韩重,肖举涛,N,N
185,,吉林大学,高玩派对,5,947,+7(260),-3,-,-,-,-,+1(70),-,+3(229),+2(175),-,+2(13),-,66%,Bronze,拱垲,袁英麒,吕浩然,N,N
186,112,大连理工大学盘锦校区,这技校真练技术,5,953,+8(182),-,-,-,-,-,+2(80),-,+3(156),+4(215),-,+3(20),-,75%,Bronze,陈嘉佑,张正阳,杨镇熙,N,N
186,112,东北师范大学,巴别塔,5,953,+2(145),-,-,-,-,-,+6(104),-,+7(259),+2(173),-,+1(12),-,72%,Bronze,项赞宇,贺金龙,齐进帅,N,N
188,114,乐山师范学院,漫云征途,5,989,+1(110),-,-,-,-,-,+9(128),-,+3(290),+5(167),-,+1(14),-,73%,Honorable,罗明杨,黄仪鸥,夏源泽,N,N
189,115,深圳技术大学,SZTU_圆你一个梦,5,1107,+5(136),-,-,-,-,-,+2(190),-,+10(288),+2(154),-,+2(19),-,76%,Honorable,李壮壮,肖文航,徐鑫,N,N
190,116,国防科技大学,应知其所以然,5,1127,+3(69),-,-,-,-,-,+3(89),-,+12(286),+5(259),-1,+1(44),-,79%,Honorable,左智文,张齐鑫,高英博,N,N
191,,同济大学,君与构造与构造之恋,4,204,+1(50),-,-,-,-,-,+1(30),-,-4,+3(75),-10,+1(9),-,33%,Honorable,李烨,鲁浩宇,杜宇轩,N,N
192,,华东师范大学,河东食堂转生队,4,234,+3(56),-5,-,-,-2,-,+2(33),-,-14,+1(78),-,+1(7),-,42%,Honorable,沈崇焕,刘俊毅,刘昕东,N,N
193,,重庆邮电大学,会A吗？会A的！,4,245,+2(39),-,-,-,-,-,+2(70),-,-13,+2(64),-,+1(12),-,42%,Honorable,张膑予,燕绍雄,林地波,N,N
194,,南京邮电大学,吹笛到天明,4,256,+1(84),-,-,-,-,-,+1(48),-,-18,+1(115),-,+1(9),-,0%,Honorable,田晓亮,韩炜,陈卓然,N,N
195,117,华南师范大学,最后一页,4,258,+2(75),-,-,-,-,-,+1(40),-,-4,+1(110),-,+1(13),-,20%,Honorable,严雍泽,吴彪生,徐书研,N,N
196,118,河南大学,狗不理包子,4,273,+2(80),-3,-,-,-,-,+1(66),-,-7,+1(98),-,+1(9),-,20%,Honorable,尤铭,胡逢彬,孙小文,N,N
197,,大连理工大学,dut别断电了我要打cf,4,281,+3(67),-2,-,-,-,-,+1(35),-,-,+2(109),-,+1(10),-,42%,Honorable,徐易,吴胤祺,孟家祺,N,N
198,119,河海大学,不时以暴力算法tle的邻座acm同学,4,287,+1(75),-,-,-,-,-,+1(51),-,-,+1(120),-,+2(21),-,20%,Honorable,金炬光,杨帆,曾国琳?,N,N
199,,浙江师范大学,使一颗心免于哀伤,4,293,+2(72),-4,-,-,-,-,+1(82),-,-,+1(95),-,+1(24),-,20%,Honorable,厉峻宏,郭宝旭,项展,N,N
199,,广西大学,这一发，贯穿星辰,4,293,+2(82),-2,-,-,-,-,+2(51),-,-3,+1(104),-,+1(16),-,33%,Honorable,李周详,梅松,孙怿翔,N,N
201,120,西北工业大学,智力不太好,4,311,+1(35),-2,-,-,-,-,+2(97),-,-1,+2(117),-,+1(22),-,33%,Honorable,王钎屹,吴映卓,罗隆华,N,N
202,121,山东科技大学,西塔克号,4,321,+2(87),-1,-,-,-,-,+1(145),-,-2,+1(57),-,+1(12),-,20%,Honorable,潘文硕,吕胜浩,李卓航,N,N
203,,华南师范大学,野指针,4,323,+1(85),-,-,-,-,-,+1(100),-,-10,+1(128),-,+1(10),-,0%,Honorable,林泽勋,罗为,李浩源,N,N
204,,西北工业大学,金牌归来，发现妻女流落街头,4,328,+2(70),-,-,-,-,-,+1(81),-,-7,+2(122),-,+1(15),-,33%,Honorable,吴优,郝春博,刘伟业,N,N
205,122,广东工业大学揭阳校区,GDUTJY_彼岸之约,4,330,+2(91),-,-,-,-,-,+3(64),-,-,+1(106),-,+1(9),-,42%,Honorable,黄浩天,陈煜祺,向宇飞,N,N
206,123,天津工业大学,我上早八,4,339,+1(111),-,-,-,-,-,+2(66),-,-2,+2(90),-,+2(12),-,42%,Honorable,吕佳乐,徐振业,李翊萌,N,N
207,,广东工业大学,我想拿牌子,4,343,+1(126),-,-,-,-,-,+1(54),-,-5,+1(147),-,+1(16),-,0%,Honorable,李耿豪,黄博,周建宏,N,N
208,,东华大学,虚拟机会梦见赛博纸带吗？,4,345,+1(81),-5,-,-,-,-,+1(148),-,-,+1(106),-,+1(10),-,0%,Honorable,陈缪鑫,蔡晋,彭飞,N,N
209,124,西南民族大学,SCCPC*,4,347,+2(96),-,-,-,-,-,+2(84),-,-4,+1(114),-,+1(13),-,33%,Honorable,姚焜,欧辉强,黄铭,N,N
210,,河南大学,604,4,348,+2(88),-4,-,-,-,-,+2(61),-,-,+2(126),-,+1(13),-,42%,Honorable,程功,耿东阳,张亚豪,N,N
211,125,西北大学,一定是那ICPC，它把大哥打至跪地，可能是迫大哥跟它回去做题目口牙,4,350,+2(194),-,-,-,-,-,+1(36),-,-1,+2(64),-,+1(16),-,33%,Honorable,朱珈成,罗穰杰,梁家瑞,N,N
212,126,信息工程大学,新旬拔队,4,354,+3(83),-,-,-,-,-,+1(73),-,-6,+1(117),-,+2(21),-,42%,Honorable,林万新,丁钧铖,张裕颉,N,N
213,127,山东财经大学,参与奖掠夺者,4,370,+1(56),-,-,-,-,-,+2(95),-,-1,+3(123),-,+2(16),-,50%,Honorable,李锦月,陈代鑫,江文硕,N,N
214,,西北工业大学,不想想队名,4,371,+3(95),-1,-,-,-,-,+1(72),-,-4,+2(132),-,+1(12),-,42%,Honorable,梁乐彬,韩正,蔡思博,N,N
215,,中国石油大学（华东）,中石大1997,4,374,+2(99),-,-,-,-,-,+1(64),-,-,+2(154),-,+1(17),-,33%,Honorable,王一同,徐烨,林嘉伟,N,N
216,,南京邮电大学,天使重构,4,381,+3(86),-7,-1,-,-,-,+3(79),-,-4,+2(109),-2,+1(7),-,55%,Honorable,胡乐安,崔晨曦,赵聿祺,N,N
217,128,湖南科技大学,梦起云雾时,4,388,+3(98),-,-,-,-,-,+1(55),-,-1,+2(129),-,+2(26),-,50%,Honorable,肖琦,李旭云,袁悦,N,N
218,129,华中师范大学,白夜,4,393,+1(38),-9,-,-,-,-,+4(156),-,-,+1(125),-,+1(14),-,42%,Honorable,易嘉鸣,潘芮锐,陈程,N,N
219,,上海大学,清醒后才发现这是XCPC,4,395,+2(92),-,-,-,-,-,+2(68),-,-6,+2(162),-,+1(13),-,42%,Honorable,韦杰恒,蔡轩,黄垒,N,N
220,130,江西财经大学,她与银牌见合,4,408,+2(139),-,-,-,-,-,+1(42),-,-,+4(134),-4,+1(13),-,50%,Honorable,王海峰,彭俊杰,李鑫,N,N
221,,天津工业大学,兄弟你好香,4,415,+3(113),-,-,-,-,-,+2(89),-,-10,+1(141),-,+1(12),-,42%,Honorable,孙文杰,刘涛,程梧桐,N,N
222,,东北大学秦皇岛分校,空白名称,4,416,+1(83),-1,-,-,-,-,+2(67),-,-,+4(151),-,+2(15),-,55%,Honorable,焦一晟,徐向博,闫一飞,N,N
223,,四川大学,安全三方计算,4,417,+2(51),-,-,-,-,-,+3(191),-,-5,+2(78),-1,+1(17),-,50%,Honorable,张逸涵,邹昔贝,吴佳诚,N,N
224,131,合肥大学,候鸟,4,418,+1(139),-,-,-,-,-,+1(66),-,-,+2(180),-,+1(13),-,20%,Honorable,王国梁,吕文杰,杨仕超,N,N
225,,安徽大学,似乎有着能够令人AC的隐藏指令,4,421,+2(120),-,-,-,-,-,+2(48),-,-1,+3(142),-,+2(11),-,55%,Honorable,刘圆博,许子桢,吕建强,N,N
226,132,安徽农业大学,题题不歪真君,4,423,+2(100),-,-,-,-,-,+3(82),-,-,+2(146),-,+1(15),-,50%,Honorable,李兹如,姜乐源,卢岳,N,N
227,133,华东理工大学,别急我还在藏东西,4,424,+2(88),-,-,-,-,-,+1(104),-,-,+2(154),-,+2(18),-,42%,Honorable,谢榛,孙俊,李佳强,N,N
228,134,浙江财经大学,踏雪寻梅,4,427,+1(117),-,-,-,-,-,+3(76),-,-4,+2(149),-,+1(25),-,42%,Honorable,陈启亮,赵子腾,吴帆,N,N
229,135,中国海洋大学,错误没有答案,4,428,+3(90),-1,-,-,-,-,+2(118),-,-,+2(107),-,+2(13),-,55%,Honorable,冯钰恒,陈岳阳,张成玺,N,N
230,,武汉理工大学,样例都没过怎么ac了,4,431,+3(64),-,-,-,-,-,+1(90),-,-,+3(136),-,+3(21),-,60%,Honorable,王雨辰,吴明洲,王浩丞,N,N
230,136,华东交通大学,样例过了就算对,4,431,+2(136),-,-,-,-,-,+2(71),-,-,+2(147),-,+1(17),-,42%,Honorable,周贇杰,苏明亮,万文轩,N,N
232,137,长春理工大学,yxh 带我飞,4,434,+2(107),-,-,-,-,-,+3(85),-,-8,+1(143),-,+2(19),-,50%,Honorable,郎震,姚祥辉,李澹,N,N
233,,华东师范大学,OI，启动,4,440,+4(133),-,-,-,-,-,+2(73),-,-,+1(118),-,+2(16),-,55%,Honorable,周恒立,路修远,董芷鉴,N,N
233,138,上海应用技术大学,ICPC非常好_使我的队名抽象,4,440,+4(114),-,-,-,-,-,+3(71),-,-12,+1(135),-,+1(20),-,55%,Honorable,毛梓进,马小鹏,项家挺,N,N
235,139,郑州轻工业大学,VP Expert,4,451,+1(77),-,-,-,-,-,+2(155),-,-,+1(182),-,+1(17),-,20%,Honorable,王少杰,赵梓昊,高福涛,N,N
236,140,香港科技大学（广州）,S属性大爆发,4,452,+1(93),-,-,-,-,-,+2(111),-,-2,+3(177),-,+1(11),-,42%,Honorable,黄俊良,李宇堃,张思达,N,N
237,141,武汉纺织大学,我的青春AC物语果然没有恋爱,4,456,+3(168),-1,-,-,-,-,+3(77),-,-,+1(119),-,+1(12),-,50%,Honorable,刘洋,周黄灏,裘贺宝,N,N
238,,山东大学,签到人,4,459,+2(53),-4,-,-,-,-,+1(180),-,-,+4(128),-,+1(18),-,50%,Honorable,史博文,徐聚礼,张林翰,N,N
239,,郑州轻工业大学,遇事不决从容应队,4,480,+2(92),-,-,-,-,-,+1(132),-,-,+3(178),-,+1(18),-,42%,Honorable,薛晓煜,夏高祥,栗闫恒,N,N
240,142,湖南理工学院,锈湖,4,490,+1(71),-2,-,-,-,-,+3(123),-,-,+2(193),-,+2(23),-,50%,Honorable,杨可,陈娜,费峥宇,N,N
241,,武汉大学,JumPing win,4,495,+4(207),-,-,-,-,-,+1(72),-,-,+2(129),-,+1(7),-,50%,Honorable,魏俊涛,戴天奕,杨锦熙,N,N
242,,浙江财经大学,幻想家在幻想时间幻想ac,4,499,+5(119),-,-,-,-,-,+2(98),-,-1,+2(150),-,+1(12),-,60%,Honorable,朱腾,陈超,冯裕钵,N,N
243,143,西南大学,西大暴龙队,4,505,+2(121),-,-,-,-,-,+2(144),-,-,+2(167),-,+1(13),-,42%,Honorable,蒋麟洲,孙舒源,刘益鸣,N,N
244,144,山东大学（威海）,挽圆神挽的,4,525,+3(144),-,-,-,-,-,+2(93),-,-,+3(174),-,+1(14),-,55%,Honorable,童延,陆柯旭,钟菡树,N,N
245,145,江西农业大学,浩~能不能拿牌啊？,4,539,+4(164),-1,-,-,-,-,+1(85),-,-,+2(194),-,+1(16),-,50%,Honorable,廖伦浩,罗宇豪,徐浩东,N,N
246,,山东理工大学,我有铁牌,4,544,+3(152),-,-,-,-,-,+1(108),-,-7,+2(201),-,+1(23),-,42%,Honorable,杨国强,宋润桐,朱嘉超,N,N
247,,福州大学,苦来兮苦,4,557,+4(131),-,-,-,-,-,+3(171),-,-,+2(124),-,+1(11),-,60%,Honorable,陈建宇,庄宇烽,杨云飞,N,N
247,146,西华大学,夏日限定的告白,4,557,+2(177),-,-,-,-,-,+2(81),-,-1,+2(216),-,+1(23),-,42%,Honorable,肖代阳,谢维文,赵熙,N,N
249,147,合肥工业大学,天天做早操队,4,560,+2(182),-,-,-,-,-,+2(45),-,-12,+7(163),-,+1(10),-,66%,Honorable,王腾昊,舒雨飞,韩昆桦,N,N
250,148,浙大城市学院,冬雪涟,4,562,+3(65),-8,-,-,-,-,+4(156),-,-1,+4(164),-,+1(17),-,66%,Honorable,郭申申,鲁俊杰,张洋鸣,N,N
251,,西北工业大学,兄弟你不香了,4,568,+3(122),-,-,-,-,-,+2(73),-,-,+4(186),-,+3(27),-,66%,Honorable,万梓宸,涂思亮,魏子尧,N,N
252,,武汉大学,方块人转生成铁牌选手,4,569,+4(109),-,-,-,-,-,+2(221),-,-1,+2(129),-,+1(10),-,55%,Honorable,丁启航,石炜,陈新尧,N,N
253,149,吉利学院,吉利太美,4,604,+3(208),-,-,-,-,-,+3(117),-,-1,+3(72),-,+3(47),-,66%,Honorable,罗志豪,何正,严嘉诚,N,N
254,,国防科技大学,项王不惘,4,632,+2(245),-,-,-,-,-,+2(90),-,-6,+2(219),-,+1(18),-,42%,Honorable,梁庭宇,张洋,孙睿宇,N,N
255,150,贵州大学,猫猫也想要拿牌,4,646,+3(206),-,-,-,-,-,+3(114),-,-,+1(225),-,+1(21),-,50%,Honorable,杨毅,冯林,孟坤林,N,N
256,151,北京林业大学,皓腕凝霜雪,4,676,+4(175),-,-,-,-,-,+1(165),-,-1,+3(227),-,+1(9),-,55%,Honorable,蔡优,管穗京,梅涵,N,N
257,152,北京化工大学,#define WA AC,4,679,+2(78),-,-,-,-,-,+3(193),-,-,+6(236),-,+1(12),-,66%,Honorable,杨嘉明,彭天祺,陈昊然,N,N
258,153,阜阳师范大学,又双叒叕到了难搞的时候,4,680,+9(169),-1,-,-,-,-,+2(90),-,-1,+3(188),-,+1(13),-,73%,Honorable,胡召鑫,张美星,邢文俊,N,N
258,153,东北林业大学,世纪末彼岸花丛中的死之结界,4,680,+4(202),-,-,-,-,-,+5(107),-,-4,+2(189),-,+1(22),-,66%,Honorable,刘宋凯,李敬,赵天鑫,N,N
260,155,浙江农林大学,我直直直直直接给你坐下,4,684,+3(151),-,-,-,-,-,+3(96),-,-,+3(225),-,+2(72),-,63%,Honorable,朱冠霖,黄志腾,赵亭旭,N,N
261,156,温州大学,温大十一队,4,690,+1(143),-,-,-,-,-,+5(203),-,-,+2(229),-,+1(15),-,55%,Honorable,杨嘉诚,盛飞扬,黄力垚,N,N
262,157,西南交通大学,很内向在电脑前不敢写代码,4,735,+6(261),-,-,-,-,-,+3(149),-,-,+2(155),-,+1(10),-,66%,Honorable,谢栩珲,胥琪,王一帆,N,N
263,158,中国矿业大学（北京）,燐光,4,738,+2(167),-,-,-,-,-,+5(258),-,-2,+1(203),-,+1(10),-,55%,Honorable,饶汉青,闵俊宝,金大业,N,N
264,159,阿坝师范学院,火攻,4,742,+2(123),-,-,-,-,-,+1(209),-,-,+3(236),-,+4(54),-,60%,Honorable,李先笙,胡航,陈李鑫,N,N
265,,北京师范大学,打完就回去搬砖,4,746,+3(110),-,-,-,-,-,+4(187),-,-2,+5(249),-,+1(20),-,69%,Honorable,丁余健,凤晨阳,陆祖亿,N,N
266,160,湖南师范大学,师大之星,4,747,+1(107),-,-,-,-,-,+10(240),-,-,+4(147),-,+1(13),-,75%,Honorable,叶欣睿,王鸿杰,周鸿志,N,N
267,161,西安邮电大学,AAC退役小作文批发所,4,748,+1(108),-,-,-,-,-,+5(263),-,-,+3(215),-,+2(22),-,63%,Honorable,董子豪,马悦凯,何润泽,N,N
268,,浙江农林大学,再交100罚,4,749,+3(197),-,-,-,-2,-,+3(179),-,-,+3(235),-,+1(18),-,60%,Honorable,卢成荣,戴晓毅,丁煜,N,N
269,,天津大学,谦虚好学的玛卡巴卡们,4,765,+3(263),-,-,-,-,-,+3(172),-,-1,+1(225),-1,+1(25),-,50%,Honorable,王一丁,王子轩,廖浩然,N,N
270,162,湖南大学,对对队,4,775,+3(163),-,-,-,-,-,+6(178),-,-,+3(223),-,+2(11),-,71%,Honorable,刘泽益,文卓,陈智权,N,N
271,163,北京理工大学珠海学院,果宝三剑客,4,783,+2(146),-,-,-,-,-,+2(290),-,-,+3(244),-,+1(23),-,50%,Honorable,翁彦峰,肖正阳,李国胜,N,N
272,164,重庆移通学院,世界の中心、ACCEPTでを叫ぶ,4,786,+11(219),-,-,-,-,-,+3(118),-,+1(196),-13,-,+1(13),-,75%,Honorable,李德立,韩世杰,袁馨渝,N,N
273,,上海大学,塔尖粉丝团,4,795,+4(89),-10,-,-,-,-,+6(231),-,-,+6(205),-,+1(10),-,76%,Honorable,殷天悦,刘洲宏,席睿扬,N,N
274,165,成都东软学院,回复四级的重启人生,4,812,+2(102),-,-,-,-,-,+5(243),-,-,+1(276),-,+3(51),-,63%,Honorable,周志宏,徐佳杰,廖永东,N,N
275,,中国传媒大学,憧憬成为AC高手,4,822,+5(255),-,-,-,-,-,+1(173),-,-,+4(241),-,+1(13),-,63%,Honorable,谢嘉彤,龙岑华,李思扬,N,N
276,166,河南工业大学,just do it,4,839,+4(197),-,-,-,-,-,+3(100),-,-,+5(271),-,+3(51),-,73%,Honorable,汪明超,凡亚豪,曹子鹏,N,N
277,,中南大学,新建文件夹,4,860,+6(163),-,-,-,-,-,+2(218),-,-,+2(225),-,+3(74),-,69%,Honorable,吴让尧,王冠楠,李佑唐,N,N
278,167,中南民族大学,想队名比过题难,4,890,+3(164),-,-,-,-,-,+2(257),-,-,+5(282),-,+2(27),-,66%,Honorable,林俊彦,陈宇轩,魏子杰,N,N
279,,北京交通大学,明湖鸭,4,921,+4(206),-,-,-,-,-,+2(143),-,-1,+10(293),-,+1(19),-,76%,Honorable,王九旺,程依康,梁曦霖,N,N
280,168,嘉应学院,爱是最强自在法,4,1060,+2(178),-,-,-,-,-,+6(299),-,-,+5(180),-,+6(103),-,78%,Honorable,钟棋宇,王嘉贤,罗祉茗,N,N
281,,长沙理工大学,负优化大湿,4,1092,+6(163),-,-,-,-,-,+2(266),-,-,+7(254),-,+3(129),-,77%,Honorable,肖志翔,夏昱,赖贝尔,N,N
282,,西南交通大学,即便转生为美少女也要打ACM,3,292,-1,-,-,-,-,-,+2(163),-,-,+1(96),-,+1(13),-,25%,Honorable,倪阳,曹创,林泽宇,N,N
283,169,福建师范大学,秘封俱乐部,3,299,+1(79),-,-,-,-,-,-7,-,-,+2(181),-,+1(19),-,25%,Honorable,林廷钧,姚耀宇,陈薪霖,N,N
284,170,西南财经大学,两菜一汤,3,330,+1(155),-,-,-,-,-,+2(97),-,-,-7,-,+2(38),-,40%,Honorable,朱哲含,蒋思翔,钟富城,N,N
