Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
17,,浙江大学,温中二哥,5,943,-,-,+1(125),+4(240),-,-,-,-,-,+3(130),+1(49),+1(299),-,50%,Gold,刘静明,杨沛霖,陈彦博,N,N
18,11,中国科学院大学,骑士与龙,5,1062,-,-,+3(209),+1(240),+2(182),-,-,-,-,+5(252),+1(39),-,-,58%,Gold,徐亦周,杨泽超,楼持恒,N,N
19,12,南京大学,Thedereap,5,1201,-,-,+1(148),+16(285),-,-,-,-,-,+4(100),+4(62),+1(186),-,80%,Gold,张浩宇,林荣恩,陈晓,N,N
20,13,华中科技大学,奈亚拉托提普,4,517,-,-,+2(171),+2(125),-,-,-,-,-,+4(89),+1(32),-,-,55%,Gold,余泽坤,叶佳,郑欣,N,N
21,14,华南理工大学,胖头鱼头胖,4,594,-,-,+1(132),+2(82),+3(292),-,-1,-,-,-,+1(28),-,-,42%,Gold,冼昊明,李珲,钱晨炼,N,N
22,15,青岛科技大学,Syrup,4,612,-,-,+1(153),+3(94),-,-,-,-,-,+5(225),+1(20),-,-,60%,Gold,李泉志,温智凯,马英杰,N,N
23,,北京航空航天大学,大吉大利，今晚吃 mian();,4,644,-,-,+1(65),-12,+1(284),-,-,-,-,+4(190),+1(45),-,-,42%,Gold,刘佳睿,潘天蔚,郝泽钰,N,N
24,16,中国地质大学（武汉）,背着队友偷偷wa题,4,656,-,-,+1(247),-4,-,-,-,-,-,+2(107),+1(72),+1(210),-,20%,Gold,于桐,付欣宇,何永鑫,N,N
25,17,中南大学,取名字是件困难的事,4,659,-,-,+1(290),-7,-1,-,-,-,-,+3(78),+1(22),+1(229),-,33%,Gold,唐京,潘新俞,黄乐天,N,N
26,18,山东大学（威海）,遇到困难睡大觉,4,664,-,-,+1(154),+6(221),-,-,-,-,-,+2(128),+1(41),-,-,60%,Gold,严一涵,于帅聪,庄昊霖,N,N
27,19,四川大学,长征二号F改,4,677,-,-,+4(290),-22,-,-,-,-,-,+3(167),+1(28),+1(92),-,55%,Gold,杨雨豪,楚博然,王耀,N,N
28,20,浙江师范大学,四百四十四点四只狮子,4,802,-,-,+2(138),+8(267),-,-,-,-,-,+2(173),+1(44),-,-,69%,Gold,叶佳伟,张燮弛,陈汪怡,N,N
29,,北京航空航天大学,杯金银空铜天大学,4,803,-,-,+2(288),+3(236),-,-,-,-,-,+3(148),+1(31),-,-,55%,Gold,彭毛小民,肖思炀,郑耀彦,N,N
30,21,上海大学,还是你懂的多啊,4,809,-1,-1,-1,+2(132),-,-,-,-,-,+8(184),+1(35),+1(298),-,66%,Gold,丁东,吴逸磊,王启隆,N,N
31,,浙江大学,创始,4,813,-,-,+1(165),+8(179),-,-,-,-,-,+3(240),+1(49),-1,-,69%,Gold,应子帆,张钰成,李奕致,N,N
32,22,哈尔滨工业大学（威海）,行雲流水,4,961,-,-,+1(268),+8(205),-,-,-,-,-,+7(164),+1(64),-,-,76%,Gold,张春立,王昊川,罗江楠,N,N
33,23,西安电子科技大学,慢慢来,4,963,-,-,+4(230),+12(272),-,-,-,-,-,+1(145),+1(36),-,-,77%,Gold,冯瑞森,祝君超,陈德创,N,N
34,24,南京邮电大学,勇敢贝拉不怕牛牛,4,974,-,-,+1(239),+6(253),-,-,-,-,-,+2(290),+1(72),-,-,60%,Gold,李清远,王一权,王奕乾,N,N
35,25,武汉大学,请问您今天要来点气球吗,4,1122,-,-,+1(204),+19(262),-,-,-,-,-,+2(227),+1(49),-,-,82%,Gold,王忠涛,蔡旭昀,逄博,N,N
36,26,哈尔滨工业大学（深圳）,深圳速度,3,282,-,-,+2(97),-17,-,-,-,-,-,+1(125),+1(40),-,-,25%,Silver,李亚轩,杨博康,金昊,N,N
37,,哈尔滨工业大学（威海）,阿波罗11,3,285,-,-,+1(152),-6,-,-,-,-,-,+1(90),+1(43),-,-,0%,Silver,纪鑫鹏,阮文哲,陈柏羽,N,N
38,27,北京理工大学,挂件挂挂件,3,336,-,-,+2(183),+1(79),-,-,-,-,-,-24,+1(54),-,-,25%,Silver,于瀚文,孙嘉珺,赖昱行,N,N
39,28,合肥工业大学宣城校区,跳高高,3,349,-,-,+1(228),-2,-,-,-,-,-,+1(84),+1(37),-,-,0%,Silver,唐志远,沈钰鹏,符尘浩,N,N
40,29,合肥工业大学,队伍名健康积极向上,3,364,-,-,+1(99),-8,-,-,-,-,-,+3(164),+1(61),-,-,40%,Silver,徐泽宇,易锦均,黄枭威,N,N
40,29,天津理工大学,打铁还需自身硬,3,364,-,-,+1(201),+3(59),-,-,-,-,-,-4,+1(64),-,-,40%,Silver,向东,罗耀宇,陈佳博,N,N
42,31,浙大城市学院,让我研究一波,3,366,-,-,+1(261),-3,-,-,-,-,-,+1(82),+1(23),-,-,0%,Silver,田会文,章立晨,邓皓文,N,N
43,32,华东师范大学,修来的福报就这么没了,3,374,-,-,+1(190),-3,-,-,-2,-,-,+4(98),+1(26),-,-,50%,Silver,朱睿诚,杨弘,毛博超,N,N
44,,华东师范大学,饮茶先啦,3,418,-,-,+1(245),+1(136),-,-,-,-,-,-2,+1(37),-,-,0%,Silver,刘天瑞,王磊,高祖阳,N,N
45,33,吉林大学,Nan 上加 Nan,3,420,-,-,-,+1(118),-,-,-,-,-,-12,+1(32),+1(270),-,0%,Silver,徐小权,方涵斌,李祯浩,N,N
46,,电子科技大学,谁报的名,3,424,-,-,+1(174),-,-,-,-,-,-,+4(137),+1(53),-,-,50%,Silver,冯书瀚,刘轩,张鸿皓,N,N
47,34,北京林业大学,杂毛小鸡,3,443,-,-,+2(234),+1(127),-,-,-,-,-,-19,+1(62),-,-,25%,Silver,康旭,陈浩翔,黄梓铭,N,N
48,35,北京交通大学,铁杵磨成金,3,452,-,-,+2(159),-21,-,-,-,-,-,+2(200),+1(53),-,-,40%,Silver,张乐凭,张开元,徐一龙,N,N
48,35,太原理工大学,鸽们仨,3,452,-,-,+1(84),+6(230),-1,-,-,-,-,-2,+1(38),-,-,62%,Silver,何玉斌,李昌荣,李沛霖,N,N
50,37,西安交通大学,白板面包,3,454,-,-,+1(100),+5(237),-,-,-,-,-,-2,+1(37),-,-,57%,Silver,孙路,张骏扬,王彦博,N,N
51,38,上海交通大学,少年游,3,455,-,-,+3(107),+2(253),-,-,-,-,-,-,+1(35),-,-,50%,Silver,方俊杰,肖景琦,阮航,N,N
52,39,香港科技大学,树状数组不能维护01背包,3,463,-,-,-,-4,+3(245),-,-,-,-,-3,+1(31),+1(147),-,40%,Silver,张瑜隽,张重,温子奇,N,N
53,40,国防科技大学,三个点金手,3,475,-,-,-,+1(204),+4(163),-,-,-,-,-4,+1(48),-,-,50%,Silver,朱卓锋,王荣航,董理,N,N
54,,武汉大学,疲倦且内卷,3,480,-,-,+1(257),-,-,-,-,-,-,+3(131),+1(52),-,-,40%,Silver,吴雨欣,芦帅晔,郑亮涛,N,N
55,41,浙江财经大学,渣男天团,3,487,-,-,+1(169),+2(266),-,-,-,-,-,-20,+1(32),-,-,25%,Silver,刘洁英,周人豪,童沈阳,N,N
56,,电子科技大学,我们仍未知道那天WA的原因,3,504,-,-,+1(147),-12,-,-,-,-,-,+3(264),+2(33),-,-,50%,Silver,吴晓玉,张镕麒,梁晖,N,N
57,,华南理工大学,3可赛艇,3,505,-,-,+1(265),+4(150),-,-,-,-,-,-35,+1(30),-,-,50%,Silver,何承哲,曹云舒,陈涵,N,N
58,,杭州电子科技大学,杭电2021-5队,3,512,-,-,-2,+3(219),+2(199),-,-,-,-,-9,+1(34),-,-,50%,Silver,刘梓灏,李丰,杜志远,N,N
59,42,深圳大学,SZU-Euclid,3,524,-,-,+2(218),-,-,-,-,-,-,+6(155),+1(31),-,-,66%,Silver,丁优龙,林烨堃,梁泽荣,N,N
60,43,香港中文大学（深圳）,龙大相遇，快乐划水,3,525,-,-,+1(199),-22,-,-,-,-,-,+3(235),+1(51),-,-,40%,Silver,夏禹扬,蒋一歌,赵子逸,N,N
61,,上海大学,荒原,3,531,-,-,+1(276),-12,-,-,-,-,-,+5(138),+1(37),-,-,57%,Silver,徐正阳,易兰萱,李凯麟,N,N
62,44,哈尔滨工业大学,上海紅茶館,3,533,-,-,+1(184),-25,-,-,-,-,-,+3(249),+1(60),-,-,40%,Silver,张子扬,曲天元,赵育恒,N,N
63,45,上海科技大学,走开点，很挤了,3,536,-,-,+2(146),-14,-,-,-,-,-,-8,+4(81),+1(229),-,57%,Silver,张英皓,王鹏程,袁维铎,N,N
64,46,浙江理工大学,魔法少女101,3,538,-,-,+2(274),+2(170),-1,-,-,-,-,-2,+1(54),-,-,40%,Silver,丁溢,刘一龙,金宇星,N,N
65,,杭州电子科技大学,杭电2021-6队,3,549,-,-,+1(137),-7,-,-,-,-,-,+6(244),+1(68),-,-,62%,Silver,宁骐鸣,林伟杰,王子习,N,N
66,47,复旦大学,邯郸路编译器,3,561,-,-,+5(142),-,-,-,-,-,-,+5(227),+1(32),-,-,72%,Silver,张佳洵,田嘉禾,袁榕含,N,N
66,,北京理工大学,为什么你们这么熟练啊,3,561,-,-,+2(251),+5(183),-1,-,-,-,-,-9,+1(27),-,-,62%,Silver,廖嘉琦,张程,李坚辉,N,N
68,,国防科技大学,万有引力号,3,564,-,-,+1(233),-1,+2(264),-,-,-,-,-6,+1(47),-,-,25%,Silver,张睿达,梁宸菘,王子恒,N,N
69,48,成都理工大学,中国队,3,571,-,-,+1(83),+11(263),-,-,-,-,-,-,+1(25),-,-,76%,Silver,吴恒,张文渝,雷笙达,N,N
70,49,南开大学,今天又被开除了114514次,3,588,-,-,-,+7(251),-,-,-,-,-,+1(159),+1(58),-,-,66%,Silver,侯黄博林,翟江天,陈静怡,N,N
71,50,山东大学,蹦蹦炸弹,3,592,-,-,+4(175),-,-,-,-,-,-,-,+1(70),+1(287),-,50%,Silver,孙浩哲,曾祥宇,柳涵,N,N
72,51,同济大学,小心清零,3,624,-,-,+3(246),-,-,-,-,-,-,-3,+1(40),+1(298),-,40%,Silver,张馨月,田宇,钟伊凡,N,N
73,52,广东工业大学,猪猪冲冲冲,3,638,-,-,+3(188),+7(239),-,-,-,-,-,-7,+1(51),-,-,72%,Silver,刘皓瑜,吴董超,谢俊,N,N
74,,电子科技大学,土豆带咱飞,3,665,-,-,+1(107),-3,-,-,-,-,-,+12(299),+1(39),-,-,78%,Silver,吴宇航,林华伦,罗嘉诚,N,N
75,53,南华大学,三个代表,3,701,-,-,+2(256),+6(298),-,-,-,-,-,-,+1(27),-,-,66%,Silver,孙瑶,肖正皇,贺正,N,N
76,,中山大学,中山大学-版本答案,3,717,-,-,+2(217),-,-,-,-,-,-,+10(271),+1(29),-,-,76%,Silver,方展鸿,陈星辉,陈银超,N,N
77,,吉林大学,黑化肥挥发发灰会花飞,3,721,-,-,+2(247),+8(274),-,-,-,-,-,-4,+1(40),-,-,72%,Silver,王鹏一,郑翔曦,郭冠男,N,N
78,54,东北师范大学,竹取飞翔,3,731,-,-,+1(251),+7(290),-,-,-,-,-,-4,+1(70),-,-,66%,Silver,刘一木,史曼玲,李嘉琦,N,N
79,,华东师范大学,签到题不破防,3,737,-,-,+2(96),+16(287),-,-,-,-,-,-16,+1(34),-,-,84%,Silver,吴镇宇,杨贇,陈元庆,N,N
80,,哈尔滨工业大学（威海）,掘金打铁,3,739,-,-,+1(245),+11(272),-,-,-,-,-,-5,+1(22),-,-,76%,Silver,刘新一,和树繁,苑世豪,N,N
81,55,北京邮电大学,我与肚肚势不两立,3,759,-,-,+5(252),-,-,-,-,-,-,+6(281),+1(46),-,-,75%,Silver,刘东岫,池纪君,郑金亮,N,N
82,56,福州大学,魔法师,3,786,-,-,-,+3(242),-,-,-,-,-,+10(283),+1(41),-,-,78%,Silver,叶林忠,汪辉阳,潘泓岳,N,N
83,57,中北大学,阿瓦达啃大瓜,3,793,-,-,+2(265),+17(149),-,-,-,-,-,-7,+1(39),-,-,85%,Silver,王海深,王皓男,赵守智,N,N
84,58,南京信息工程大学,小小甜心,3,888,-,-,+1(112),-,-,-,-,-,-,+23(297),+1(39),-,-,88%,Silver,周恒康,杨盛凯,王营祺,N,N
85,59,浙江工业大学,明日之盛,3,982,-,-,-1,+13(293),-2,-,-,-,-,+11(234),+1(15),-,-,88%,Silver,杨俊尧,莫清宇,董烨,N,N
86,,华东师范大学,一小时写题，四小时自闭,3,1012,-,-,-,+19(271),-,-,-,-,-,+6(176),+2(85),-,-,88%,Silver,安育东,王晨恺,章兆萌,N,N
87,,北京航空航天大学,我完全不会.jpg,2,98,-,-,+1(31),-2,-,-,-,-,-,-8,+1(67),-,-,0%,Silver,张思淼,程泽轩,赵子涵,N,N
88,,华南理工大学,O(1/N),2,102,-,-,-,-12,-,-,-,-,-,+1(62),+1(40),-,-,0%,Silver,刘泽森,唐古拉,王宸玺,N,N
89,,哈尔滨工业大学（深圳）,逆流沙,2,145,-,-,-,-10,-,-,-,-,-,+3(69),+1(36),-,-,50%,Silver,徐兆彬,徐逸峰,董泽余,N,N
90,60,山东师范大学,逆风,2,150,-,-,-,-31,-,-,-,-,-,+1(91),+1(59),-,-,0%,Silver,卢蔚,王位毅,纪毅,N,N
91,61,南方科技大学,南方科技大学-圣塞巴斯蒂安,2,153,-,-,+1(109),-4,-6,-,-,-,-,-,+2(24),-,-,33%,Silver,匡亮,赵可泰,郗志豪,N,N
92,,福州大学,精准,2,163,-,-,+1(133),-10,-,-,-,-,-,-6,+1(30),-,-,0%,Silver,李鸿宇,林铮翔,王奕然,N,N
93,,北京邮电大学,五行缺土,2,169,-,-,+2(108),-,-,-,-,-,-,-,+1(41),-,-,33%,Silver,庄铭淳,李健扬,苏承烨,N,N
94,,西安交通大学,你来到了没有知识的荒原,2,172,-,-,-2,-,-,-,-,-,-,-2,+1(49),+2(103),-,33%,Silver,刘江枫,张顺驰,马云添,N,N
95,,太原理工大学,百闻不如一见队,2,197,-,-,+1(124),-19,-,-,-,-,-,-3,+1(73),-,-,0%,Silver,何奇璋,周扬帅,汤奇霖,N,N
96,62,宁波大学,这不是人均算法吗,2,199,-,-,+2(136),-16,-,-,-,-,-,-,+1(43),-,-,33%,Silver,赵文泽,陈宇杰,陈挺扬,N,N
97,,北京交通大学,鸣洋四海的萨日朗,2,205,-,-,+1(152),-,-,-,-,-,-,-,+1(53),-,-,0%,Silver,孙锦洋,郭奕朗,钟一鸣,N,N
98,,西安交通大学,对对队,2,209,-,-,+2(159),-3,-,-,-,-,-,-25,+1(30),-,-,33%,Silver,夏泽,王成昊,艾继涛,N,N
99,,吉林大学,还没跑路呢,2,215,-,-,+1(133),-,-,-,-,-,-,-8,+1(82),-,-,0%,Silver,李唯聪,蒋佳轩,郑修远,N,N
100,63,山东科技大学,共和国号,2,216,-,-,+2(156),-6,-,-,-,-,-,-,+1(40),-,-,33%,Silver,吴岳松,李盼,王向东,N,N
101,64,中国地质大学（北京）,计数机,2,219,-,-,-,-,-,-,-,-,-,-9,+1(73),+1(146),-,0%,Silver,余明辉,李桂嘉,费先进,N,N
101,64,大连理工大学,优哉游哉,2,219,-,-,+1(182),-2,-,-,-,-,-,-7,+1(37),-,-,0%,Silver,余澍莘,卢品仁,杨朗,N,N
103,66,西南交通大学,唯,2,228,-,-,+3(133),-11,-,-,-,-,-,-,+1(55),-,-,50%,Silver,徐润泽,柴艺函,龚傲林,N,N
104,67,电子科技大学中山学院,队名什么的已经无所谓了,2,234,-,-,-,-3,-,-,-,-,-,+2(162),+1(52),-,-,33%,Silver,张轩,王宇冰,陈广辉,N,N
105,,南京邮电大学,下一发又要PE了,2,235,-,-,+1(184),-24,-,-,-,-,-,-13,+1(51),-,-,0%,Silver,刘子钧,蔡振川,金益凡,N,N
106,68,华中农业大学,吸铁石,2,236,-,-,+1(185),-7,-,-,-,-,-,-5,+1(51),-,-,0%,Bronze,吴俊彤,周广通,张浩辉,N,N
107,69,山东农业大学,逆流而上,2,240,-,-,-,+2(144),-,-,-,-,-,-,+2(56),-,-,50%,Bronze,李文卓,李春雨,蔡东晓,N,N
108,,西安交通大学,赶紧报名了睡觉,2,243,-,-,+1(117),-,-,-,-,-,-,-11,+3(86),-,-,50%,Bronze,叶森,陈子鹏,顾真榕,N,N
109,,中山大学,中山大学-无效响应,2,248,-,-,-,-,+2(191),-,-,-,-,-5,+1(37),-,-,33%,Bronze,张涛麟,谢文龙,陈宇浩,N,N
110,,哈尔滨工业大学,奥利奥味树套树,2,252,-,-,+1(236),-4,-,-,-,-,-,-4,+1(16),-,-,0%,Bronze,王玺澎,袁野,陈宥羽,N,N
111,,南开大学,今天又开除了114514人次,2,255,-,-,+2(194),-,-12,-,-,-,-,-,+2(21),-,-,50%,Bronze,王超星,覃楚杰,黄苏童,N,N
112,,天津大学,不Fe不改名,2,261,-,-,-,-6,-,-,-,-,-,+4(156),+1(45),-,-,60%,Bronze,刘汶铮,艾力西尔·安外尔,陈曦,N,N
112,70,东北大学,东北大学_米饭还没点,2,261,-,-,+1(227),-4,-,-,-,-,-,-8,+1(34),-,-,0%,Bronze,刘皓楠,曹城宇,王乐言,N,N
114,,南京大学,南小饱,2,265,-,-,+2(136),-,-,-,-,-,-,-3,+1(109),-,-,33%,Bronze,周相羽,朱家辰,贺卓宇,N,N
115,,吉林大学,乐狗,2,266,-,-,+2(156),-9,-,-,-,-,-,-12,+3(50),-,-,60%,Bronze,蒋致欧,郑佳策,黄哲霖,N,N
116,71,厦门大学,柳下桃蹊,2,271,-,-,+2(223),-,-4,-,-,-,-,-22,+1(28),-,-,33%,Bronze,韩可可,黄凯佳,黄勖,N,N
117,72,杭州师范大学,异世相逢，尽享编程,2,273,-,-,+2(205),-79,-,-,-,-,-,-12,+1(48),-,-,33%,Bronze,林宏磊,葛嘉辉,陈银桦,N,N
118,,浙江理工大学,海超人大洋游侠和隐形船,2,277,-,-,+3(165),-,-,-,-,-,-,-7,+1(72),-,-,50%,Bronze,宁宇浩,王显龙,邱天,N,N
118,,广东工业大学,顶蛙蛙,2,277,-,-,+2(217),-,-,-,-,-,-,-2,+1(40),-,-,33%,Bronze,张添乐,朱晋壕,林振杰,N,N
120,73,贵州大学,一天一顿,2,282,-,-,+1(207),-2,-,-,-,-,-,-,+1(75),-,-,0%,Bronze,周旭飞,孙宇,罗标,N,N
121,,哈尔滨工程大学,三只老猫,2,283,-,-,+2(191),-,-,-,-,-,-,-35,+1(72),-,-,33%,Bronze,孔佳豪,徐文溢,魏文卿,N,N
122,,南京大学,猪猪今天吃了吗,2,284,-,-,+2(210),-8,-,-,-,-,-,-3,+1(54),-,-,33%,Bronze,史丰萁,朱宇博,林海波,N,N
123,74,北方工业大学,北方工业大学2队,2,287,-,-,+3(152),-,-,-,-,-,-,-3,+1(95),-,-,50%,Bronze,何瀛龙,檀英杰,陈立哲,N,N
124,75,中国人民解放军战略支援部队信息工程大学,人活着就是为了樱岛麻衣,2,292,-,-,+2(232),-,-,-,-,-,-,-24,+1(40),-,-,33%,Bronze,孙康羽,张嘉玮,李睿,N,N
125,76,河南大学,第十三号永动机,2,294,-,-,-7,-,-,-,-,-,-,+3(197),+1(57),-,-,50%,Bronze,党韩昱,叶力源,张宇,N,N
126,77,湘潭大学,湘潭大学附属幼儿园一队,2,298,-,-,-,-,-,-,-,-,-,+2(237),+1(41),-,-,33%,Bronze,周熙霖,姜德琛,罗健淳,N,N
127,78,南京理工大学,瑟瑟发抖,2,303,-,-,+2(223),-,-,-,-,-,-,-16,+1(60),-1,-,33%,Bronze,刘星辰,季若曦,王瀚楠,N,N
128,79,东北农业大学,无敌爆0战神,2,305,-,-,+1(234),-,-,-,-,-,-,-,+1(71),-,-,0%,Bronze,王立盛,田也,郑月亮,N,N
129,,福州大学,队长叫我重视点,2,306,-,-,+1(261),-,-,-,-,-,-,-,+1(45),-,-,0%,Bronze,庄佳霖,黄森,龙林,N,N
130,,浙江工业大学,ZJUT7,2,308,-,-,-,-,-,-,-,-,-,+3(216),+1(52),-,-,50%,Bronze,周序,陈传聪,黄圣泽,N,N
131,80,浙江农林大学,Aibiyoyo,2,309,-,-,-,-7,-,-,-,-,-,-12,+3(69),+1(200),-,50%,Bronze,任松涛,曾唯策,杨成艺,N,N
131,,中国科学技术大学,一轮游队,2,309,-,-,+2(205),-1,-,-,-,-,-,-,+1(84),-,-,33%,Bronze,徐亦昶,潘廷岳,郑以勒,N,N
131,80,兰州大学,Supercalifragilisticexpialidocious,2,309,-,-,+1(227),-6,-,-,-,-,-,-1,+1(82),-,-,0%,Bronze,刘阳,王若譞,邢怀鹏,N,N
134,,西南交通大学,管大校说我们必打铁,2,310,-,-,+2(257),-7,-,-,-,-,-,-,+1(33),-,-,33%,Bronze,丁一鹏,张未希,李远杰,N,N
134,82,大连海事大学,风花雪月,2,310,-,-,+2(257),-2,-,-,-,-,-,-,+1(33),-,-,33%,Bronze,刁鹏杰,王暄,郑宇濠,N,N
134,82,东北林业大学,线性封闭,2,310,-,-,+1(272),-,-,-,-,-,-,-,+1(38),-,-,0%,Bronze,付钧元,周思乐,潘航,N,N
137,84,华南农业大学,你码这么菜你的队友不会生气吧哥哥,2,313,-,-,+3(218),-,-,-,-,-,-,-,+1(55),-,-,50%,Bronze,余嘉祺,吴振峰,张君豪,N,N
137,,哈尔滨工业大学（深圳）,机房老人,2,313,-,-,+1(233),-3,-,-,-,-,-,-15,+1(80),-,-,0%,Bronze,井然,周熙言,李源,N,N
139,85,西南大学,西南大学_啦啦队,2,314,-,-,-,-4,+1(285),-,-,-,-,-5,+1(29),-,-,0%,Bronze,刘锴睿,王宇奇,陈雯丽,N,N
140,,浙江工业大学,ZJUT12,2,316,-,-,+3(211),-,-,-,-,-,-,-1,+1(65),-,-,50%,Bronze,余远帆,吴雨薇,狄鑫慧,N,N
141,86,江南大学,OP战队,2,319,-,-,+2(222),-6,-,-,-,-,-,-1,+1(77),-,-,33%,Bronze,朱文涛,朱渝,汪垒,N,N
142,,中北大学,祝晴,2,322,-,-,+1(225),-10,-,-,-,-,-,-,+1(97),-,-,0%,Bronze,张佳鹏,张润齐,车林奇,N,N
143,,哈尔滨工程大学,这题能不能做队,2,327,-,-,+1(242),-,-,-,-,-,-,-7,+1(85),-,-,0%,Bronze,张宇驰,肖帆,魏思涵,N,N
143,87,湖南工业大学,不太会做题,2,327,-,-,+1(269),-,-,-,-,-,-,-23,+1(58),-,-,0%,Bronze,孙凯文,徐鹏,陈绍泉,N,N
145,,四川大学,江山代有才人秃,2,328,-,-,+1(282),-,-,-,-,-,-,-11,+1(46),-,-,0%,Bronze,李毓,牛佳文,辛梓杰,N,N
146,88,苏州大学,555我的炸鸡,2,329,-,-,+1(293),-,-,-,-,-,-,-14,+1(36),-,-,0%,Bronze,林志诚,陈惟一,顾俊辉,N,N
147,89,华南师范大学,天江行者,2,332,-,-,+1(295),-,-,-,-,-,-,-11,+1(37),-,-,0%,Bronze,吴清源,覃梓鑫,黄一肯,N,N
148,90,成都锦城学院,三核单线程,2,334,-,-,+1(283),-,-,-,-,-,-,-13,+1(51),-,-,0%,Bronze,刘浩,喻若舟,陈柯源,N,N
149,,合肥工业大学,摇头熊猫,2,335,-,-,+4(233),-4,-,-,-,-,-,-,+1(42),-,-,60%,Bronze,张嘉威,戴航,邓蓍颖,N,N
149,91,浙江科技学院,浙科二十队,2,335,-,-,+2(236),-,-,-,-,-,-,-5,+1(79),-,-,33%,Bronze,方毓乔,杨之川,黄俊豪,N,N
151,92,中南民族大学,彷徨之刃,2,339,-,-,+1(226),-,-,-,-,-,-,-,+1(113),-,-,0%,Bronze,张子涵,添文浩,罗顺伟,N,N
151,,华中科技大学,我的心是冰冰的,2,339,-,-,+1(297),-,-,-,-,-,-,-3,+1(42),-,-,0%,Bronze,付景洋,贺孜卓,黄钢祺,N,N
153,93,中国海洋大学,不听不听，飞鞋点金,2,341,-,-,+3(258),-,-,-,-,-,-,-1,+1(43),-,-,50%,Bronze,吕筱玮,张子涵,葛足澳,N,N
154,,哈尔滨工业大学,VHero三一人,2,342,-,-,-,-4,-,-,-,-,-,+2(282),+1(40),-,-,33%,Bronze,曹一豪,杨一正,王一桐,N,N
155,94,重庆大学,要是不熟我自己吃了它,2,344,-,-,+1(246),-1,-,-,-,-,-,-3,+3(58),-,-,50%,Bronze,于轩,张扬,裘博航,N,N
156,95,云南大学,【B限】第一次学代码,2,345,-,-,+3(237),-,-,-,-,-,-,-14,+1(68),-7,-,50%,Bronze,吴晓蒙,林逸泉,郑广敏,N,N
