Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
144,93,长春工业大学,饱食而遨游,4,435,+1(12),-,-,+2(165),-,-,+1(206),-,-,+1(32),-,-,-,20%,Bronze,刘智,吴仁杰,王麒景,N,N
145,,华中农业大学,数套树,4,436,+1(10),-,-,+1(103),-,-,+4(221),-,-,+1(42),-,-,-,42%,Honorable,吴威明,胡海川,黄燊,N,N
146,,杭州师范大学,异世相逢，尽享编程,4,441,+1(9),-,-,+3(162),-,-,+1(118),-,-,+3(72),-,-,-2,50%,Honorable,林宏磊,葛嘉辉,陈银桦,N,N
147,94,中北大学,逆三角,4,463,+1(19),-,-,+2(133),-,-,+1(194),-,-,+2(77),-,-,-2,33%,Honorable,张舟,张超,王少鹏,N,N
147,94,河北师范大学,欧尼酱daisikei,4,463,+2(15),-,-,+1(140),-,-,+1(203),-,-,+2(65),-,-,-,33%,Honorable,康玮琦,曲浩禹,杨占宇,N,N
149,96,合肥工业大学宣城校区,跳高高,4,465,+1(8),-,-,+8(135),-7,-,+1(164),-,-,+1(18),-,-,-,63%,Honorable,唐志远,沈钰鹏,符尘浩,N,N
150,,东北大学秦皇岛分校,该队名未通过审核,4,466,+1(4),-,-,+3(87),-20,-,+3(225),-,-,+2(50),-,-,-,55%,Honorable,张旭,梁迪,王敬群,N,N
151,97,浙江财经大学,秃如其来,4,469,+1(6),-,-,+2(107),-,-,+4(241),-,-,+1(35),-,-,-,50%,Honorable,张垚垚,张维康,朱新宇,N,N
152,98,东北电力大学,HAL 9000,4,472,+1(8),-,-,+2(134),-,-,+2(209),-1,-,+3(41),-,-,-,50%,Honorable,关凯铭,徐浩东,李翔宇,N,N
152,98,河北工业大学,此情可待成追忆,4,472,+1(7),-1,-1,+2(226),-1,-1,+1(187),-1,-1,+1(32),-1,-1,-1,20%,Honorable,冯新皓,孟宪周,李辰,N,N
154,,哈尔滨工程大学,孤岛惊魂6什么时候打折呀,4,485,+1(8),-,-,+3(121),-,-,+3(156),-,-,+4(60),-,-,-,63%,Honorable,王志远,薛宇浩,贾宏昊,N,N
155,100,山东理工大学,注意效率,4,489,+3(10),-,-,+1(126),-,-,+2(225),-,-,+1(68),-,-,-,42%,Honorable,宋天一,杨帆,王昊燃,N,N
156,,浙江农林大学,蛙蛙自动机,4,495,+1(11),-,-,+1(145),-,-,+1(223),-,-,+2(96),-,-,-6,20%,Honorable,周源,徐放,沈晔,N,N
156,,西安交通大学,Diamond_Sea,4,495,+1(9),-,-,+1(81),+5(295),-,-6,-,-,+1(30),-,-,-,50%,Honorable,何卓霖,史曜睿,田雨阳,N,N
158,,南京邮电大学,蜜雪去冰城,4,511,+1(9),-,-,+6(139),-,-,+1(218),-,-,+1(45),-,-,-,55%,Honorable,肖鸿,郁青陟,陆晓琦,N,N
159,101,青岛大学,均衡教派,4,512,+1(7),-,-,+1(43),-,-,+2(154),-,-,+6(188),-,-,-,60%,Honorable,于洪森,姜恒玉,杨博淋,N,N
160,102,郑州轻工业大学,静止傅立叶变换,4,519,+1(8),-,-,+3(148),-,-,+3(230),-,-,+1(53),-,-,-,50%,Honorable,孙泽国,张一泽,朱埮鑫,N,N
161,,山东理工大学,皮卡Wa,4,527,+2(10),-,-,+3(134),-,-,+2(203),-,-,+3(60),-,-,-,60%,Honorable,张广祺,徐董鑫,马润东,N,N
162,,北京交通大学,有三个人前来买瓜,4,529,+1(12),-,-,+5(252),-,-,+2(88),-,-,+1(77),-,-,-,55%,Honorable,孙迈,覃超智,韦正豪,N,N
163,,浙江师范大学,社会主义接班银,4,531,+1(10),-,-,+1(105),-,-,+7(261),-,-,+1(35),-,-,-,60%,Honorable,王乐琦,王威杰,马嘉斌,N,N
164,,浙江财经大学,牛啊牛啊,4,533,+1(10),-,-,+1(110),-,-,+2(257),-,-,+3(96),-,-,-3,42%,Honorable,万子豪,章鑫鹏,赵露,N,N
165,103,湘潭大学,出签到题就算成功,4,544,+2(12),-,-,+5(186),-13,-,+1(218),-,-,+1(28),-,-,-,55%,Honorable,李越,田楚天,蒋文彬,N,N
166,,国防科技大学,DMG_春熙,4,552,+2(10),-1,-1,+2(278),-1,-1,+1(200),-1,-1,+1(24),-1,-1,-1,33%,Honorable,李剑锋,李天豪,李鑫鹏,N,N
167,,天津大学,180天后改名,4,556,+1(25),-,-,+5(129),-,-,+3(209),-2,-,+2(53),-,-,-,63%,Honorable,任俍栋,李俊佳,王子祺,N,N
167,,上海大学,呆头鹅,4,556,+1(9),-,-,+2(109),-,-,+7(265),-,-,+1(33),-,-,-1,63%,Honorable,刘西朋,董镇源,诸捷,N,N
169,104,杭州电子科技大学信息工程学院,信工二队,4,565,+1(15),-,-,+5(201),-,-,+1(223),-,-,+1(46),-,-,-,50%,Honorable,李泽瑜,梁孝铨,顾凯耀,N,N
170,,厦门大学,恋剖分剖恋,4,568,+2(12),-,-,+3(120),-,-,+6(217),-,-,+2(39),-,-,-3,69%,Honorable,杨鑫,陈一鸣,麦润埔,N,N
171,105,安徽大学,保卫萝卜,4,575,+1(10),-,-,+6(198),-,-,+1(196),-,-,+2(51),-,-,-,60%,Honorable,张云飞,张子谦,罗欣然,N,N
172,106,烟台大学,天南星科魔芋,4,580,+1(9),-,-,+3(132),-,-,+5(219),-,-,+3(60),-,-,-,66%,Honorable,于梓涵,俞传洲,徐振祥,N,N
173,107,重庆邮电大学,我要睡了，晚安,4,588,+2(9),-,-,+2(130),-,-,+3(179),-,-,+6(90),-,-,-1,69%,Honorable,娄奚文炀,荀泽梁,黄晨峰,N,N
174,108,黑龙江大学,拭暗晨曦,4,589,+2(9),-,-,+1(104),-,-,+6(287),-,-,+1(69),-,-,-,60%,Honorable,丁浩康,宋福海,邓基霄,N,N
175,,青岛大学,好想有个学上,4,592,+1(7),-,-,+3(172),-8,-,+4(141),-1,-,+3(132),-,-,-,63%,Honorable,任树冰,刘成,马明皓,N,N
176,109,华北理工大学,曹妃甸里抓蒟蒻,4,595,+1(6),-,-,+11(112),-,-,+3(192),-,-,+1(45),-,-,-,75%,Honorable,张恒旭,牛嘉洋,王宇龙,N,N
176,,河北工业大学,只是当时已惘然,4,595,+1(11),-,-,+1(131),-,-,+5(280),-,-,+2(73),-,-,-,55%,Honorable,杨子棋,葛子赫,马晓丹,N,N
178,110,桂林电子科技大学,队长考青大落榜了,4,601,+2(11),-,-,+1(159),-,-,+2(260),-,-,+3(91),-,-,-,50%,Honorable,张蓝天,李学诚,罗进瑶,N,N
179,,湖南大学,两面包夹芝士,4,611,+1(11),-,-,+7(253),-,-,+1(191),-,-,+1(36),-,-,-,60%,Honorable,宋苏宇,张晨曦,徐煌育,N,N
180,111,西南交通大学,老郫县鸡内卷,4,617,+2(14),-,-,+4(175),-,-,+1(262),-,-,+2(66),-,-,-,55%,Honorable,丁世诚,吴房浩,赵一冰,N,N
181,112,武汉理工大学,富贵不能银,4,641,+1(11),-,-,+1(139),-,-,+1(243),-,-,+5(168),-,-,-,50%,Honorable,化子烁,张明阳,田平安,N,N
182,113,东北农业大学,无敌爆0战神,4,646,+2(9),-,-,+1(100),-,-,+3(152),-1,-,+8(185),-,-,-2,71%,Honorable,王立盛,田也,郑月亮,N,N
183,,山东科技大学,精进号,4,652,+1(9),-,-,+3(226),-,-3,+2(275),-,-,+2(62),-,-,-,50%,Honorable,曹一鸣,杨昊,马湛东,N,N
184,114,山东大学（威海）,无敌暴龙冰河可爱爆了,4,657,+2(11),-,-,+3(97),-,-,+9(264),-,-,+2(45),-,-,-,75%,Honorable,宁涛,汤子锋,祁盛文,N,N
185,115,合肥工业大学,队伍名健康积极向上,4,690,+1(8),-,-,+5(273),-,-,+4(233),-,-,+1(36),-,-,-,63%,Honorable,徐泽宇,易锦均,黄枭威,N,N
186,116,河南理工大学,焦煤生产大队,4,718,+1(10),-,-,+3(194),-,-,+5(277),-,-,+3(77),-,-,-,66%,Honorable,潘平野,牛付壮,郭光林,N,N
187,,上海大学,签到题我重拳出击,4,723,+2(11),-,-,+4(173),-,-,+3(297),-,-,+4(62),-,-,-,69%,Honorable,刘亦凡,刘元皓,顾景天,N,N
188,,福州大学,饥饿艺术家,4,736,+2(13),-,-,+4(221),-,-,+3(289),-1,-,+2(73),-,-,-,63%,Honorable,张妍,李哲,蔡鸿源,N,N
189,,鲁东大学,两个白雪公主和一个小矮人,4,737,+1(14),-,-,+1(116),-,-,+6(253),-,-,+4(194),-,-,-7,66%,Honorable,尹黄河,李士濮,王淑晴,N,N
190,117,东南大学,墨西哥鸡肉卷,4,757,+1(12),-,-,+1(181),-,-,+3(256),-,-,+3(228),-,-,-,50%,Honorable,刘宇轩,苟元博,钟昊原,N,N
191,118,河南农业大学,挑灯夜读,4,762,+1(9),-,-,+6(244),-,-,+1(231),-,-,+4(118),-,-,-2,66%,Honorable,张建材,李治毅,熊梦轩,N,N
192,,河南农业大学,凿壁偷光,4,763,+2(9),-,-,+9(239),-,-,+2(257),-,-,+1(58),-,-,-3,71%,Honorable,宋乾瑞,李运超,来锋,N,N
193,,河南农业大学,悬梁刺股,4,766,+2(13),-,-,+5(295),-,-,+1(170),-,-,+4(128),-,-,-,66%,Honorable,师明宇,李凯杰,李士强,N,N
194,,桂林电子科技大学,一队软萌的对手,4,820,+1(8),-,-,+4(154),-,-,+5(232),-1,-,+10(106),-,-,-,80%,Honorable,张钰敏,彭鸿祥,陈星宇,N,N
195,119,西安理工大学,好孩子不吃手指头,4,824,+1(12),-,-,+3(133),-,-,+1(209),-,-,+10(250),-,-,-,73%,Honorable,徐诚,李雄雄,雷唐龙,N,N
196,120,南京航空航天大学,幺鸡小分队,4,832,+1(31),-,-,+8(274),-,-,+2(289),-,-,+1(78),-,-,-,66%,Honorable,刘昊哲,周傅毅楠,钱增辉,N,N
197,121,宁波工程学院,我的,4,894,+1(14),-,-,+2(225),-,-,+7(285),-,-,+6(130),-,-,-,75%,Honorable,倪泉乐,胡浩楠,郑云跃,N,N
198,,浙江师范大学,出发点,3,130,+1(6),-,-,+2(61),-,-,-11,-,-,+1(43),-,-,-,25%,Honorable,方天笑,邓鹏,陈骏鹏,N,N
199,122,山东师范大学,★吃饱喝饱一路走好,3,142,+1(11),-,-,+2(82),-,-,-27,-,-,+1(29),-,-,-,25%,Honorable,张立坤,李荣奥,杨煜琦,N,N
200,,西安交通大学,对对队,3,169,+1(5),-,-,+1(76),-,-,-,-,-,+3(48),-,-,-,40%,Honorable,夏泽,王成昊,艾继涛,N,N
201,,北京师范大学,懒标记,3,206,+1(11),-,-,+2(99),-,-,-5,-,-,+3(36),-,-,-,50%,Honorable,姜潮涌,张网星,薄小荷,N,N
202,,哈尔滨工程大学,三头老猫,3,228,+1(5),-,-,-8,-,-,+1(198),-,-,+1(25),-,-,-,0%,Honorable,孔佳豪,徐文溢,魏文卿,N,N
203,123,济南大学,风向仪,3,231,+2(16),-,-,+3(113),-,-,-4,-,-,+1(42),-,-,-,50%,Honorable,于世铖,袁钰皓,龚奕天,N,N
204,124,中国海洋大学,感觉不如原神 服务器,3,239,+2(11),-,-,+2(117),-,-,-4,-,-,+2(51),-12,-,-,50%,Honorable,何相龙,李新哲,郑玉龙,N,N
205,125,石家庄铁道大学,ssp的航空母舰,3,284,+2(11),-,-,+2(179),-,-,-1,-,-,+1(54),-,-,-,40%,Honorable,宋世鹏,徐池,李思成,N,N
206,126,东华大学,华东面馆,3,295,+2(11),-,-,+2(152),-,-,-18,-,-,+2(72),-,-,-3,50%,Honorable,任天宇,刘青山,黄城帆,N,N
207,,山东大学,肃正协议,3,297,+2(10),-,-,+1(96),-,-,-3,-,-,+4(111),-,-,-,57%,Honorable,张博宁,时书桓,郭玉伟,N,N
208,127,江苏科技大学,球球队友再A一题,3,299,+2(11),-,-,-1,-,-,+1(231),-1,-,+1(37),-,-,-,25%,Honorable,刘兴源,周瑞,罗志康,N,N
209,128,北京林业大学,讲个笑话我样例没过,3,307,+2(15),-,-,-,-,-,-,-,-,+2(44),-,-,+2(188),50%,Honorable,周子涵,李子超,李明珠,N,N
210,129,中国石油大学（北京）,天不怕地不怕,3,318,+1(10),-,-,+1(207),-,-,-2,-,-,+3(61),-,-,-,40%,Honorable,余湘锐,夏曦乐,秦海,N,N
211,,山东大学（威海）,发量惊人队,3,345,+1(6),-,-,+2(178),-,-,-,-,-,+4(81),-,-,-,57%,Honorable,于帅聪,吴 黎明,柳 洋,N,N
212,130,辽宁大学,第二学期出道,3,377,+1(9),-,-,+3(238),-,-,-,-,-,+2(70),-,-,-,50%,Honorable,彭施霖,洪梓炜,阎坷凡,N,N
213,131,江西财经大学,面向样例程序设计,3,395,+2(23),-,-,+3(213),-,-,-1,-,-,+2(79),-,-,-,57%,Honorable,刘江,朱政,钟志清,N,N
213,131,乐山师范学院,不拿牌子不是人,3,395,+1(13),-,-,+1(112),-,-,-1,-,-,+3(230),-,-,-2,40%,Honorable,尹磊,杨国庆,游印辉,N,N
215,133,吉首大学,凤飞千仞,3,418,+1(24),-,-,+3(282),-,-,-,-,-,+2(52),-,-,-,50%,Honorable,石逸可,贺俊智,鲁承源,N,N
216,,济南大学,骨钉小师,3,438,+2(25),-,-1,+3(226),-,-,-3,-,-,+3(87),-1,-1,-1,62%,Honorable,刘垚,刘延松,闫洪宇,N,N
217,,山东大学（威海）,来不及起名了,3,449,+1(11),-,-,+3(260),-,-,-,-,-,+4(78),-,-,-,62%,Honorable,杨沛霖,汪彦东,贺昱斌,N,N
218,134,上海电机学院,枢机返还之光,3,524,+3(21),-,-,+7(281),-,-,-,-,-,+1(62),-,-,-,72%,Honorable,王宁,许家辉,许欢,N,N
219,,中国科学院大学,给大佬递JAVA,3,527,+2(32),-,-,+5(250),-,-,-5,-,-,+4(85),-,-,-,72%,Honorable,宋宇轩,张玉龙,权泽平,N,N
220,135,中国计量大学,铁匠,3,575,+3(9),-,-,+7(294),-,-,-7,-,-,+3(72),-,-,-,76%,Honorable,田业宏,裴君辉,陆羿勋,N,N
221,,四川大学,把握不住,2,53,+1(7),-,-,-1,-,-,-,-,-,+1(46),-,-,-9,0%,Honorable,孙骏骐,廖健康,王友军,N,N
222,,苏州大学,赶紧补题去吧,2,60,+1(10),-,-,-10,-,-,-1,-,-,+1(50),-,-,-,0%,Honorable,冯泽森,周泓余,王品正,N,N
223,136,哈尔滨理工大学（荣成）,六级一败涂地,2,89,+1(28),-,-,-3,-,-,-,-,-,+1(61),-,-,-,0%,Honorable,林晴,章添舒,缪泽洋,N,N
224,,烟台大学,风之梦,2,100,+1(15),-,-,-6,-,-,-,-,-,+2(65),-,-,-,33%,Honorable,伍远毅,容潇军,边明豪,N,N
225,,重庆大学,队里有个嘉心糖,2,111,+1(12),-,-,-2,-,-,-,-,-,+2(79),-,-,-1,33%,Honorable,毕宝龙,田明瑄,陶虹霖,N,N
226,,江南大学,朱朱带我圆梦华五吧,2,152,+3(10),-,-,-,-,-,-5,-,-,+3(62),-,-,-,66%,Honorable,徐润天,朱峻泷,杜昊,N,N
227,137,北京交通大学威海校区,南海渔村的希望,2,154,+4(19),-,-,-3,-,-,-7,-,-,+2(55),-,-,-,66%,Honorable,张天宇,袁超,高士诚,N,N
227,137,浙江工商大学,澳门牌王日入斗金,2,154,+1(12),-,-,-4,-,-,-2,-,-,+4(82),-,-,-,60%,Honorable,吴健林,杨康,陈致远,N,N
229,,青岛科技大学,三仙过海,2,204,+1(9),-,-,+1(195),-,-,-,-,-,-4,-,-,-,0%,Honorable,牟翔宇,袁震,靳知见,N,N
230,139,浙大宁波理工学院,键光如我，斩尽牛杂,2,304,+3(12),-,-,-1,-,-,-,-,-,+4(192),-,-,-1,71%,Honorable,任同庆,李道鹏,陈杰,N,N
231,,湖南工业大学,家乐美战神,2,317,+1(20),-,-,-,-,-,+3(257),-,-,-28,-,-,-,50%,Honorable,刘成富,尹文,王湘博,N,N
232,140,安徽工业大学,陪你度过漫长岁月,2,319,+2(22),-,-,-7,-,-,-4,-,-,+7(157),-,-,-,77%,Honorable,王志鹏,谷成磊,陈良焕,N,N
233,141,西南石油大学,WA了那咋办嘛,2,351,+6(27),-,-,-3,-,-,-3,-,-,+7(104),-,-,-,84%,Honorable,任泓润,杨宇,谢顺全,N,N
234,142,宁波职业技术学院,震动队,2,386,+4(86),-,-,-,-,-,-,-,-,+3(200),-,-,-,71%,Honorable,胡一彬,赵博渊,陈宇浩,N,N
235,143,河南财经政法大学,金牌教练请吃饭,2,444,+1(10),-,-,-,-,-,-,-,-,+13(194),-,-,-,85%,Honorable,李东昊,王卓涵,郭陈茜,N,N
236,144,内蒙古师范大学,内师大一队,2,474,+4(18),-,-,+10(216),-,-,-7,-,-,-21,-,-,-,85%,Honorable,张汉庭,薛振宇,郑可达,N,N
237,145,西南民族大学,SMU_WH01,1,10,+1(10),-,-,-,-,-,-1,-,-,-10,-,-,-,0%,Honorable,代鹏辉,李汝博,韦懂生,N,N
238,,山东科技大学,勇敢号,1,15,+1(15),-,-,-3,-,-,-,-,-,-14,-,-,-,0%,Honorable,孙元林,王子龙,王琪超,N,N
239,,华南师范大学,以上队伍成绩全部取消,1,34,+2(14),-,-,-,-,-,-,-,-,-8,-,-,-,50%,Honorable,胡耀文,陈启帆,黄磊,N,N
240,146,合肥学院,大力出奇迹,1,39,+2(19),-,-,-,-,-,-,-,-,-4,-,-,-,50%,Honorable,张帅,王彩超,王星力,N,N
