Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
46,36,深圳大学,twilight illusion,5,512,-,-,+1(6),+2(210),+2(82),-,-,-,-,+1(50),+1(124),-,-3,28%,Silver,张艺轩,何元捷,郑博瀚,N,N
47,,吉林大学,柴郡猫猫QuQ,5,523,-,-1,+1(9),-,+1(51),-,-,-,-,+2(61),+2(121),-,+2(221),37%,Silver,陈铭豪,黄昌盛,李光赫,N,N
48,37,西南交通大学,刷气球爆金币,5,546,-,+2(252),+2(12),-,+1(69),-,-,-,-,+1(50),+2(103),-,-,37%,Silver,郑星宇,王翔宇,宋明富,N,N
49,38,上海海事大学,打铁之我是菜狗(,5,556,-,-,+1(6),-,+2(63),-,-,-,-,+1(80),+1(115),-,+2(252),28%,Silver,应懿,潘飞扬,李卓锦,N,N
50,,北京理工大学,绫波丽请你喝东北好果汁,5,573,-,-,+1(9),-,+1(59),-,-,-,+2(245),+2(83),+1(137),-,-,28%,Silver,冯宇鹏,朱俊杰,张常昊,N,N
51,39,天津大学,原神、道和篮球,5,586,-,-,+1(9),-,+1(36),-,-,-,-,+1(52),+3(159),-,+1(290),28%,Silver,李国鸿,陈晟骞,许哲诚,N,N
52,,电子科技大学,UESTC_如名,5,592,-,-,+1(8),-3,+2(49),-,-,-,-,+1(44),+3(109),-,+6(222),61%,Silver,包航,雷霖,覃子睿,N,N
53,,山东大学,追光者,5,601,-,-,+1(9),-,+1(45),-,-,-,-,+2(56),+1(102),-,+6(269),54%,Silver,战绪丰,庞天祥,袁胜利,N,N
54,40,同济大学,长日将尽,5,620,-,-,+1(22),-10,+3(99),-,-,-,-,+2(38),+1(151),-,+4(190),54%,Silver,朱泽凯,储德明,姜梓恒,N,N
55,,杭州电子科技大学,Moonlight,5,643,-,-,+1(12),-,+2(61),-,-,-1,-,+1(56),+5(150),-,+2(244),54%,Silver,梅瑞贤,陈昕展,周栋,N,N
56,,浙江大学,从土里挖出来的选手,5,645,-,+2(178),+2(22),-,-11,-,-,-,+1(234),+1(65),+2(86),-,-,37%,Silver,陈彦博,王熠,沈哲贝,N,N
57,,杭州电子科技大学,急急爆炸,5,649,-,-,+2(31),-,+2(115),-,-,-,-,+1(59),+1(159),-,+1(245),28%,Silver,祝立轩,陈润澎,陈煜,N,N
58,41,中国矿业大学,三个翻译,5,650,-,-,+3(26),-,+1(144),-,-,-,-,+1(48),+1(101),-,+1(291),28%,Silver,何甲文泽,肖扬航,杨斌涵,N,N
59,42,北方工业大学,好坏小姐,5,658,-,-,+1(12),-,+1(59),-,-,-,-,+1(73),+1(162),-,+4(292),37%,Silver,郑元兴,王北辰,周易,N,N
60,43,湖南理工学院,Triple Xor Sum,5,663,-,-,+1(21),-,+2(147),-,-,+2(102),-,+2(131),+1(202),-,-,37%,Silver,阳金里,李居航,李维逸,N,N
61,44,西安交通大学,拜登跳动,5,664,-,+3(289),+1(18),-,+2(108),-,-,-,-,+2(59),+3(70),-,-7,54%,Silver,陈执镇,唐梓航,赵宋文,N,N
62,45,山东理工大学,清纯白毛小萝莉,5,672,-1,-,+1(18),-,+1(93),-,-,-,-3,+1(78),+3(169),-,+2(254),37%,Silver,王鹤翱,孙童乐,从文杰,N,N
63,,北京航空航天大学,砍瓜切菜,5,682,-,-,+1(2),-,+3(114),-,-,-,-,+2(69),+2(61),-,+5(276),61%,Silver,潘天蔚,郝泽钰,刘佳睿,N,N
64,46,湖南师范大学,栀晓,5,684,-,-2,+1(22),-,+2(82),-,-,-,-,+2(86),+2(141),-,+1(293),37%,Silver,唐熙林,魏佳蕾,王万福,N,N
65,,天津大学,去年沈阳站刚铁,5,706,-,-,+1(20),-,+3(91),-,-,-,-3,+2(65),+1(169),-,+4(241),54%,Silver,黄敏行,牟泓锦,张忠清,N,N
66,,中山大学,中山大学_叉烧凤爪烧卖,5,713,-,-,+1(21),-,+1(52),-,-,-,-,+1(65),+5(270),-,+2(205),50%,Silver,刘彦莹,黄晓蓝,秦琬舒,N,N
67,47,浙江理工大学,邪恶泡泡与射线恶魔,5,733,-,-1,+1(8),-,+1(95),-,-,-,+1(168),+3(98),+5(244),-,-1,54%,Silver,王显龙,肖泽宇,钟昀铮,N,N
68,,中国科学技术大学,中科大少女班,5,751,-,-2,+1(8),-,+4(168),-,-,-,-,+1(59),+2(173),-,+4(203),58%,Silver,孙旭磊,赵奕,赵泽昆,N,N
69,,中山大学,中山大学_无限,5,766,-,-,+1(6),-,+4(117),-,-,-,-,+2(72),+2(160),-,+5(231),64%,Silver,涂博皓,朱泰锟,王子睿,N,N
70,,浙江理工大学,飞飞,5,771,-,-,+1(5),+5(296),+5(162),-,-,-,-,+1(46),+1(102),-,-1,61%,Silver,薛淞尹,朱鑫鑫,徐波,N,N
71,,吉林大学,adrnin,5,811,-,+4(259),+1(21),-,+3(165),-,-,-10,-,+1(74),+4(132),-,-,61%,Silver,张智祺,乔彦博,王恕,N,N
72,,北京理工大学,仲夏夜之银牌,5,821,-,-,+1(14),-,+1(42),-,-,-,-,+2(67),+7(208),-,+5(270),68%,Silver,陈鹏宇,戴睿,李东晓,N,N
73,,华中科技大学,不管打不打实习都要旅游,5,848,-,-,+1(8),-,+3(121),-,-,-,-,+2(91),+5(276),-,+3(172),64%,Silver,冯业齐,翁哲宇,卞曜洋,N,N
74,48,西南石油大学,汉水嘉陵,5,870,-,+1(210),+1(60),-,+3(146),-,-,-,-,+2(97),+3(257),-,-6,50%,Silver,刘龙浩,何昀瑾,欧云峰,N,N
75,49,苏州大学,AK自动机,5,975,-1,-,+1(19),-,+11(296),-,-,-,+1(222),+1(72),+1(166),-,-,66%,Silver,史华睿,顾俊辉,林昱彤,N,N
76,50,沈阳理工大学,辽宁省第九十九司空震,4,238,-,-,+1(20),-,+1(43),-,-,-,-,+1(59),+1(116),-,-,0%,Silver,茅泉浩,金典,金铉杰,N,N
77,51,华中师范大学,借点金冲星穹铁道,4,243,-,-,+1(8),-,+1(76),-,-,-,-,+1(43),+1(116),-,-1,0%,Silver,王彬宇,张宏辉,曹俞欣,N,N
78,52,齐齐哈尔大学,欢迎报考齐齐哈尔大学,4,247,-,-,+1(8),-,+1(31),-,-,-4,-,+2(72),+2(96),-,-,33%,Silver,邹建楠,胡永顺,卢宇亮,N,N
79,,南京大学,菜茎合作社,4,296,-,-,+1(6),-4,+1(53),-,-,-,-,+2(61),+2(136),-,-1,33%,Silver,柴浩天,陈荣锴,陈思翔,N,N
80,53,四川大学,超级宇宙无敌暴龙战士,4,304,-,-,+1(7),-,+1(45),-,-,-,-,+2(93),+1(139),-,-,20%,Silver,李佳员,丁国峰,刘逸舟,N,N
81,54,浙江万里学院,原来你们都是原神高手,4,325,-,-3,+1(30),-6,+3(142),-,-,-,-,+1(76),+1(37),-,-,33%,Silver,周启鸿,竺夏,俞思远,N,N
82,55,华南理工大学,取乎其上,4,328,-,-,+1(4),-,+1(117),-,-,-,-,+1(46),+2(141),-,-,20%,Silver,王文俊,李亨,钟宇超,N,N
83,,中国科学技术大学,24科软点击就送,4,338,-,-,+1(3),-,+1(73),-,-,-,-,+1(77),+2(165),-,-3,20%,Silver,彭志远,陈若朋,朱俯君,N,N
84,56,西北工业大学,报销就是胜利,4,339,-,-2,+1(9),-,+2(59),-1,-,-,-,+2(71),+2(140),-,-,42%,Silver,袁江引,田瑞雪,龚熙尧,N,N
85,,南京大学,三吴克,4,341,-,-,+1(7),-,+1(51),-,-,-,-,+2(46),-,-,+3(177),42%,Silver,黄梓彦,张辰睿,梁航宇,N,N
86,57,北京理工大学珠海学院,星火燎原,4,344,-,-,+1(12),-,+1(65),-,-,-2,-,+2(54),+4(133),-,-,50%,Silver,张润泽,江梓豪,蔡炆沅,N,N
87,58,华南师范大学,江南开摆野指针梭哈天江遨游海底直至AC,4,345,-,-,+1(14),-,+1(64),-,-,-,-,+2(102),+1(145),-,-4,20%,Silver,李梓健,古嘉诚,朱焕佳,N,N
88,,西北工业大学,Undo,4,350,-,-,+1(12),-,+1(72),-,-,-,-,+1(53),+3(173),-,-,33%,Bronze,王景珩,闻茁,牛马思元,N,N
89,,中南大学,Start Dash,4,352,-,-1,+1(11),-,+1(72),-,-,-,-,+2(110),+1(139),-,-3,20%,Bronze,苏宜扬,周湘予,王一翔,N,N
90,59,北京工业大学,Sis puella magica!,4,356,-,-,+1(12),-,+1(42),-,-,-,-,+2(72),+2(190),-,-,33%,Bronze,葛中正,易思铭,管丹辰,N,N
91,60,天津理工大学,明理湖水怪,4,360,-,-,+1(9),-,+1(43),-,-,-,-,+2(82),+5(126),-,-2,55%,Bronze,向东,余阳芷,李衍硕,N,N
92,61,中国科学院大学,随机分配,4,363,-,-,+1(7),-2,+1(70),-,-,-,-,+1(66),+3(180),-,-,33%,Bronze,徐小权,罗旅洲,韩文韦,N,N
93,,北京邮电大学,再做一道就开摆,4,373,-,-,+1(16),-,+1(52),-,-,-,-,+1(68),+5(157),-,-,50%,Bronze,管庆涵,谭怡萱,刘昱辉,N,N
94,,华中科技大学,糖果酱,4,379,-,-,+1(8),-,+2(177),-,-,-,-,+2(73),-,-,+2(61),42%,Bronze,曹翰林,赵亮亮,徐宇亮,N,N
95,,西安交通大学,重振精神,4,384,-,-4,+1(17),-,+1(40),-,-,-,-,+1(53),+5(194),-,-,50%,Bronze,施劲松,孙路,朱晨曦,N,N
96,62,西安电子科技大学,神里流AC,4,385,-,-,+1(14),-,+1(56),-,-,-,-,+1(75),+3(200),-,-,33%,Bronze,柴东辰,剌宾燕,罗嘉诚,N,N
97,63,杭州师范大学,bitset一下就过了,4,386,-,-,+1(18),-,+2(47),-,-,-,-,+2(81),+4(140),-,-,55%,Bronze,杨嘉福,陈科舟,殷吴辉,N,N
98,64,南京邮电大学,去末地整点袋鼠,4,390,-,-1,+1(15),-,+2(160),-,-,-,-,+1(51),+1(144),-,-,20%,Bronze,岳鹏宇,陈尽微,黄问远,N,N
99,65,上海科技大学,G！,4,395,-,-,+1(6),-,+2(80),-,-,-,-3,+2(49),+5(140),-,-9,60%,Bronze,钱靖,俞喆川,杨子烆,N,N
100,66,西南科技大学,生如夏花,4,403,-1,-,+1(9),-,+2(98),-,-,-,-,+1(69),+3(167),-,-,42%,Bronze,魏云鹏,朱杰,严天羿,N,N
101,,电子科技大学,UESTC_忒修斯之船,4,409,-,-1,+1(13),-,+2(100),-,-,-,-,+2(75),+2(161),-,-,42%,Bronze,徐以恒,吴骏驰,吕书武,N,N
102,67,华南农业大学,怎么越睡越困,4,410,-,-,+1(16),-28,+1(175),-,-,-,-,+2(60),+1(139),-,-,20%,Bronze,何勤政,陈柏祺,冯雨泽,N,N
103,68,广州大学,沈阳大街秘闻录,4,411,-,-,+1(11),-,+1(70),-,-,-1,-,+1(78),+3(212),-,-,33%,Bronze,林树沛,陈旭明,刘成,N,N
104,69,济南大学,樱之重生,4,413,-,-,+2(11),-,+1(62),-,-,-,-,+2(98),+3(162),-,-12,50%,Bronze,张益铭,刘延松,王逸鸣,N,N
105,,杭州师范大学,1s能跑1e9,4,419,-,-3,+1(13),-,+2(95),-,-,-,-,+2(96),+1(175),-,-,33%,Bronze,余家帅,戴泽耀,刘书凡,N,N
106,,南京大学,林间雨月,4,422,-,-1,+2(17),-,+2(81),-,-,-,-,+1(71),+3(173),-,-11,50%,Bronze,林朗,邓振霄,胡皓明,N,N
107,70,齐鲁工业大学,偏远放逐者,4,423,-,-,+1(14),-,+1(52),-,-,-,-,+2(62),+7(155),-,-,63%,Bronze,王金旭,李昊坤,吴泽彪,N,N
108,71,成都理工大学,三个灰名,4,424,-,-,+1(10),-,+1(88),-,-,-,-,+2(109),+1(197),-,-3,20%,Bronze,刘昊琨,粟生虎,代乐顺,N,N
108,71,莆田学院,葡萄菜菜子,4,424,-,-,+1(17),-,+1(106),-,-,-,-,+1(62),+1(239),-,-,0%,Bronze,许城涛,李熔豪,赵佶鑫,N,N
110,73,东北大学秦皇岛分校,提前下班,4,440,-,-,+1(5),-,+2(119),-,-,-9,-,+2(44),+4(172),-,-,55%,Bronze,吴一玄,胡鸿捷,袁茂恒,N,N
111,74,辽宁大学,云里雾里,4,445,-,-,+1(5),-,+1(62),-,-,-,-,+2(74),+4(224),-,-,50%,Bronze,殷勇杰,雷震宇,刘宇铎,N,N
112,75,湖南工业大学,虚无之色,4,447,-,-,+1(20),-,+1(104),-,-,-,-,+2(94),+1(209),-,-1,20%,Bronze,陈柏伶,陈锦硕,朱翰雯,N,N
113,76,西北农林科技大学,急急急急摆摆摆摆,4,458,-,-,+1(5),-1,+1(91),-,-,-,-,+2(113),+1(229),-,-,20%,Bronze,吴晨阳 ,贺浩轩,曾令顺,N,N
114,77,湖南大学,渡,4,459,-,-,+2(22),-2,+3(115),-,-,-,-,+2(83),+1(159),-,-2,50%,Bronze,黄家旺,向金城,刘佰幸,N,N
114,77,中国民航大学,头都秃了还没队,4,459,-,-,+1(19),-,+1(67),-,-,-,-,+2(109),+2(224),-,-,33%,Bronze,陈景睿,冯鑫珂,胡逸飞,N,N
116,79,南京航空航天大学,逆风之旅,4,460,-,-1,+1(9),-,+2(81),-,-,-,-,+1(105),+2(225),-,-,33%,Bronze,沈运之,张炜钿,金朔平,N,N
117,80,南开大学,给毕达哥拉斯以计算机,4,464,-,-,+1(12),-,+2(144),-,-,-,-,+1(83),+2(185),-,-,33%,Bronze,廖望,刘沛鑫,宋秭睿,N,N
118,,哈尔滨工业大学（深圳）,其实我也不是很想拿奖你真的很装,4,469,-,-,+1(12),-,+3(173),-,-,-,-,+2(49),+2(155),-,-,50%,Bronze,陈畅霖,勾世杰,陈昊,N,N
119,81,青岛大学,完颜慧德的狗,4,470,-,-,+1(12),-,+2(87),-,-,-,-,+1(63),+6(188),-,-,60%,Bronze,张云哲,白聿雄,徐易,N,N
120,82,江南大学,远坂凛粉丝队,4,474,-,-,+1(10),-2,+1(58),-,-,-,-,+2(90),+5(216),-,-,55%,Bronze,何云康,陈云豪,张逍遥,N,N
121,83,黑龙江大学,拂晓晨辉,4,476,-,-,+1(16),-,+1(118),-,-,-1,-,+1(110),+2(212),-,-1,20%,Bronze,杨阳,张宇航,白晓博,N,N
122,,东北大学秦皇岛分校,小饼卷大葱,4,477,-,-,+1(19),-5,+3(214),-,-,-,-,+2(48),+1(136),-,-3,42%,Bronze,董淑睿,司伟业,李不凡,N,N
123,84,燕山大学,塔山一队,4,480,-,-,+1(14),-,+2(157),-,-,-,-,+2(93),+3(136),-,-1,50%,Bronze,孙振轩,李一阳,吴亚楠,N,N
124,85,武汉理工大学,"WUT13,出列!",4,488,-,-,+1(6),-,+6(66),-,-2,-,-,+2(80),+3(176),-,-,66%,Bronze,林学涛,蒋海潮,孙晨奥,N,N
125,,南京邮电大学,梦里也会觉得AC难求,4,496,-,-,+1(18),-,+2(116),-,-,-,-,+2(75),+2(227),-,-,42%,Bronze,戴鸿哲,石金轩,陈宇,N,N
126,,四川大学,此访问越界,4,506,-,-,+1(5),-2,+1(76),-,-,-,-,+1(71),+6(254),-,-1,55%,Bronze,陈凯奇,杨卓,薛瑞锦,N,N
127,86,浙江工商大学,空花阳焰,4,508,-,-,+1(23),-,+1(81),-,-,-,-1,+2(80),+3(264),-,-,42%,Bronze,徐贤涛,王哲,薛强,N,N
128,87,哈尔滨商业大学,哈尔滨商业大学1队,4,511,-,-,+1(21),-,+1(77),-,-,-,-,+3(95),+3(238),-,-,50%,Bronze,王彬彬,葛钦凡,李恒远,N,N
129,88,沈阳航空航天大学,镜花水月,4,532,-,-,+3(12),-,+1(138),-,-,-,-,+2(121),+1(201),-,-,42%,Bronze,张喜瑞,王恺瑞,颜培政,N,N
130,89,中北大学,银牌: 队长 cos maple， 原神 考研， 小丑 acm烧烤;,4,545,-,-,+1(15),-,+1(62),-,-,-,-,+3(106),+5(242),-,-2,60%,Bronze,蒋嬴兆,王俊伟,原宇博,N,N
131,90,浙江师范大学,霸气酷酷伦,4,547,-,-,+1(17),-,+1(157),-,-,-,-1,+2(89),+2(244),-,-,33%,Bronze,周子清,祝礼杭,赵欣雨,N,N
132,,华中师范大学,迷路帖,4,552,-,-,+1(11),-,+3(125),-,-,-,-1,+1(89),+1(287),-,-,33%,Bronze,陈程,邓洁,潘芮锐,N,N
133,91,哈尔滨工业大学（威海）,帅比队长在线征婚QQ2216541094,4,555,-,-,+1(10),-,+3(124),-,-,-,-,+3(66),+3(235),-,-5,60%,Bronze,解裕懋,曹瑞宁,戚煜,N,N
134,92,北京化工大学,异世相遇，尽享美wa,4,557,-,-,+1(14),-,+2(131),-,-,-,-,+2(102),+4(210),-,-,55%,Bronze,胡晋,汪孔煜,王耀,N,N
135,,南京邮电大学,内鬼猫猫头,4,564,-,-,+1(10),-,+1(150),-,-,-,-,+3(110),+2(234),-,-2,42%,Bronze,张禹健,冯一帆,文超航,N,N
136,93,成都信息工程大学,石材古生物,4,565,-,-,+1(25),-,+4(262),-,-,-,-,+1(58),+1(160),-,-1,42%,Bronze,戴琦程,徐世豪,林莫豪,N,N
137,94,长春理工大学,一期一会,4,566,-,-,+1(14),-,+1(82),-,-,-2,-,+3(94),+7(216),-,-,66%,Bronze,任鑫,姚祥辉,陈奕帆,N,N
138,95,哈尔滨工程大学,三只也熊,4,572,-,-,+1(6),-,+2(145),-,-,-,-,+3(123),+1(238),-,-,42%,Bronze,盛海洋,廖世立,郭彬,N,N
138,,哈尔滨理工大学,哈理工05队SY,4,572,-,-,+1(23),-,+2(162),-,-,-,-,+1(92),+2(255),-,-,33%,Bronze,李晶洋,牛梓旭,刘泽旭,N,N
140,96,重庆邮电大学,3G+3G＝6G,4,574,-,-,+3(13),-,+2(75),-,-,-,-,+1(99),+4(267),-,-,60%,Bronze,李自豪,洪洲,胡戴立,N,N
141,97,衡阳师范学院,与夜色共眠,4,577,-1,-,+2(23),-,+3(102),-,-,-,-,+2(152),+2(200),-,-,55%,Bronze,李耀,邹旺,李冀晟,N,N
142,98,南京工业大学,三相之力,4,581,-,-,+1(7),-,+1(74),-,-,-,-,+1(127),+6(273),-,-,55%,Bronze,张喆,张林骏,薛洋,N,N
143,,复旦大学,你先别急，让我调DP,4,593,-,-,+1(24),-,+4(266),-,-,-,-,+2(44),+3(139),-,-,60%,Bronze,陈佳鹏,何友瑭,邹畅,N,N
143,99,东华大学,自在飞花轻似梦,4,593,-,-,+1(14),-,+2(151),-,-,-,-,+1(66),+4(282),-,-,50%,Bronze,杨文杰,邵兵,李虹宇,N,N
145,100,天津仁爱学院,梦幻小丑,4,617,-,-,+1(16),-1,+1(129),-,-,-,-,+1(153),+3(279),-,-,33%,Bronze,李安磊,方思源,刘征,N,N
