Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
139,,华南理工大学,通行证是卑鄙者的高尚,4,362,-3,-,+1(28),-,-,-,+3(64),+2(111),-,-,-,-,+1(99),42%,Bronze,吴海杰,蔡嘉健,邓楷译,N,N
139,90,福建工程学院,黄昏之烬的二重奏,4,362,-2,-1,+1(33),-1,-1,-1,+1(50),+2(131),-1,-1,-1,-1,+1(128),20%,Bronze,林凯锋,江鑫,肖含境,N,N
139,,哈尔滨工程大学,柠檬熟了,4,362,+1(248),-,+1(20),-,-,-,+1(38),+1(56),-,-,-,-,-3,0%,Bronze,王志远,薛宇浩,贾宏昊,N,N
142,,安徽大学,常见傅里叶变换队,4,364,-8,-,+1(29),-,-,-,+1(50),+1(95),-,-,-2,-,+1(190),0%,Bronze,徐麟,邵红坤,韩泓晟,N,N
143,91,湖南工业大学,不太会做题,4,367,-2,-,+1(26),-,-,-,+1(48),+1(145),-,-,-,-,+2(128),20%,Honorable,刘平涛,孙凯文,蔡珏,N,N
144,,吉林大学,H-Z-J 树,4,370,-6,-,+1(24),-,-,-,+1(59),+2(80),-,-,-2,-,+3(147),42%,Honorable,蒋致欧,郑佳策,黄哲霖,N,N
144,92,青岛科技大学,与或非,4,370,-1,-,+1(25),-,-,-,+1(46),+1(72),-,-,-,-,+4(167),42%,Honorable,晋学锐,林海,陈德山,N,N
146,93,杭州师范大学,幼稚未完,4,372,-1,-,+1(29),-,-,-,+1(47),+2(100),-,-,-,-,+2(156),33%,Honorable,严家俊,俞家豪,周杭安,N,N
147,94,湖南警察学院,湖南警察学院 1 队,4,377,-8,-,+1(24),-,-,-,+1(37),+2(83),-,-,-1,-,+3(173),42%,Honorable,王海,谭晓洋,龙俊宇,N,N
148,95,华东师范大学,SEI3,4,378,-2,-,+1(37),-,-,-,+1(54),+1(88),-,-,-,-,+2(179),20%,Honorable,乔若奕,曹博,梅子健,N,N
149,96,浙江科技学院,局外人,4,384,-2,-,+1(22),-,-,-,+1(35),+1(150),-,-,-,-,+1(177),0%,Honorable,史润培,蒋贤潇,赵家城,N,N
150,,同济大学,无紫不行,4,390,-4,-,+1(25),-,-,-,+2(44),+1(97),-,-,-,-,+3(164),42%,Honorable,张翔,王铭邦,雒俊为,N,N
151,97,东北农业大学,Greedy please skip the example automatically,4,391,-,-,+1(23),-,-,-,+1(41),+1(180),-,-,-,-,+2(127),20%,Honorable,刘纳川,朱秀滨,黄铎,N,N
152,98,武汉科技大学,心里没点 AC 数,4,398,-13,-,+1(28),-,-,-,+2(48),+1(94),-,-,-,-,+3(168),42%,Honorable,侯丞志,周神洲,马长敬,N,N
152,98,浙江育英职业技术学院,弈？悟！,4,398,-2,-,+2(40),-,-,-,+1(63),+1(173),-,-,-1,-,+1(102),20%,Honorable,张恒,方婧婧,沈永源,N,N
154,,南京航空航天大学,林克时间,4,401,-2,-,+1(25),-,-,-,+1(75),+1(105),-,-,-6,-,+2(176),20%,Honorable,刘明杰,袁尔杭,陈泓谙,N,N
155,100,南阳师范学院,皮卡皮卡,4,407,-,-,+1(30),-,-,-,+3(52),+1(108),-,-,-,-,+1(177),33%,Honorable,周静饧,曹高磊,沈妍琪,N,N
156,101,湖南师范大学,师大之皨,4,409,-1,-,+1(20),-10,-,-,+4(96),+1(121),-,-,-9,-,+1(112),42%,Honorable,唐熙林,石艺鑫,韦天赐,N,N
157,102,华南师范大学,天江行者,4,413,-1,-,+1(21),-,-,-,+1(31),+1(101),-,-,-,-,+3(220),33%,Honorable,吴清源,覃梓鑫,黄一肯,N,N
158,,哈尔滨工业大学（威海）,心跳签到队,4,414,-,-,+1(22),-,-,-,+1(43),+1(178),-,-,-1,-,+1(171),0%,Honorable,包赛龙,王庆涛,禚周浩然,N,N
158,103,河北大学,河北大学云帆一队,4,414,-2,-,+1(25),-,-,-,+1(12),+2(109),-,-,-,-,+3(208),42%,Honorable,刘哲轩,王旭,赵润朔,N,N
160,104,华北理工大学,深黑幻想,4,417,-6,-,+1(15),-,-,-,+2(25),+1(226),-,-,-1,-,+3(91),42%,Honorable,周广越,尹尚龙,张恒旭,N,N
161,,东北大学,东北大学_遇到困难睡大觉,4,420,-7,-,+1(30),-,-,-,+3(58),+3(106),-,-,-,-,+1(146),50%,Honorable,冯楚钊,张浩霖,顾竣凯,N,N
162,,上海大学,这个队伍想 AC,4,423,-9,-,+1(24),-,-,-,+1(41),+2(253),-,-,-,-,+1(85),20%,Honorable,刘诗蓓,邱彦杰,金铖,N,N
163,105,华南农业大学,被虐中慢慢成佛,4,426,-5,-,+1(26),-,-,-,+1(61),+3(205),-,-,-,-,+1(94),33%,Honorable,吴思宇,漆永康,陈宇鹏,N,N
163,105,深圳技术大学,鹦鹉螺,4,426,-,-,+2(20),-,-,-,+1(37),+2(86),-,-,-1,-,+1(243),33%,Honorable,吴泰维,曾熙柔,陈锦聪,N,N
165,,华南师范大学,开摆队,4,430,-11,-,+3(41),-,-,-,+1(40),+2(120),-,-,-,-,+1(169),42%,Honorable,温雅杰,许棋皓,陈泽勇,N,N
166,107,重庆大学,智力 9,4,435,-2,-,+1(27),-,-,-,+2(55),+4(145),-,-,-2,-,+1(128),50%,Honorable,于轩,葛轩铭,裘博航,N,N
167,108,广西师范大学,涅槃重生,4,440,+2(185),-,+1(30),-,-,-,+3(64),+1(101),-,-,-,-,-9,42%,Honorable,兰淞,石伟凡,钱浩栋,N,N
168,109,厦门大学,乐观向上,4,443,-1,-,+1(34),-,-,-,+1(80),+2(85),-,-,-,-,+2(204),33%,Honorable,刘政柱,张晋铭,纪奎彬,N,N
169,,浙江财经大学,读题困难户,4,454,-1,-,+2(27),-,-4,-,+2(43),+1(103),-,-,-,-,+3(201),50%,Honorable,张宏剑,张维康,徐宇诺,N,N
170,110,河北工业大学,Fit an iron first,4,456,-,-,+1(24),-,-,-,+2(61),+1(142),-,-15,-3,-1,+1(209),20%,Honorable,张卓立,葛子赫,贾旭明,N,N
171,111,浙大宁波理工学院,芜湖白菜鱼,4,457,-,-,+1(22),-,-,-,+1(31),+2(158),-,-,-,-,+1(226),20%,Honorable,夏宇,胡向东,蔡禹杰,N,N
172,112,阿坝师范学院,卷心菜,4,463,-15,-,+2(30),-,-,-,+1(50),+2(167),-,-,-,-,+3(136),50%,Honorable,李先笙,江果益,谢文鹏,N,N
173,113,重庆交通大学,赛博仓鼠会梦见虚拟天行吗？,4,468,-3,-,+2(31),-,-,-,+1(40),+1(79),-,-,-,-,+5(218),55%,Honorable,杨卡达,葛昌威,陈俊曦,N,N
174,114,南华大学,国家汪汪大队,4,470,-3,-1,+2(32),-,-,-,+3(91),+2(104),-,-,-,-,+1(163),50%,Honorable,宋泽坤,李卓能,肖珂,N,N
175,115,合肥工业大学宣城校区,私房菜,4,472,-3,-,+1(22),-,-,-,+1(37),+2(131),-,-,-,-,+6(162),60%,Honorable,张程曦,徐震,郑博文,N,N
175,115,浙江万里学院,风灵月影,4,472,-2,-,+1(28),-,-,-,+1(51),+1(80),-,-,-,-,+7(193),60%,Honorable,周启鸿,林哲正,郭义杰,N,N
177,,哈尔滨工业大学,VHero 三一人,4,474,-1,-,+1(25),-,-,-,+1(44),+1(110),-,-1,-,-,+1(295),0%,Honorable,曹一豪,杨一正,王一桐,N,N
178,117,南阳理工学院,HaveFun,4,478,-3,-,+1(28),-,-,-,+1(38),+1(138),-,-,-,-,+3(234),33%,Honorable,靳矗,韩金成,魏一豪,N,N
179,118,暨南大学,追追光者者,4,481,-3,-,+1(39),-,-,-,+2(53),+1(132),-,-,-,-,+2(217),33%,Honorable,周祝涛,李安宁,,N,N
180,,华南师范大学,重生之我是顺十字,4,483,-,-,+1(28),-,-,-,+2(63),+1(196),-,-,-,-,+1(176),20%,Honorable,周锐楷,朱家明,马晖凯,N,N
181,,华南师范大学,虾虎遨游直至 AC,4,494,-2,-,+1(41),-,-,-,+1(68),+1(114),-,-,-,-,+1(271),0%,Honorable,袁子锋,陈嘉成,陈家骏,N,N
182,119,哈尔滨商业大学,先行者,4,499,-4,-,+1(27),-,-,-,+2(57),-2,-,-,-,+3(249),+2(86),50%,Honorable,王梓镔,翁勇辉,赵晨星,N,N
182,119,乐山师范学院,乐山大佛保佑我,4,499,-1,-,+1(21),-,-,-,+2(41),+2(83),-,-,-,-,+3(274),50%,Honorable,吕孟霖,周猛,李汶涛,N,N
184,121,北京师范大学珠海校区,先特判样例,4,505,-1,-,+2(28),-,-,-,+1(55),+1(200),-,-,-2,-,+2(182),33%,Honorable,张民轩,张涵,王昱超,N,N
185,122,成都理工大学,龙专欢迎你,4,506,-1,-,+1(24),-,-,-,+1(38),+1(140),-,-,-,-,+3(264),33%,Honorable,代乐顺,刘奕俊,雷笙达,N,N
186,123,中国人民警察大学,金色飞贼,4,511,-4,-,+2(45),-,-,-,+1(116),+3(162),-,-,-9,-,+1(128),42%,Honorable,张开昕,戴煜东,郝励诚,N,N
187,124,新疆师范大学,一级警报,4,536,-1,-,+3(98),-,-,-,+1(61),+2(145),-,-,-,-,+1(172),42%,Honorable,宁善成,毛智谦,,N,N
188,125,黑龙江大学,贪心只能过样例,4,537,-10,-,+2(56),-,-,-,+2(86),+1(141),-,-,-2,-,+2(194),42%,Honorable,崔晓彤,张一鸣,李继伟,N,N
189,,南京邮电大学,今天跑完 2000 米吗,4,546,-,-,+1(23),-,-,-,+1(38),+1(122),-,-,-,-,+5(283),50%,Honorable,吴政,肖鸿,陆晓琦,N,N
190,126,河北师范大学,转生成为邦德公主当阿尼亚小姐的狗,4,584,-,-,+1(30),-,-,-,+1(101),+3(181),-,-,-2,-,+1(232),33%,Honorable,翟一可,赵洪博,陈俊杰,N,N
191,127,宁波大学,风起邀约,4,605,-1,-,+2(40),-,-,-,+2(54),+1(185),-,-,-,-,+2(266),42%,Honorable,姚沈豪,李浩,王小管,N,N
192,,哈尔滨工业大学（深圳）,老年娱乐队,4,617,-2,-,+2(51),-5,-,-,+7(148),+2(69),-,-,-,-,+1(189),66%,Honorable,徐兆彬,徐逸峰,秦诗雨,N,N
193,,东南大学,只会瑶,4,652,-4,-,+2(141),-,-,-,+1(112),+1(104),-,-,-,-,+3(235),42%,Honorable,吴岱右,王玉珏,赵祖妍,N,N
194,128,成都信息工程大学,牛奶,4,706,-3,-,+1(42),-,-,-,+2(64),+2(285),-,-,-,-,+2(255),42%,Honorable,何麟羽,郑淼,黄巫键,N,N
195,,上海大学,寂静时刻,4,779,-2,-,+4(90),-,-,-,+2(173),+1(141),-,-,-17,-,+2(275),55%,Honorable,唐笑涵,秦云啸,黄添祎,N,N
196,,东北大学,东北大学_赢,3,117,-3,-,+1(25),-3,-,-,+1(41),+1(51),-,-2,-,-,-1,0%,Honorable,徐越昊,李泽仁,陈少皇,N,N
197,129,中国科学院大学,网吧保安大队,3,122,-2,-,+1(18),-,-2,-,+1(38),+1(66),-,-,-,-,-5,0%,Honorable,刘迅,台琦,朱辰,N,N
198,130,常熟理工学院,多喝岩浆,3,133,-3,-,+1(28),-,-,-,+1(40),+1(65),-,-,-,-,-6,0%,Honorable,杨淳智,林强,邹静,N,N
199,131,浙江工商大学,猫猫二百五,3,162,-,-,+1(22),-,-,-,+2(35),+1(85),-,-,-,-,-14,25%,Honorable,张殷杰,郭宇航,韩帅彪,N,N
200,132,中国民航大学,无问西东,3,163,-1,-,+1(18),-,-,-,+1(55),+1(90),-,-,-,-,-4,0%,Honorable,刘家宁,王浩博,饶恒,N,N
201,,哈尔滨工业大学（威海）,球达不溜球,3,179,-,-,+1(37),-,-,-,+1(30),-,-,-,-,-,+2(92),25%,Honorable,安龙浩,程朗,高佳乐,N,N
202,133,沈阳理工大学,丁真,3,191,-7,-,+1(27),-,-,-,+2(40),+2(84),-,-,-1,-,-2,40%,Honorable,茅泉浩,金典,金铉杰,N,N
203,134,东北电力大学,每道题都能用二分做,3,193,-2,-,+1(27),-,-,-,+1(38),+1(128),-,-,-,-,-4,0%,Honorable,李贵祥,郑建畅,陈黄洋,N,N
204,135,安徽工程大学,刘华强买瓜,3,200,-,-,+1(27),-,-,-,+1(39),+1(134),-,-,-,-,-,0%,Honorable,程辉,蔡冯亮,鲍一凡,N,N
205,,重庆大学,康康你的队名,3,204,-,-,+2(27),-,-,-,+2(30),+1(107),-,-,-,-,-11,40%,Honorable,刘怡鹏,肖才银,黄康,N,N
206,136,北京联合大学,三点一线,3,209,-,-,+1(26),-,-,-,+1(53),+1(130),-,-,-,-,-2,0%,Honorable,王翊伟,钟水清,饶超,N,N
207,,郑州轻工业大学,以下队伍请重修语法课 -21 级,3,215,-1,-,+1(23),-,-,-,+1(79),+1(113),-,-,-,-,-6,0%,Honorable,刘泽辰,赵永斌,郑皓阳,N,N
208,137,武汉理工大学,菜狗三人,3,221,-,-,+1(22),-,-,-,+3(56),+1(103),-,-,-,-,-1,40%,Honorable,方逸凡,王煜泽,马仕文,N,N
209,138,中南民族大学,不吃香菜,3,232,-,-,+1(25),-,-,-,+1(37),+1(170),-,-,-,-,-4,0%,Honorable,张子涵,程家威,陆尹凯,N,N
210,,河南农业大学,Indigo,3,237,-,-,+1(23),-,-,-,+1(32),+1(182),-,-,-2,-,-7,0%,Honorable,李治毅,贾懿,闫亚鑫,N,N
211,,哈尔滨工业大学（威海）,余好 Debug 以 AC 兮,3,239,-1,-,+1(28),-,-,-,+1(42),+1(169),-,-,-1,-,-11,0%,Honorable,易子杰,李昕烨,许展翔,N,N
212,,厦门大学,恋剖分剖恋,3,245,-,-,+2(55),-,-,-,+1(90),+1(80),-,-,-,-,-3,25%,Honorable,杨鑫,郭承辉,陈一鸣,N,N
213,139,成都锦城学院,太美丽了，锦城！,3,246,-,-,+1(30),-,-,-,+1(62),+2(134),-,-,-,-,-5,25%,Honorable,徐逸芃,杨凡,魏佳盛,N,N
214,140,西安理工大学,神秘的力量,3,251,-,-,+1(40),-,-,-,+1(70),+2(121),-,-2,-1,-,-8,25%,Honorable,王颢焓,胡沛玮,马铭源,N,N
215,141,大连理工大学,看懂题面就算成功,3,268,-1,-,+1(38),-,-,-,+2(73),+1(137),-,-,-2,-,-3,25%,Honorable,唐弘基,杜梦杰,艾子懿,N,N
216,142,河南大学,零异事件,3,272,-1,-,+1(24),-,-,-,+1(34),+1(214),-,-,-,-,-,0%,Honorable,李金刚,毛子豪,程崇正,N,N
217,,桂林电子科技大学,拔萝卜,3,303,-2,-,+1(30),-,-,-,+1(72),+1(201),-,-,-1,-,-4,0%,Honorable,刘善坤,叶修,莫泽华,N,N
218,,中国传媒大学,一刀子一刀子,3,329,-,-,+1(35),-,-,-,+1(57),+2(217),-,-,-1,-,-2,25%,Honorable,余健,李明萱,涂然,N,N
219,143,北京林业大学,随便取一个无所谓,3,351,-,-,+1(21),-,-,-,+2(72),-3,-,-,-,-,+4(178),57%,Honorable,周楷,李子超,邱明亮,N,N
220,,浙江中医药大学,珂朵莉树上可持续化咕咕咕,3,355,-,-,+5(97),-,-,-,+1(51),+1(127),-,-,-,-,-2,57%,Honorable,姚冠宇,盛子阳,赵天骏,N,N
221,144,嘉应学院,两级反转,3,373,-2,-,+3(91),-,-,-,+3(70),-3,-,-,-1,-,+1(132),57%,Honorable,张嘉焜,范淮宝,许昱华,N,N
222,145,西南民族大学,一竹,3,387,-1,-,+1(34),-,-,-,+1(51),+3(262),-,-,-,-,-4,40%,Honorable,买鑫鑫,赵一竹,韦懂生,N,N
223,146,石家庄铁道大学,嘉德罗斯,3,398,-,-,+1(35),-,-,-,+1(119),+1(244),-,-,-2,-,-1,0%,Honorable,周正,宋佳勇,庄忠旭,N,N
224,147,上海应用技术大学,四面楚鸽,3,400,-,-,+1(34),-,-,-,+1(51),+3(275),-,-,-2,-,-6,40%,Honorable,叶之捷,朱嘉钧,王俞力,N,N
225,,西南交通大学,郫县萧炎,3,417,-2,-,+1(30),-,-,-,+2(76),-1,-,-,-,-,+3(251),50%,Honorable,宋明富,陈加林,马杰成,N,N
226,148,合肥工业大学,嫩牛五方,3,431,-,-,+1(29),-,-,-,+1(62),-2,-,-,-,-,+4(280),50%,Honorable,吴靖宇,张洪嘉,王熠闻,N,N
227,,南京邮电大学,你别急，我先看看榜,3,432,-2,-,+1(33),-,-,-,+4(205),+2(114),-,-,-,-,-1,57%,Honorable,孙靖辉,张烨民,陶陆天,N,N
228,149,惠州学院,代码只有一行,3,507,-,-,+4(60),-,-,-,+6(136),+1(151),-,-,-,-,-2,72%,Honorable,何宗鑫,刘俊龙,郭根鹏,N,N
229,150,中国地质大学（北京）,常夜樱的满绽,3,564,-,-,+1(22),-,-,-,+6(224),+2(198),-1,-1,-2,-,-1,66%,Honorable,李桂嘉,罗逸恒,贾杨阳,N,N
230,151,广东财经大学,弗拉明戈舞步,2,98,-,-,+1(42),-,-,-,+1(56),-,-,-,-3,-,-1,0%,Honorable,何灏楠,刘恒利,蔡普凡,N,N
231,,西南财经大学,西财汪汪队,2,151,-12,-,+1(35),-,-,-,+3(76),-3,-,-,-,-,-8,50%,Honorable,侯爵,来冠男,王俊超,N,N
232,,广西师范大学,八千里路云和月,2,255,-,-,+1(41),-,-,-,-,+2(194),-,-,-,-,-1,33%,Honorable,叶伟强,黄娟娟,黄青怡,N,N
233,152,上海科技大学,好一个蛙蛙机,2,279,-3,-,-20,-,-,-,+1(171),+1(108),-,-,-,-,-3,0%,Honorable,张涵锐,李泉,秦朝,N,N
234,,西南大学,c 语言大佬,1,173,-,-,+4(113),-,-,-,-1,-2,-,-,-,-,-6,75%,Honorable,单义文,唐浩,谭宇森,N,N
235,153,重庆移通学院,小强,1,219,-,-,-7,-,-,-,+2(199),-,-,-,-,-,-7,50%,Honorable,谭明,陈晓强,韦富,N,N
236,154,华东理工大学,花开富贵,1,338,-1,-,-,-,-,-,+4(278),-,-,-,-,-,-,75%,Honorable,何畅雨,王唯佳,陈天皓,N,N
237,155,中原工学院,wa 了，但没有完全 wa,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,叶宇恒,程远哲,蔡敬斌,N,N
237,155,新疆大学,开心布,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,吕昂,陈永园,麻伟,N,N
237,,河北师范大学,绵阳建筑有限公司 (Doge),0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,侯思琪,周佳璐,张天伟,N,N
237,155,重庆对外经贸学院,重庆对外经贸学院 4 队,0,0,-,-,-1,-,-,-,-10,-,-,-,-4,-,-3,0%,Honorable,严钱良,吴鹏,陈伟杰,N,N
